placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,attributes
https://www.google.com/maps/place/Seena+Integrative+Health+Centre/data=!4m7!3m6!1s0xd1931001a376379:0x1370e5e76fbe6c22!8m2!3d38.7580003!4d-9.0942416!16s%2Fg%2F11wmsdtw7q!19sChIJeWM3GgAxGQ0RImy-b-flcBM,Seena Integrative Health Centre,4.9,54,Medical Center,"R. das Musas 13A, 1990-165 Lisboa, Portugal","QW54+68 Lisbon, Portugal",http://seenacentre.com/,+351 924 353 219,"Open · Closes 6 pm

Updated by this business 2 weeks ago",Identifies as women-owned,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerG0byJGyAilrxD_nUCPLiIvVP85bWeuxbHu6VwAKlT4dgX8CRSJqupkXOI4ss6d2rsR76LVO9eqc3NBhkst6EI7JXpFHG_i2JvfhjdSrzM3wVKq8gTlxxq67blppsNg2mgZxg=w408-h544-k-no,true,"10 am–1 pm, 2–6 pm","10 am–1 pm, 2–6 pm","10 am–1 pm, 2–6 pm","10 am–1 pm, 2–6 pm","10 am–1 pm, 2–6 pm",Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Lisbon+Cedar+Rapids+IA/@38.7222524,-9.1393366,14z",2026-02-23T16:16:12.280Z,
https://www.google.com/maps/place/Grou%C3%BC+-+Holistic+Collective/data=!4m7!3m6!1s0xd1933b89ca5ac09:0x4f05c48403772e65!8m2!3d38.7593588!4d-9.1685178!16s%2Fg%2F11vyzm3c1p!19sChIJCaylnLgzGQ0RZS53A4TEBU8,Grouü - Holistic Collective,5.0,57,Medical clinic,"R. Prof. Barbosa Sueiro 14D, 1600-769 Lisboa, Portugal","QR5J+PH Lisbon, Portugal",https://book.heygoldie.com/Grouu,+351 963 143 617,Open · Closes 9:30 pm,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipODduCFN0nzIToMAHoYhUvFUR8jLyijh3Qzrpmm=w424-h240-k-no,true,8 am–9:30 pm,8 am–9:30 pm,8 am–9:30 pm,8 am–9:30 pm,8 am–9:30 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/functional+medicine+in+Lisbon+Cedar+Rapids+IA/@38.7222524,-9.1393366,14z",2026-02-23T16:16:18.886Z,
https://www.google.com/maps/place/Lisbon+Wellness/data=!4m7!3m6!1s0xd1935f9c25d37e3:0x77cf9dd6bca2ee9a!8m2!3d38.7079906!4d-9.1471859!16s%2Fg%2F11srgmnf62!19sChIJ4zddwvk1GQ0Rmu6ivNadz3c,Lisbon Wellness,5.0,21,Wellness center,"R. da Moeda 1 sala 12, 1200-275 Lisboa, Portugal","PV53+54 Lisbon, Portugal",http://www.lisbonwellness.com/,+351 914 673 520,Open · Closes 7 pm,,https://lh3.googleusercontent.com/p/AF1QipPpi17b50fbOtIQ6T9ahEYleUCN56lDkqDhGQld=w408-h306-k-no,true,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,Closed,"https://www.google.com/maps/search/functional+medicine+in+Lisbon+Cedar+Rapids+IA/@38.7222524,-9.1393366,14z",2026-02-23T16:16:24.852Z,
https://www.google.com/maps/place/Cl%C3%ADnica+Yin/data=!4m7!3m6!1s0xd19338e5690e587:0x246640cc4c9b180e!8m2!3d38.7449344!4d-9.1527342!16s%2Fg%2F11tk6gkzr0!19sChIJh-WQVo4zGQ0RDhibTMxAZiQ,Clínica Yin,5.0,2,Alternative medicine practitioner,"R. Julieta Ferrão 12, 1600-007 Lisboa, Portugal","PRVW+XW Lisbon, Portugal",https://www.clinicayin.com/,+351 969 078 944,Open · Closes 7 pm,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipNifYZykaRM-h9jmDaYykWD9ogU1cmkh-DO_N0g=w408-h724-k-no,true,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/functional+medicine+in+Lisbon+Cedar+Rapids+IA/@38.7222524,-9.1393366,14z",2026-02-23T16:16:30.298Z,
"https://www.google.com/maps/place/Dr.+Felipe+F%C3%A9lix+-+Consulta+de+Iridologia,+Naturopatia+e+Homeopatia/data=!4m7!3m6!1s0xd1931da7b14469f:0x57823f2ed7c7434e!8m2!3d38.7344828!4d-9.1446235!16s%2Fg%2F11r4dv1zy8!19sChIJn0YUe9oxGQ0RTkPH1y4_glc","Dr. Felipe Félix - Consulta de Iridologia, Naturopatia e Homeopatia",4.6,9,Naturopathic practitioner,"Av. da República 2 7º Andar, 1050-191 Lisboa, Portugal","PVM4+Q5 Lisbon, Portugal",http://www.drfelipefelix.com/,+55 11 96839-0155,Open · Closes 9 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipOTfYyQJRJEIn-0ePGmuZ75YSVKPIj8XAGRJUXW=w408-h448-k-no,true,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Lisbon+Cedar+Rapids+IA/@38.7222524,-9.1393366,14z",2026-02-23T16:16:36.881Z,
https://www.google.com/maps/place/Karma+Clinic+%7C+Medicina+Natural/data=!4m7!3m6!1s0xd1933bad97b2bfd:0x898bfe84456e82a8!8m2!3d38.7428283!4d-9.133728!16s%2Fg%2F1v6l8rrn!19sChIJ_St72bozGQ0RqIJuRYT-i4k,Karma Clinic | Medicina Natural,5.0,13,Alternative medicine practitioner,"Praça Francisco Sá Carneiro 7, 1000-159 Lisboa, Portugal","PVV8+4G Lisbon, Portugal",http://www.karmaclinic.pt/,+351 21 847 9635,Open · Closes 6 pm,,https://lh3.googleusercontent.com/p/AF1QipPV57Ap3L9hOHemZs7PLnADwXOPcB2FHfZZ5iYH=w408-h408-k-no,true,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Lisbon+Cedar+Rapids+IA/@38.7222524,-9.1393366,14z",2026-02-23T16:16:41.621Z,
https://www.google.com/maps/place/Integrative+Medicine/data=!4m7!3m6!1s0xd193375bfb39c17:0xe39be28b5f3961f1!8m2!3d38.7297073!4d-9.1475798!16s%2Fg%2F11b6jhcdzp!19sChIJF5yzv3UzGQ0R8WE5X4vim-M,Integrative Medicine,4.9,15,Medical equipment manufacturer,"Av. Fontes Pereira de Melo 21 8º andar, 1050-008 Lisboa, Portugal","PVH2+VX Lisbon, Portugal",http://www.int-medicine.com/,+351 21 192 9218,Open · Closes 6:30 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqCijp3Y8I8qfuk3AO6WP7cZeK18mlb5MX0KYBSp6h0NN1Ta-rvO-5DCokL3TVQVm7pr2fu69--5nRoH3gzP8wI8SQBkhi3SAW-a9RJKFYFon7nLVV9ZqrWScbk1r_RJ516cJLY=w408-h306-k-no,false,9:30 am–6:30 pm,9:30 am–6:30 pm,9:30 am–6:30 pm,9:30 am–6:30 pm,9 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Lisbon+Cedar+Rapids+IA/@38.7222524,-9.1393366,14z",2026-02-23T16:16:46.671Z,
https://www.google.com/maps/place/Herbs+and+Needles+Integrative+Health+Clinic/data=!4m7!3m6!1s0xd19357f64e66c27:0xd2a46ac1b6ce164e!8m2!3d38.7208411!4d-9.1639699!16s%2Fg%2F11gmy7kqbq!19sChIJJ2zmZH81GQ0RThbOtsFqpNI,Herbs and Needles Integrative Health Clinic,4.9,54,Medical clinic,"R. Ferreira Borges 126, 1350-135 Lisboa, Portugal","PRCP+8C Lisbon, Portugal",https://www.herbsandneedles.pt/,+351 936 883 640,"Open · Closes 7 pm

Confirmed by this business 6 days ago",,https://lh3.googleusercontent.com/p/AF1QipNRcWqY0GiG_RHtKjcgFh1zHkCgm5H1Q4oXEafx=w408-h544-k-no,true,9 am–7 pm,9 am–8:30 pm,9 am–7:30 pm,9 am–8:30 pm,9 am–8:30 pm,9 am–5:30 pm,Closed,"https://www.google.com/maps/search/functional+medicine+in+Lisbon+Cedar+Rapids+IA/@38.7222524,-9.1393366,14z",2026-02-23T16:16:51.619Z,
https://www.google.com/maps/place/Fitoclinic+-+Medicina+Natural+%28uma+marca+FANTASTIKBENEFIT+-+Unipessoal+Lda.%29./data=!4m7!3m6!1s0xd193309abefc6c5:0x1c785fa514c59264!8m2!3d38.727718!4d-9.1468978!16s%2Fg%2F1tf7y_6l!19sChIJxcbvqwkzGQ0RZJLFFKVfeBw,Fitoclinic - Medicina Natural (uma marca FANTASTIKBENEFIT - Unipessoal Lda.).,4.4,32,Alternative medicine practitioner,"R. Luciano Cordeiro 123 R/c, 1069-157 Lisboa, Portugal","PVH3+36 Lisbon, Portugal",http://www.fitoclinic.pt/,+351 966 405 846,Open · Closes 8 pm,,https://lh3.googleusercontent.com/p/AF1QipOnU21mz3HXD00waCLiWXxaeIr4eOlDOWf90LCD=w408-h306-k-no,true,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Lisbon+Cedar+Rapids+IA/@38.7222524,-9.1393366,14z",2026-02-23T16:16:56.951Z,
"https://www.google.com/maps/place/Conscious+Alignment+at+One+Leaf+%28Rolfing,+Craniosacral+Therapy,+Myofascial+Release,+Buddhist+Psychotherapy,+EFT%29/data=!4m7!3m6!1s0xd19331164587927:0x7dba630709150759!8m2!3d38.722773!4d-9.1462559!16s%2Fg%2F11fl9853xs!19sChIJJ3lYZBEzGQ0RWQcVCQdjun0","Conscious Alignment at One Leaf (Rolfing, Craniosacral Therapy, Myofascial Release, Buddhist Psychotherapy, EFT)",5.0,16,Alternative medicine practitioner,"One Leaf, R. Rodrigues Sampaio 76 1º Andar, 1150-281 Lisboa, Portugal","PVF3+4F Lisbon, Portugal",https://lisbon.conscious-alignment.com/,+351 968 859 055,,,https://lh3.googleusercontent.com/p/AF1QipOXXRP_5xp2ZrdzjwOkM2ZQtzyCHOT8gkubEmhs=w408-h272-k-no,true,,,,,,,,"https://www.google.com/maps/search/functional+medicine+in+Lisbon+Cedar+Rapids+IA/@38.7222524,-9.1393366,14z",2026-02-23T16:16:59.603Z,
