placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,isBlackOwned,error
https://www.google.com/maps/place/Memorial+Physician+Clinics+Vascular+Surgery+Consultants/data=!4m7!3m6!1s0x889c3d43f703b92f:0x46557a415959b74c!8m2!3d30.3673646!4d-89.1168758!16s%2Fg%2F11ng6y_nvl!19sChIJL7kD90M9nIgRTLdZWUF6VUY,Memorial Physician Clinics Vascular Surgery Consultants,1.0,1,Vascular surgeon,"1340 Broad Ave #220, Gulfport, MS 39501, United States","9V8M+W6 Gulfport, Mississippi, USA",https://wearememorial.com/locations/vascular-surgery-consultants/,+1 228-575-1300,Closes soon · 5 pm · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Iy2vOQ6wVaP7c-wxyAFFrQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=156.09549&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–4:30 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Gulfport+MS/@30.3713601,-89.1266372,14z",2025-12-16T22:37:24.361Z,,,
https://www.google.com/maps/place/Dr.+Alton+Dauterive/data=!4m7!3m6!1s0x889c3d15c7655555:0xe5d4c4edf825d877!8m2!3d30.3655786!4d-89.1170301!16s%2Fg%2F11qgb7c67f!19sChIJVVVlxxU9nIgRd9gl-O3E1OU,Dr. Alton Dauterive,5.0,1,Vascular surgeon,"1340 Broad Ave #220, Gulfport, MS 39501, United States","9V8M+65 Gulfport, Mississippi, USA",,+1 228-575-1300,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5vSVDe2oHUARWST4Mqyw5w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=226.56067&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+Gulfport+MS/@30.3713601,-89.1266372,14z",2025-12-16T22:37:27.584Z,,,
https://www.google.com/maps/place/MedCentris+Wound+Healing+Institute+Gulfport/data=!4m7!3m6!1s0x889c3da372855e77:0x7dad2ffa2b05af40!8m2!3d30.3674945!4d-89.1133422!16s%2Fg%2F11h6v1xmtc!19sChIJd16FcqM9nIgRQK8FK_ovrX0,MedCentris Wound Healing Institute Gulfport,5.0,25,Medical clinic,"1302 44th Ave, Gulfport, MS 39501, United States","9V8P+XM Gulfport, Mississippi, USA",http://www.medcentris.com/,+1 228-687-8235,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipMA-KGp-uXYW4pJffQv_JT5FCeSjqMMlM3YDYWP=w477-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Gulfport+MS/@30.3713601,-89.1266372,14z",2025-12-16T22:37:32.948Z,,,
"https://www.google.com/maps/place/Joseph+Graham,+DO/data=!4m7!3m6!1s0x889c3d142febfd63:0xb0ec9befe89b2018!8m2!3d30.3655786!4d-89.1170301!16s%2Fg%2F1tgcsnxl!19sChIJY_3rLxQ9nIgRGCCb6O-b7LA","Joseph Graham, DO",3.5,8,Vascular surgeon,"1340 Broad Ave #220, Gulfport, MS 39501, United States","9V8M+65 Gulfport, Mississippi, USA",https://wearememorial.com/team/joseph-graham-do/,+1 228-575-1300,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipMGBshoJitetvgyFGENv_2RfKnqvl5qF2-IYYPh=w408-h613-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–4:30 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Gulfport+MS/@30.3713601,-89.1266372,14z",2025-12-16T22:37:37.970Z,,,
https://www.google.com/maps/place/Vein+Institute+of+South+Mississippi+-+D%27Iberville/data=!4m7!3m6!1s0x889c0d640f0b26fd:0xf5c3b11ce9a6a986!8m2!3d30.4568351!4d-88.9037716!16s%2Fg%2F11vs39gq8y!19sChIJ_SYLD2QNnIgRhqmm6Ryxw_U,Vein Institute of South Mississippi - D'Iberville,5.0,92,Medical clinic,"3950 Promenade Pkwy # E, D'Iberville, MS 39540, United States","F34W+PF D'Iberville, Mississippi, USA",https://veinsms.com/,+1 228-200-9449,Closes soon · 5 pm · Opens 9 am Wed,https://lh3.googleusercontent.com/p/AF1QipPGzOGPTwYosczJOu2VcniAhpOCQftX1bVKGuzJ=w408-h328-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Gulfport+MS/@30.3713601,-89.1266372,14z",2025-12-16T22:37:42.875Z,,,
"https://www.google.com/maps/place/Andrea+Barker,+MD/data=!4m7!3m6!1s0x889c3d110c9f8879:0x82ac832f4862b586!8m2!3d30.3672078!4d-89.1170838!16s%2Fg%2F11rg2pbh2x!19sChIJeYifDBE9nIgRhrViSC-DrII","Andrea Barker, MD",4.2,5,Vascular surgeon,"1340 Broad Ave #220, Gulfport, MS 39501, United States","9V8M+V5 Gulfport, Mississippi, USA",https://wearememorial.com/team/andrea-barker-md/,+1 228-575-1300,Open · Closes 5 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_5tDhHiNmh61GH0w-ZnGAg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=57.930813&pitch=0&thumbfov=100,true,8 am–5 am,8 am–5 am,8 am–5 am,8 am–4:30 am,Closed,Closed,8 am–5 am,"https://www.google.com/maps/search/vein+clinics+in+Gulfport+MS/@30.3713601,-89.1266372,14z",2025-12-16T22:37:47.975Z,,,
"https://www.google.com/maps/place/Walter+Surowiec,+DO/data=!4m7!3m6!1s0x889c3d142febfd63:0xd26d1be68ec092e9!8m2!3d30.3672738!4d-89.1168984!16s%2Fg%2F1tgx2t9j!19sChIJY_3rLxQ9nIgR6ZLAjuYbbdI","Walter Surowiec, DO",3.9,11,Surgeon,"1340 Broad Ave #320, Gulfport, MS 39501, United States","9V8M+W6 Gulfport, Mississippi, USA",https://wearememorial.com/team/walter-surowiec-do-facs/,+1 228-575-1500,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipM5MSCWrqZkaPM-uMWrKYgVBHdWgw9BGP1wTl7g=w408-h544-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,"https://www.google.com/maps/search/vein+clinics+in+Gulfport+MS/@30.3713601,-89.1266372,14z",2025-12-16T22:37:52.928Z,,,
https://www.google.com/maps/place/Memorial+Infusion+Clinic+Gulfport/data=!4m7!3m6!1s0x889c3d1447c4f4f3:0x3a850a5981d09b07!8m2!3d30.367334!4d-89.1169184!16s%2Fg%2F11gbkxvk70!19sChIJ8_TERxQ9nIgRB5vQgVkKhTo,Memorial Infusion Clinic Gulfport,5.0,4,Oncologist,"1340 Broad Ave Suite 180, Gulfport, MS 39501, United States","9V8M+W6 Gulfport, Mississippi, USA",https://wearememorial.com/locations/memorial-infusion-clinic-gulfport/,+1 228-575-1234,Closed · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bs0GMkI3-PYwPUSi0KjLZw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=167.20227&pitch=0&thumbfov=100,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,"https://www.google.com/maps/search/vein+clinics+in+Gulfport+MS/@30.3713601,-89.1266372,14z",2025-12-16T22:37:57.796Z,,,
https://www.google.com/maps/place/Revive+Aesthetics+%26+Wellness/data=!4m7!3m6!1s0x889c17f0de1db975:0x1c54224fb7e31c69!8m2!3d30.3886734!4d-89.0437579!16s%2Fg%2F11x21m3z5f!19sChIJdbkd3vAXnIgRaRzjt08iVBw,Revive Aesthetics & Wellness,5.0,24,Medical spa,"524 Courthouse Rd Suite 2, Gulfport, MS 39507, United States","9XQ4+FF Gulfport, Mississippi, USA",http://revivems.com/,+1 228-293-5100,Closes soon · 5 pm · Opens 10 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GXUcdC3VxrO18R8Pn8Hlrw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=354.1295&pitch=0&thumbfov=100,true,10 am–5 pm,10 am–6 pm,10 am–5 pm,10 am–5 pm,10 am–1 pm,Closed,10 am–6 pm,"https://www.google.com/maps/search/vein+clinics+in+Gulfport+MS/@30.3713601,-89.1266372,14z",2025-12-16T22:38:02.778Z,,,
"https://www.google.com/maps/place/The+Dermatology+Clinic,+PLLC/data=!4m7!3m6!1s0x889c16b7168d06af:0x76560b8f183c2623!8m2!3d30.4128883!4d-89.0275186!16s%2Fg%2F1tdy0n_7!19sChIJrwaNFrcWnIgRIyY8GI8LVnY","The Dermatology Clinic, PLLC",4.9,2850,Dermatologist,"11295 E Taylor Rd, Gulfport, MS 39503, United States","CX7C+5X Gulfport, Mississippi, USA",https://www.thedermclinic.net/,+1 228-864-3300,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipPZ2tL0ObvnTxiSuc_wAiDgZtW6jG3bac8SJTtX=w408-h271-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Gulfport+MS/@30.3713601,-89.1266372,14z",2025-12-16T22:38:07.809Z,,,
