placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,isBlackOwned
https://www.google.com/maps/place/Serenity+Mental+Health+Centers+-+Cherry+Creek/data=!4m7!3m6!1s0x876c7d7bc670c653:0x20123149101aaf47!8m2!3d39.7089921!4d-104.9338077!16s%2Fg%2F11k1j5yjdv!19sChIJU8Zwxnt9bIcRR68aEEkxEiA,Serenity Mental Health Centers - Cherry Creek,4.2,455,Mental health clinic,"425 S Cherry St 10th floor, Denver, CO 80246, United States","P358+HF Denver, Colorado, USA",https://serenitymentalhealthcenters.com/colorado-psychiatry-clinics/cherry-creek/?utm_source=GMBSocialClimb&utm_medium=SerenityMentalHealthCenters-CherryCreek,+1 720-340-7166,"Open · Closes 8 pm

Updated by this business 4 weeks ago",LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipN83jUOVK9yf7yc6o4faVMIFX5du0DN6kubMoEO=w408-h272-k-no,true,6 am–8 pm,6 am–6 pm,7 am–8 pm,6 am–8 pm,7 am–8 pm,7 am–7 pm,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Cherry+Creek+Denver+CO/@39.7177954,-104.950215,14z",2025-12-16T00:41:00.252Z,
https://www.google.com/maps/place/Peak+Mental+Healthcare/data=!4m7!3m6!1s0x830bfd983e728487:0xdd9cbd56ab1a3297!8m2!3d39.717302!4d-104.9458443!16s%2Fg%2F11y5745f02!19sChIJh4RyPpj9C4MRlzIaq1a9nN0,Peak Mental Healthcare,4.9,73,Psychiatrist,"90 Madison St #704, Denver, CO 80206, United States","P383+WM Denver, Colorado, USA",https://peakmentalhealthcare.com/denver/?utm_campaign=gmbdenver,+1 623-233-0914,Closed · Opens 8 am Tue,,https://lh3.googleusercontent.com/p/AF1QipN_p5TwbUS3AOrw40dt-LbnEjDf2xbqtGNfHcKc=w408-h510-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Cherry+Creek+Denver+CO/@39.7177954,-104.950215,14z",2025-12-16T00:41:05.483Z,
https://www.google.com/maps/place/National+Mental+Health/data=!4m7!3m6!1s0x876b878a441e693f:0x9f62576acd2f9eaa!8m2!3d39.683395!4d-104.9383797!16s%2Fg%2F11fv6rm235!19sChIJP2keRIqHa4cRqp4vzWpXYp8,National Mental Health,4.8,1170,Mental health clinic,"4155 E Jewell Ave #500, Denver, CO 80222, United States","M3M6+9J Denver, Colorado, USA",https://www.nationalmentalhealth.com/,+1 720-310-2773,Closes soon · 6:30 pm · Opens 8 am Tue,,https://lh3.googleusercontent.com/p/AF1QipMZOTrPnSMl5jog003ejfWiZrAXdNuGcjNjrTM=w408-h364-k-no,true,8 am–6:30 pm,8 am–6:30 pm,8 am–6:30 pm,8 am–6:30 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Cherry+Creek+Denver+CO/@39.7177954,-104.950215,14z",2025-12-16T00:41:10.450Z,
https://www.google.com/maps/place/Denver+Wellness+Associates/data=!4m7!3m6!1s0x876c7e8060160327:0xa541f04a75902c08!8m2!3d39.7093681!4d-104.9399348!16s%2Fg%2F11csrts_2_!19sChIJJwMWYIB-bIcRCCyQdUrwQaU,Denver Wellness Associates,4.7,795,Psychiatrist,"400 S Colorado Blvd #600, Denver, CO 80246, United States","P356+P2 Denver, Colorado, USA",http://denverwellnessassociates.com/?y_source=1_MzE2MzY2MjItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 720-724-3668,Closed · Opens 7:30 am Tue,Identifies as women-owned,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxsMtxatobt0hEfpJLgIygVnxlyv4mkq9MGdB2kpwF8Jve6bVLv4hFBipWe0_eQ_gMins5OiMG1HlG8b5LrNvOaun1tdjANbVWmntB2UbxpoAjrBaaieGTT-KuPUX0J50x9tPwd5A=w408-h301-k-no,true,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Cherry+Creek+Denver+CO/@39.7177954,-104.950215,14z",2025-12-16T00:41:15.431Z,
https://www.google.com/maps/place/LifeStance+Therapists+%26+Psychiatrists+Denver/data=!4m7!3m6!1s0x876c7f0c6ab90b29:0xbc0b9b36bd6feea0!8m2!3d39.7174139!4d-104.94654!16s%2Fg%2F11rhqt341n!19sChIJKQu5agx_bIcRoO5vvTabC7w,LifeStance Therapists & Psychiatrists Denver,4.6,80,Mental health clinic,"55 Madison St Suite 240, Denver, CO 80206, United States","P383+X9 Denver, Colorado, USA",https://lifestance.com/location/denver-co-55-madison-street/?utm_source=gmb&utm_medium=organic&utm_campaign=locations,+1 720-574-9391,Closed · Opens 8 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipOs9M8GPPmmHfhUxtSQ5CfcmCi1FAvkVcLsgsFD=w427-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Cherry+Creek+Denver+CO/@39.7177954,-104.950215,14z",2025-12-16T00:41:20.416Z,
https://www.google.com/maps/place/Colorado+Cares+Psychiatry/data=!4m7!3m6!1s0x876c79cf14c18d75:0x7de495a89242229c!8m2!3d39.7503299!4d-104.9966735!16s%2Fg%2F11v5fcfnsk!19sChIJdY3BFM95bIcRnCJCkqiV5H0,Colorado Cares Psychiatry,4.9,54,Mental health service,"1312 17th St #1454, Denver, CO 80202, United States","Q223+48 Denver, Colorado, USA",https://www.coloradocarespsychiatry.com/?utm_source=gmb_auth,+1 720-248-8364,Closed · Opens 9 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipOLRKQ1MYyGE6mUufgpvosUh6Jl5rphx2YI0DV6=w408-h507-k-no,true,9 am–1 pm,9 am–5 pm,9 am–5 pm,9 am–1 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Cherry+Creek+Denver+CO/@39.7177954,-104.950215,14z",2025-12-16T00:41:25.464Z,
https://www.google.com/maps/place/Cherry+Creek+Psychiatric/data=!4m7!3m6!1s0x876c7dd6bb5af1c5:0x74b380d15ec6e3d0!8m2!3d39.6989141!4d-104.9332096!16s%2Fg%2F124s_6x4_!19sChIJxfFau9Z9bIcR0OPGXtGAs3Q,Cherry Creek Psychiatric,5.0,4,Psychiatrist,"950 S Cherry St Ste. 1140, Denver, CO 80246, United States","M3X8+HP Denver, Colorado, USA",http://www.cherrycreekpsychiatric.com/,+1 720-432-4660,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HVrfXHYMb_d28Om9q8rJMA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=271.55035&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Psychiatry+clinics+in+Cherry+Creek+Denver+CO/@39.7177954,-104.950215,14z",2025-12-16T00:41:28.281Z,
https://www.google.com/maps/place/Alis+Behavioral+Health/data=!4m7!3m6!1s0x876c7f510b475cf5:0xc3be3f2bdd5854b3!8m2!3d39.6924523!4d-104.941215!16s%2Fg%2F11tmzggmdm!19sChIJ9VxHC1F_bIcRs1RY3Ss_vsM,Alis Behavioral Health,4.7,25,Mental health clinic,"1325 S Colorado Blvd Suite B705 Floor 7, Denver, CO 80222, United States","M3R5+XG Denver, Colorado, USA",https://www.alisbh.com/,+1 888-528-3860,Open · Closes 7 pm,,https://lh3.googleusercontent.com/p/AF1QipNYlOxZxuMIdn7FFQbbjZoQTUHYUNzkkhEa9IC1=w408-h306-k-no,true,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Cherry+Creek+Denver+CO/@39.7177954,-104.950215,14z",2025-12-16T00:41:33.054Z,
https://www.google.com/maps/place/SOL+Mental+Health+-+Cherry+Creek/data=!4m7!3m6!1s0x876c874b282900a5:0x83c7eb8bc50078e9!8m2!3d39.7093681!4d-104.9399348!16s%2Fg%2F11h9kh_7b_!19sChIJpQApKEuHbIcR6XgAxYvrx4M,SOL Mental Health - Cherry Creek,3.2,120,Mental health service,"400 S Colorado Blvd Ste 530, Denver, CO 80246, United States","P356+P2 Denver, Colorado, USA",https://solmentalhealth.com/,+1 720-316-0265,Closed · Opens 8 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPQLBNal_ES6BG--MA__HggBlx-CB13zyPNWvdh=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Cherry+Creek+Denver+CO/@39.7177954,-104.950215,14z",2025-12-16T00:41:38.060Z,
"https://www.google.com/maps/place/Nico+Bohm,+NP/data=!4m7!3m6!1s0x876c7d1aadf69e8b:0x36c4330055435ab2!8m2!3d39.7089921!4d-104.9338077!16s%2Fg%2F11ldb7wntx!19sChIJi572rRp9bIcRslpDVQAzxDY","Nico Bohm, NP",4.5,40,Psychiatrist,"425 S Cherry St 10th floor, Denver, CO 80246, United States","P358+HF Denver, Colorado, USA",https://serenitymentalhealthcenters.com/nico-bohm-np?utm_source=GMBSocialClimb&utm_medium=NicoBohm%2CNP,+1 720-340-7166,"Closes soon · 6 pm · Opens 6 am Tue

Updated by this business 3 weeks ago",LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMhKD7lIQfYO3Y1K0EZCLG0DiQ2bhkTnumZP3fN=w408-h272-k-no,true,6 am–6 pm,6 am–6 pm,Closed,6 am–7 pm,Closed,7 am–6 pm,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Cherry+Creek+Denver+CO/@39.7177954,-104.950215,14z",2025-12-16T00:41:43.062Z,
https://www.google.com/maps/place/Mind+Alchemy+Mental+Health/data=!4m7!3m6!1s0x876c7f846ef974e9:0x563d432676b18d4f!8m2!3d39.715431!4d-104.9494224!16s%2Fg%2F11m5j_f32m!19sChIJ6XT5boR_bIcRT42xdiZDPVY,Mind Alchemy Mental Health,5.0,5,Mental health clinic,"50 S Steele St, Denver, CO 80209, United States","P382+56 Denver, Colorado, USA",https://www.mindalchemymentalhealth.com/,+1 720-912-8097,Closed · Opens 9 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMRhVUA0zlT0hgnlXaAR2T7QApYYDMw3jkdyVrV=w408-h495-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Cherry+Creek+Denver+CO/@39.7177954,-104.950215,14z",2025-12-16T00:41:47.839Z,
