placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info
https://www.google.com/maps/place/Desert+Pediatrics/data=!4m7!3m6!1s0x86e75949b9ae414f:0xf7733b3f8e78a83a!8m2!3d31.7660168!4d-106.4852877!16s%2Fg%2F11jfpgz_vc!19sChIJT0GuuUlZ54YROqh4jj87c_c,Desert Pediatrics,4.9,25,Pediatrician,"801 Wyoming Ave, El Paso, TX 79902, United States","QG87+CV El Paso, Texas, USA",http://desertpedstx.com/,+1 915-302-3030,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMowpUU2vss9eg3DLlPQWZy6qOI4got0VZvn6y5=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–3 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2026-02-10T21:55:07.876Z,
"https://www.google.com/maps/place/Paso+Del+Norte+Pediatrics,+P.A./data=!4m7!3m6!1s0x86e759a3416e0c83:0xffe9e7c763e0b563!8m2!3d31.779412!4d-106.4687669!16s%2Fg%2F1w04kk8k!19sChIJgwxuQaNZ54YRY7XgY8fn6f8","Paso Del Norte Pediatrics, P.A.",4.4,393,Pediatrician,"2325 Pershing Dr, El Paso, TX 79903, United States","QGHJ+QF El Paso, Texas, USA",https://mdmedicalgroup.us/location/paso-del-norte-pediatrics/,+1 915-590-5600,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMLeiSAQSPLRX1wW73eVb7x3TrAlq9MftkNdMaQ=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2026-02-10T21:55:12.690Z,
https://www.google.com/maps/place/Pininos+Pediatrics/data=!4m7!3m6!1s0x86e759cd0cfd20c9:0x96ee4aea6cbd6733!8m2!3d31.7980309!4d-106.512529!16s%2Fg%2F11h4mw7dvt!19sChIJySD9DM1Z54YRM2e9bOpK7pY,Pininos Pediatrics,4.4,59,Pediatrician,"4321 N Mesa St Suite B, El Paso, TX 79902, United States","QFXP+6X El Paso, Texas, USA",http://www.pininospediatrics.com/,+1 915-996-9700,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOPUTPYt1eZPQzqcTKs6m31lux-jiAwLwcReXYe=w426-h240-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–2 pm,Closed,Closed,8:30 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2026-02-10T21:55:17.614Z,
"https://www.google.com/maps/place/Ricardo+Reyna+III,+MD+PLLC/data=!4m7!3m6!1s0x86e7594480a80303:0xc190128fc5cb297f!8m2!3d31.7691166!4d-106.4971734!16s%2Fg%2F11j4m78xhz!19sChIJAwOogERZ54YRfynLxY8SkME","Ricardo Reyna III, MD PLLC",4.8,85,Pediatrician,"100 E Schuster Ave, El Paso, TX 79902, United States","QG93+J4 El Paso, Texas, USA",https://reynapediatrics.com/,+1 915-317-5900,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqq-qn6Tmmw6tcNkOQdTwq7mgb2Q5NxN3ekHOl3cV3nThmEGOuj8It8h7Og2QLucjmcNVDug0z3jc0MHXXu139NFtUJBfbHSQTTx-4hYbe1QJXpWjG5lmpwTfV71VCm1flqO-y9uw=w408-h306-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2026-02-10T21:55:21.884Z,
https://www.google.com/maps/place/Akai+Comprehensive+Pediatrics/data=!4m7!3m6!1s0x86e75850c82b655f:0x53d26eebbaf5c04a!8m2!3d31.7716426!4d-106.4979666!16s%2Fg%2F1tjfh8wf!19sChIJX2UryFBY54YRSsD1uutu0lM,Akai Comprehensive Pediatrics,3.6,68,Medical clinic,"1900 N Mesa St, El Paso, TX 79902, United States","QGC2+MR El Paso, Texas, USA",https://akaipediatrics.com/,+1 915-532-8187,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq5Hv6f-HU7gEfvrq-bVQ0sxmZMlTZ_uMQb_5_SrKnLbK7-sWhsFV0bejQMVFGEAJ7OuPcUwIE3XG6yUdTOnv7KBLsfQyVAZSlD7LGX3ydyp_9m8w8YTSFNuiHjvk3HGz66g0LTTw=w408-h725-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2026-02-10T21:55:26.149Z,
https://www.google.com/maps/place/UMC+Healthcare+Partners+-+Border+Pediatrics/data=!4m7!3m6!1s0x86e758229ace408b:0xaf68a70a0aa7f3a1!8m2!3d31.799074!4d-106.5106665!16s%2Fg%2F1vxzb1vk!19sChIJi0DOmiJY54YRofOnCgqnaK8,UMC Healthcare Partners - Border Pediatrics,3.1,41,Pediatrician,"4500 N Mesa St, El Paso, TX 79912, United States","QFXQ+JP El Paso, Texas, USA",https://www.umcelpaso.org/medical-services/department/border-pediatrics,+1 915-532-9000,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/p/AF1QipMCoHI_yX8Xi4LhlQNjTEKm5ljtQbMWPA0qXIki=w408-h480-k-no,true,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–4:30 pm,Closed,Closed,8:30 am–5:30 pm,"https://www.google.com/maps/search/pediatrician+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2026-02-10T21:55:30.507Z,
https://www.google.com/maps/place/Healthy+Days+Pediatrics/data=!4m7!3m6!1s0x86e758177657beb3:0x10c8aa472ef1c0b3!8m2!3d31.7959127!4d-106.5149446!16s%2Fg%2F1261wl75t!19sChIJs75XdhdY54YRs8DxLkeqyBA,Healthy Days Pediatrics,4.1,52,Pediatrician,"433 Executive Center Blvd, El Paso, TX 79902, United States","QFWP+92 El Paso, Texas, USA",https://www.umcelpaso.org/locations/healthy-days,+1 915-307-8087,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=aN3d74sZryPck7bvpqyjzQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=315.14337&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2026-02-10T21:55:34.892Z,
https://www.google.com/maps/place/Andres+D.+Boadella+MD+%2F+AB+Pediatric+Health+Clinic/data=!4m7!3m6!1s0x86e758576727f633:0x80bcfecf1f0478b!8m2!3d31.7668236!4d-106.4964284!16s%2Fg%2F11b5q_1ytr!19sChIJM_YnZ1dY54YRi0fw8ezPCwg,Andres D. Boadella MD / AB Pediatric Health Clinic,3.7,112,Pediatrician,"1400 El Paso St Ste E, El Paso, TX 79902, United States","QG83+PC El Paso, Texas, USA",,+1 915-577-0455,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweovTslF82sQKQSO3NHTKIIenmpWJpo7jyDnhoLWhVj6R2ULOfCuGqyDZ_h82T-CPdADSXqSf4QYHv2MTcQyJHJ_KPLsJSqRucZW0uMfvxuUnsfm5FgvZbsrBN-6nk9RUKciffw7=w408-h391-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2026-02-10T21:55:39.338Z,
https://www.google.com/maps/place/ABC+Kids+Pediatrics+Pa+is+now+Children%27s+Clinic+of+El+Paso/data=!4m7!3m6!1s0x86e7585715fc6239:0x58013b9d7b8e1c69!8m2!3d31.7696811!4d-106.4976806!16s%2Fg%2F1tdxl9tw!19sChIJOWL8FVdY54YRaRyOe507AVg,ABC Kids Pediatrics Pa is now Children's Clinic of El Paso,4.1,64,Pediatrician,"1700 N Oregon St # 700, El Paso, TX 79902, United States","QG92+VW El Paso, Texas, USA",https://www.drpatriciaazarcon.com/,+1 915-544-2225,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=oGrW6w-Q3pW8_xbbE1FOeg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=45.85836&pitch=0&thumbfov=100,true,"8:45 am–12 pm, 1–5 pm","8:45 am–12 pm, 1–5 pm","8:45 am–12 pm, 1–5 pm",8:45 am–1 pm,Closed,Closed,"8:45 am–12 pm, 1–5 pm","https://www.google.com/maps/search/pediatrician+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2026-02-10T21:55:43.685Z,
https://www.google.com/maps/place/Rich+Nicolas+MD/data=!4m7!3m6!1s0x86e7584500000001:0xbb36fbb0db5959fe!8m2!3d31.7799121!4d-106.5027054!16s%2Fg%2F11g10d4phh!19sChIJAQAAAEVY54YR_llZ27D7Nrs,Rich Nicolas MD,4.2,56,Pediatrician,"2900 N Kansas St, El Paso, TX 79902, United States","QFHW+XW El Paso, Texas, USA",https://rymaps.xyz/business/rich-nicolas-md-zs3osy,+1 915-544-4484,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ilDfvGXoQFvahETkzyrrXA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=58.857964&pitch=0&thumbfov=100,false,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2026-02-10T21:55:48.230Z,
