placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,isBlackOwned,error
https://www.google.com/maps/place/Leva+Psychiatry/data=!4m7!3m6!1s0x89ba95f2cd52eb21:0xf7672946d51cbb63!8m2!3d36.8470771!4d-76.1266336!16s%2Fg%2F11bwdl_mdl!19sChIJIetSzfKVuokRY7sc1UYpZ_c,Leva Psychiatry,4.8,150,Mental health clinic,"4445 Corporation Ln # 110, Virginia Beach, VA 23462, United States","RVWF+R8 Virginia Beach, Virginia, USA",https://www.levapsych.com/,+1 757-453-5508,Closed · Opens 9 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMvM9ZDcP1QVhJqjFYLqDtsCHO12YO2KMYCfJro=w408-h270-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,12–4 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Virginia+Beach+VA/@36.8366822,-76.1576679,14z",2025-12-16T01:40:05.659Z,,
https://www.google.com/maps/place/Waterside+Psychiatry/data=!4m7!3m6!1s0x89baeb92debe1083:0xcc7d47ad56f2ece5!8m2!3d36.8362697!4d-76.127153!16s%2Fg%2F11m5zx20cd!19sChIJgxC-3pLruokR5ezyVq1Hfcw,Waterside Psychiatry,4.9,15,Psychiatrist,"2 Constitution Dr Suite 101, Virginia Beach, VA 23462, United States","RVPF+G4 Virginia Beach, Virginia, USA",https://www.watersidepsychiatry.com/,+1 757-209-4607,"Closed · Opens 9 am Tue

Confirmed by this business 3 weeks ago",,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nfb0Nz60ezIJtyW5OLoLDQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=67.90882&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Virginia+Beach+VA/@36.8366822,-76.1576679,14z",2025-12-16T01:40:11.474Z,,
https://www.google.com/maps/place/Transformation+Health+Services/data=!4m7!3m6!1s0x89ba950da30559b1:0x9d517529580c0238!8m2!3d36.825809!4d-76.128679!16s%2Fg%2F11h6ryl44b!19sChIJsVkFow2VuokROAIMWCl1UZ0,Transformation Health Services,4.6,146,Mental health clinic,"508 S Independence Blvd #200, Virginia Beach, VA 23452, United States","RVGC+8G Virginia Beach, Virginia, USA",https://www.transformationhealthservices.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,+1 757-490-6463,Closed · Opens 9 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipM82caOzt0VmwvO54my2U2YRAH8ZF9zCdCppqYg=w408-h271-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Virginia+Beach+VA/@36.8366822,-76.1576679,14z",2025-12-16T01:40:16.427Z,,
https://www.google.com/maps/place/LifeStance+Therapists+%26+Psychiatrists+Virginia+Beach/data=!4m7!3m6!1s0x89baebfdcf9c9219:0xc6735eb3f67bda45!8m2!3d36.830408!4d-76.0686294!16s%2Fg%2F11n0pqv_10!19sChIJGZKcz_3ruokRRdp79rNec8Y,LifeStance Therapists & Psychiatrists Virginia Beach,4.3,212,Mental health clinic,"575 Lynnhaven Pkwy Suite 305, Virginia Beach, VA 23452, United States","RWJJ+5G Virginia Beach, Virginia, USA",https://lifestance.com/location/virginia-beach-va-575-lynnhaven-parkway/?utm_source=gmb&utm_medium=organic&utm_campaign=locations,+1 948-212-3289,Closed · Opens 8:30 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPqdmhcreJeaPeWMtPvhN_xSwNDnjaF_i8dINQM=w427-h240-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Virginia+Beach+VA/@36.8366822,-76.1576679,14z",2025-12-16T01:40:21.363Z,,
https://www.google.com/maps/place/Southside+Psychiatry+Clinic/data=!4m7!3m6!1s0x89ba95f42028be77:0xaec110b2a92f9dfc!8m2!3d36.8295443!4d-76.1608436!16s%2Fg%2F11f63xrkr7!19sChIJd74oIPSVuokR_J0vqbIQwa4,Southside Psychiatry Clinic,5.0,1,Psychiatrist,"Applewood Building, 317 Office Square Ln, Virginia Beach, VA 23462, United States","RRHQ+RM Virginia Beach, Virginia, USA",https://southsidepsychiatryclinic.com/contact/,+1 757-469-6003,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Iktcnv9uQHs4E7SQSBJkXA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=40.66059&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Psychiatry+clinics+in+Virginia+Beach+VA/@36.8366822,-76.1576679,14z",2025-12-16T01:40:24.089Z,,
https://www.google.com/maps/place/Virginia+Beach+Mental+Health+Center+at+Sandstone+Care/data=!4m7!3m6!1s0x89ba9505ddb15823:0x5742401bf6e9adff!8m2!3d36.8340589!4d-76.1555608!16s%2Fg%2F11y5wv7x5w!19sChIJI1ix3QWVuokR_63p9htAQlc,Virginia Beach Mental Health Center at Sandstone Care,4.5,2,Mental health clinic,"5040 Corporate Woods Dr Suite 120-B, Virginia Beach, VA 23462, United States","RRMV+JQ Virginia Beach, Virginia, USA",https://www.sandstonecare.com/locations/virginia-beach-mental-health-center/?utm_source=GMBlisting&utm_medium=organic,+1 757-585-3518,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipNv5tAkzAywgdomyz3maZ0cQ5wKvbYEg1JaQx2j=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Psychiatry+clinics+in+Virginia+Beach+VA/@36.8366822,-76.1576679,14z",2025-12-16T01:40:28.960Z,,
https://www.google.com/maps/place/Virginia+Beach+Psychiatric+Center/data=!4m7!3m6!1s0x89baeba4cbd60e45:0x52db6b42aefd48e2!8m2!3d36.8662721!4d-76.0280289!16s%2Fg%2F1tqygdjm!19sChIJRQ7Wy6TruokR4kj9rkJr21I,Virginia Beach Psychiatric Center,2.8,165,Mental health clinic,"1100 First Colonial Rd, Virginia Beach, VA 23454, United States","VX8C+GQ Virginia Beach, Virginia, USA",https://vbpcweb.com/,+1 757-496-6000,"Open 24 hours

Confirmed by this business 6 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxb1ZDsVE8EO9Q6jNO9httZwleOKfd_wlMzRV78aOW3Jm5hqO0EXMeuiRLqHYgMm8AZN1Wvu5l8Ts6dedQ1Mkukrr2C3ug7475mzOy5WHPGMyIu5qNXnG2EY3VoO9iV5KxPz3s0=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Psychiatry+clinics+in+Virginia+Beach+VA/@36.8366822,-76.1576679,14z",2025-12-16T01:40:34.215Z,,
https://www.google.com/maps/place/Thriveworks+Counseling+%26+Psychiatry+Virginia+Beach/data=!4m7!3m6!1s0x89ba94573600b99d:0x2d07dfffe4e36256!8m2!3d36.8254867!4d-76.1281508!16s%2Fg%2F11clygvjc7!19sChIJnbkANleUuokRVmLj5P_fBy0,Thriveworks Counseling & Psychiatry Virginia Beach,4.2,215,Counselor,"516 S Independence Blvd Suite 104, Virginia Beach, VA 23452, United States","RVGC+5P Virginia Beach, Virginia, USA",https://thriveworks.com/virginia-beach-counseling/?utm_source=GMBlisting&utm_medium=organic&field:8499441=GMB,+1 757-520-0827,,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNqJdUCnyU09iXTuVMDrTh_Zwtbj-uViVW2oWbZ=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Psychiatry+clinics+in+Virginia+Beach+VA/@36.8366822,-76.1576679,14z",2025-12-16T01:40:39.663Z,,
https://www.google.com/maps/place/LifeStance+Therapists+%26+Psychiatrists+Virginia+Beach/data=!4m7!3m6!1s0x89baeaa092133b7f:0xcc309422c13cca6c!8m2!3d36.8154954!4d-76.065868!16s%2Fg%2F11bc8zxbgs!19sChIJfzsTkqDquokRbMo8wSKUMMw,LifeStance Therapists & Psychiatrists Virginia Beach,4.4,246,Mental health clinic,"780 Lynnhaven Pkwy Suites 110 & 340, Virginia Beach, VA 23452, United States","RW8M+5M Virginia Beach, Virginia, USA",https://lifestance.com/location/virginia-beach-va-780-lynnhaven-parkway/?utm_source=gmb&utm_medium=organic&utm_campaign=locations,+1 757-301-8747,Closed · Opens 8:30 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNw5BYE4puS10AmybXa20C9u7Y4ch6Uyc8z7yjZ=w427-h240-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Virginia+Beach+VA/@36.8366822,-76.1576679,14z",2025-12-16T01:40:45.087Z,,
https://www.google.com/maps/place/Southeast+Virginia+Psychiatry/data=!4m7!3m6!1s0x89ba97077c57d013:0xd7ab10b106d33e81!8m2!3d36.847572!4d-76.185529!16s%2Fg%2F11y49wxwl3!19sChIJE9BXfAeXuokRgT7TBrEQq9c,Southeast Virginia Psychiatry,5.0,16,Mental health service,"400 N Center Dr #100, Norfolk, VA 23502, United States","RRX7+2Q Norfolk, Virginia, USA",https://www.southeastvapsych.com/,+1 757-908-3754,Closed · Opens 8 am Tue,,https://lh3.googleusercontent.com/p/AF1QipNcuFrjCIcn2OI5bb8QkBZDW5KpEpe78N92pvIH=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Virginia+Beach+VA/@36.8366822,-76.1576679,14z",2025-12-16T01:40:50.498Z,,
