placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,isBlackOwned
https://www.google.com/maps/place/Larchmont+Pediatrics/data=!4m7!3m6!1s0x80c2b8c79b66e92d:0x4af8caa35d982c03!8m2!3d34.0768688!4d-118.3240128!16s%2Fg%2F1pzvpjrhf!19sChIJLelmm8e4woARAyyYXaPK-Eo,Larchmont Pediatrics,4.3,12,Pediatrician,"321 N Larchmont Blvd # 1020, Los Angeles, CA 90004, United States","3MGG+P9 Los Angeles, California, USA",http://www.larchmontpediatric.com/,+1 323-960-8500,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=aIkJvgYVTTRd7WTfaj-3MQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=265.67236&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2026-02-10T22:14:54.062Z,,
https://www.google.com/maps/place/KHEIR+Family+%26+Pediatrics/data=!4m7!3m6!1s0x80c2b89cd5bf4a73:0x7d9c20eba27886d6!8m2!3d34.0637307!4d-118.3025218!16s%2Fg%2F1tfkwktz!19sChIJc0q_1Zy4woAR1oZ4ousgnH0,KHEIR Family & Pediatrics,4.0,13,Pediatrician,"3671 W 6th St, Los Angeles, CA 90020, United States","3M7W+FX Los Angeles, California, USA",,+1 213-383-8496,Open · Closes 5:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZbXMGHRLzwDfCWi9uwZJrw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=12.884346&pitch=0&thumbfov=100,false,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,Closed,Closed,9:30 am–5:30 pm,"https://www.google.com/maps/search/pediatrician+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2026-02-10T22:14:58.598Z,,
https://www.google.com/maps/place/Santiago-Soriano+Susana+MD/data=!4m7!3m6!1s0x80c2c75dffadbb17:0xbd7377a7e66d02!8m2!3d34.0760635!4d-118.293448!16s%2Fg%2F1v6p93bx!19sChIJF7ut_13HwoARAm3mp3dzvQA,Santiago-Soriano Susana MD,4.5,30,Pediatrician,"3908 Beverly Blvd, Los Angeles, CA 90004, United States","3PG4+CJ Los Angeles, California, USA",,+1 213-388-2508,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zqyjYOliY7Uwehc2fFZYfg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=179.61993&pitch=0&thumbfov=100,true,"9 am–1 pm, 1:30–5 pm",9 am–1 pm,"9 am–1 pm, 1:30–5 pm","9 am–1 pm, 1:30–5 pm",Closed,Closed,"9 am–1 pm, 1:30–5 pm","https://www.google.com/maps/search/pediatrician+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2026-02-10T22:15:03.368Z,,
https://www.google.com/maps/place/Nikkei+Pediatric+Medical+Group/data=!4m7!3m6!1s0x80c2c637e955c797:0x9c42180f13c09b19!8m2!3d34.0540938!4d-118.2661458!16s%2Fg%2F1vvdvgyn!19sChIJl8dV6TfGwoARGZvAEw8YQpw,Nikkei Pediatric Medical Group,5.0,6,Medical group,"1245 Wilshire Blvd #635, Los Angeles, CA 90017, United States","3P3M+JG Los Angeles, California, USA",,+1 213-617-7073,Open · Closes 4 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gJw6J8uLBTecMeA1KL_YhQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=132.40353&pitch=0&thumbfov=100,false,9 am–4 pm,9 am–12 pm,9 am–4 pm,9 am–4 pm,9 am–12 pm,Closed,9 am–4 pm,"https://www.google.com/maps/search/pediatrician+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2026-02-10T22:15:07.637Z,,
"https://www.google.com/maps/place/MIRACLE+MILE+PEDIATRICS,+Inc./data=!4m7!3m6!1s0x80c2b93eab474ff5:0x86e39fddf03113e5!8m2!3d34.0604185!4d-118.367795!16s%2Fg%2F1hc2f8085!19sChIJ9U9Hqz65woAR5RMx8N2f44Y","MIRACLE MILE PEDIATRICS, Inc.",4.8,202,Pediatrician,"6310 San Vicente Blvd #290, Los Angeles, CA 90048, United States","3J6J+5V Los Angeles, California, USA",https://miraclemilepediatrics.com/,+1 323-938-7294,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoEZ6pHOxYkaW_HnB-af2_hYjjrnSFSmOVXTnp1PsJXeq-pd0G7YNLrsWDYcMjL98aV1Fhx46kKwjTv9mZ8HAWbNQ6JOXO9cmbdY_EWLRqBwBO9-Pzh6rUbPquZQ5uvtr7CYMCNFA=w408-h306-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2026-02-10T22:15:11.932Z,,
https://www.google.com/maps/place/Dr.+Pakour+Medical+Group/data=!4m7!3m6!1s0x80c2b93be6e26f0d:0xdfbce0aad938fb9d!8m2!3d34.0637232!4d-118.3026774!16s%2Fg%2F11gyyzzvn8!19sChIJDW_i5ju5woARnfs42argvN8,Dr. Pakour Medical Group,4.7,150,Medical clinic,"3671 W 6th St B, Los Angeles, CA 90020, United States","3M7W+FW Los Angeles, California, USA",https://meadapakour.com/,+1 213-375-7511,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNfNejfL0ltY2fY5N_hrXn9QDGKAyc9CedXzxjX=w408-h544-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/pediatrician+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2026-02-10T22:15:16.377Z,,
https://www.google.com/maps/place/Pediatric+Care+at+Dignity+Health+-+California+Hospital+Medical+Center/data=!4m7!3m6!1s0x80c2c7a979a5fcb5:0xe1d146d2c52ea983!8m2!3d34.0374888!4d-118.2661449!16s%2Fg%2F11j1lc08r0!19sChIJtfyleanHwoARg6kuxdJG0eE,Pediatric Care at Dignity Health - California Hospital Medical Center,3.7,3,Pediatrician,"1401 S Grand Ave, Los Angeles, CA 90015, United States","2PPM+XG Los Angeles, California, USA",https://locations.dignityhealth.org/pediatrics-california-hospital-medical-center-los-angeles,+1 888-742-2462,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMb1dzka0aL29oEN2MO7ukieCPTTjkwmeHRQ4E=w408-h272-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2026-02-10T22:15:20.693Z,,
https://www.google.com/maps/place/Beverly+Hills+Pediatrics/data=!4m7!3m6!1s0x80c2b9458b7b660b:0xedef536046628053!8m2!3d34.0608414!4d-118.3683421!16s%2Fg%2F1tycwxx0!19sChIJC2Z7i0W5woARU4BiRmBT7-0,Beverly Hills Pediatrics,4.8,146,Pediatrician,"6330 San Vicente Blvd Suite 500, Los Angeles, CA 90048, United States","3J6J+8M Los Angeles, California, USA",http://www.beverlyhillspediatrics.com/,+1 310-854-0770,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMftzg1gZypcr1-k5ImPEH36UvJVjTbcWVTyHJc=w408-h305-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–3 pm,9 am–3 pm,9 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2026-02-10T22:15:25.143Z,,
"https://www.google.com/maps/place/Dr.+Ellis+N.+Beesley+Jr,+MD/data=!4m7!3m6!1s0x80c2c7a55f5083b3:0x9858e2cce1f31edd!8m2!3d34.053154!4d-118.263824!16s%2Fg%2F1tgdntwq!19sChIJs4NQX6XHwoAR3R7z4cziWJg","Dr. Ellis N. Beesley Jr, MD",4.0,44,Pediatrician,"1127 Wilshire Blvd # 707, Los Angeles, CA 90017, United States","3P3P+7F Los Angeles, California, USA",,+1 213-482-4830,Open · Closes 5:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HxmVjwHdh3UUYm0kWYPvRw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=20.476358&pitch=0&thumbfov=100,false,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,Closed,Closed,8:30 am–5:30 pm,"https://www.google.com/maps/search/pediatrician+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2026-02-10T22:15:29.618Z,,
https://www.google.com/maps/place/AltaMed+General+Pediatrics+at+Children%27s+Hospital+Los+Angeles/data=!4m7!3m6!1s0x80c2c0acc0aca6e1:0x687d37190cc70ceb!8m2!3d34.0975416!4d-118.2912946!16s%2Fg%2F1th1v9_0!19sChIJ4aaswKzAwoAR6wzHDBk3fWg,AltaMed General Pediatrics at Children's Hospital Los Angeles,3.5,146,Medical clinic,"4650 Sunset Blvd M/S 76, Los Angeles, CA 90027, United States","3PX5+2F Los Angeles, California, USA",https://www.altamed.org/find/results?type=clinic&affiliates=yes&keywords=90027,+1 323-669-2113,Open · Closes 8 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerY9-giSlXgfEEDQ1d9fVlerW0LUZI6M86BzBYyBSzrPqfwNOQN17ia8IsHZ_BAhlrcE9m2G9jxObGcWUhQCEokjmIJ5ESmcGHysM7OlGCZ5jUT6x7l3a1jL_oFw3h3CqIUzYJpJg=w408-h725-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,9 am–8 pm,9 am–5 pm,10 am–5 pm,8 am–8 pm,"https://www.google.com/maps/search/pediatrician+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2026-02-10T22:15:34.058Z,,
https://www.google.com/maps/place/White+Memorial+Pediatric+Group/data=!4m7!3m6!1s0x80c2c60d83a438e3:0x98c7b6c5c10b8ed3!8m2!3d34.0513031!4d-118.2171299!16s%2Fg%2F11f29y_zb5!19sChIJ4zikgw3GwoAR044LwcW2x5g,White Memorial Pediatric Group,3.1,20,Children's hospital,"1701 E Cesar E Chavez Ave #456, Los Angeles, CA 90033, United States","3Q2M+G4 Los Angeles, California, USA",https://www.adventisthealth.org/?utm_source=local&utm_medium=organic&utm_campaign=gmb,+1 323-987-1200,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepYqO7IpiGOZcA8l66hU_wJfEFWWviOHtOWva6og8nN_ZjUU6G5ZMxmTewjLxtsGyJ-CXIdfY4-IK1tvxCh5TXk9-zRoLBVdJeHS2Wc7OLHfXwtiXdE70gpbFzqcYcpXbbfcK7z=w408-h305-k-no,true,8 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2026-02-10T22:15:38.353Z,,
"https://www.google.com/maps/place/Annapoorani+Thenappan,+M.D./data=!4m7!3m6!1s0x80c2c60d83e3f2e5:0x3b37e9eddfb18126!8m2!3d34.0513785!4d-118.2171632!16s%2Fg%2F11bbyhbwrn!19sChIJ5fLjgw3GwoARJoGx3-3pNzs","Annapoorani Thenappan, M.D.",4.9,16,Pediatrician,"1701 E Cesar E Chavez Ave #128, Los Angeles, CA 90033, United States","3Q2M+H4 Los Angeles, California, USA",https://doctors.adventisthealth.org/provider/annapoorani-thenappan/1340608,+1 323-223-2338,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepSo7G9InDfUwF5cuilcUa7H_D3YezsI41sm5PvXpGOEJeHbU6TeWgeCu2VoT9Ic-osp4ymooqcFxhz3n41kKFkou4voOX9soeyK4YJj6pB9dB0hjDv63jiZaxaBckws2vzQIqz8w=w408-h408-k-no,true,8:30 am–5 pm,8:30 am–4 pm,8:30 am–5 pm,8:30 am–3 pm,Closed,Closed,8:30 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2026-02-10T22:15:42.704Z,,
https://www.google.com/maps/place/Pediatric+Clinic+Pediatria/data=!4m7!3m6!1s0x80c2c87dcad4945f:0x6047daedad7c57c5!8m2!3d34.0177337!4d-118.2555845!16s%2Fg%2F11f4_6gdlg!19sChIJX5TUyn3IwoARxVd8re3aR2A,Pediatric Clinic Pediatria,2.5,4,Pediatrician,"1062 E 27th St, Los Angeles, CA 90011, United States","2P9V+3Q Los Angeles, California, USA",,+1 323-234-5000,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TqY8eoQE7BPDH9oZAek2Kw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=233.6872&pitch=0&thumbfov=100,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2026-02-10T22:15:47.172Z,,
https://www.google.com/maps/place/Dr.+Daisy+Bautista/data=!4m7!3m6!1s0x80c2c7a1bb216ab7:0x7ce6311df45ac289!8m2!3d34.0570803!4d-118.2746148!16s%2Fg%2F11b7q5_s7p!19sChIJt2ohu6HHwoARicJa9B0x5nw,Dr. Daisy Bautista,4.0,7,Pediatrician,"1930 Wilshire Blvd # 803, Los Angeles, CA 90057, United States","3P4G+R5 Los Angeles, California, USA",,+1 213-483-3968,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jp2wmjgtIWwqk9hPdmbWkw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=211.05237&pitch=0&thumbfov=100,false,12–5 pm,12–5 pm,Closed,12–5 pm,Closed,Closed,12–5 pm,"https://www.google.com/maps/search/pediatrician+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2026-02-10T22:15:51.598Z,,
