placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,attributes,error
https://www.google.com/maps/place/The+Haven/data=!4m7!3m6!1s0x487931fb2712c249:0x8071d2b1ab8972f1!8m2!3d53.966369!4d-1.082529!16s%2Fg%2F11h5lz9xsr!19sChIJScISJ_sxeUgR8XKJq7HScYA,The Haven,4.5,8,Mental health clinic,"30 Clarence St, York YO31 7DE, United Kingdom","XW88+GX York, UK",,+44 7483 141310,Closed · Opens 6 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=quyC2qTfGY28L5EgOUU1Vg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=122.95435&pitch=0&thumbfov=100,false,6–10 pm,6–10 pm,6–10 pm,6–10 pm,2–10 pm,2–10 pm,6–10 pm,"https://www.google.com/maps/search/Psychiatry+clinics+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-12-16T01:17:32.656Z,,,
https://www.google.com/maps/place/The+Retreat+Clinics/data=!4m7!3m6!1s0x487931b53e1fd6e9:0x3334002ada629e17!8m2!3d53.9507356!4d-1.0596678!16s%2Fg%2F11bc638hc8!19sChIJ6dYfPrUxeUgRF55i2ioANDM,The Retreat Clinics,4.5,26,Mental health service,"The Tuke Centre, 28 Green Dykes Ln, York YO10 3HH, United Kingdom","XW2R+74 York, UK",https://theretreatclinics.org.uk/,+44 1904 412551,Closed · Opens 9 am,https://lh3.googleusercontent.com/p/AF1QipOrpOkpvrZWGJqzEPSwggOSqtc3yo7JEyZpDR3d=w408-h271-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/Psychiatry+clinics+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-12-16T01:17:38.611Z,,,
https://www.google.com/maps/place/Foss+Park+Hospital/data=!4m7!3m6!1s0x487931b7b9724427:0x5c518af8c7704a14!8m2!3d53.9814235!4d-1.0734138!16s%2Fg%2F11j86s93qg!19sChIJJ0RyubcxeUgRFEpwx_iKUVw,Foss Park Hospital,2.8,38,Hospital,"Haxby Rd, York YO31 8TA, United Kingdom","XWJG+HJ Huntington, York, UK",http://www.tewv.nhs.uk/,+44 1904 461100,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyuy00d4oxJnaWM3dKa1KMUUsFcQzyGt5AW9Tp31VRK8Ulm_3nPCMfsPRfLKim9S_9btuISyPKwb-tDb18i_lSn1AY98FmpgqypVoN2tqN6lpTMDSer7ql-1aI-lq_C6o5gNCaHRJP5r6bz=w427-h240-k-no,false,,,,,,,,"https://www.google.com/maps/search/Psychiatry+clinics+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-12-16T01:17:41.464Z,,,
https://www.google.com/maps/place/The+Tuke+Centre/data=!4m7!3m6!1s0x487931cabfc0dd07:0xe405e9e250022138!8m2!3d53.9507656!4d-1.0596824!16s%2Fg%2F1tcx6jhw!19sChIJB93Av8oxeUgROCECUOLpBeQ,The Tuke Centre,2.4,18,Mental health service,"28 Green Dykes Ln, York YO10 3HH, United Kingdom","XW2R+84 York, UK",http://www.theretreatclinics.org.uk/,+44 1904 430370,"Closed · Opens 9 am

Updated by phone call 4 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNR1QShneJGT9yipRCPQ2ezIMv3BvQQXtanABmK=w408-h611-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/Psychiatry+clinics+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-12-16T01:17:46.489Z,,,
"https://www.google.com/maps/place/West+Community+Mental+Health+Team,+%28TEWV+NHS+Foundation+Trust%29/data=!4m7!3m6!1s0x48793125f39e4abf:0x986a70534511e14c!8m2!3d53.9555937!4d-1.1263202!16s%2Fg%2F11gf992qn7!19sChIJv0qe8yUxeUgRTOERRVNwapg","West Community Mental Health Team, (TEWV NHS Foundation Trust)",1.1,8,Mental health service,"Oak Rise, Acomb, York YO24 4LJ, United Kingdom","XV4F+6F York, UK",https://www.tewv.nhs.uk/services/community-mental-health-adults-york-selby/,+44 1904 736100,Closed · Opens 9 am,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=objXHEVJk0Mg9hJs1AzC0Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=50.143204&pitch=0&thumbfov=100,false,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/Psychiatry+clinics+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-12-16T01:17:51.535Z,,,
https://www.google.com/maps/place/Acomb+Health+Centre/data=!4m7!3m6!1s0x48793125bcd86f2f:0xafa55ef2bb73fc37!8m2!3d53.9563537!4d-1.1259052!16s%2Fg%2F1tctr5d0!19sChIJL2_YvCUxeUgRN_xzu_Jepa8,Acomb Health Centre,4.3,3,Mental health service,"Acomb Health Centre, 1 Beech Grove, Acomb, York YO26 5LD, United Kingdom","XV4F+GJ York, UK",https://www.tewv.nhs.uk/locations/acomb-health-centre/,+44 1904 752180,Closed · Opens 9 am,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=cC384dmQWIcbJql5fGmeag&cb_client=search.gws-prod.gps&w=408&h=240&yaw=356.0744&pitch=0&thumbfov=100,false,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/Psychiatry+clinics+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-12-16T01:17:56.392Z,,,
https://www.google.com/maps/place/York+Stress+and+Trauma+Centre/data=!4m7!3m6!1s0x48793103f968a71d:0x4a25160ead7b9526!8m2!3d53.9755085!4d-1.1355611!16s%2Fg%2F1v3drn8z!19sChIJHado-QMxeUgRJpV7rQ4WJUo,York Stress and Trauma Centre,5.0,2,Mental health service,"Independence House, Millfield Ln, York YO26 6PH, United Kingdom","XVG7+6Q York, UK",http://www.ystc.co.uk/,+44 7717 854355,Closed · Opens 9 am,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7Flafi5BqSp8lUfnqPANlw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=55.25633&pitch=0&thumbfov=100,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–5 pm,Closed,Closed,9 am–6 pm,"https://www.google.com/maps/search/Psychiatry+clinics+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-12-16T01:18:01.316Z,,,
https://www.google.com/maps/place/Clifton+House+-+Forensic+Unit+%28LYPFT+NHS%29/data=!4m7!3m6!1s0x48793142731c9f19:0x1b45aa53ff3d594!8m2!3d53.9776821!4d-1.1151787!16s%2Fg%2F11c7ss6gqs!19sChIJGZ8cc0IxeUgRlNXzP6VatAE,Clifton House - Forensic Unit (LYPFT NHS),4.2,5,Hospital,"Clifton House, Blue Beck Dr, Rawcliffe, York YO30 5RA, United Kingdom","XVHM+3W Rawcliffe, York, UK",http://www.leedsandyorkpft.nhs.uk/,+44 1904 294100,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5PAuizGVsJzOgmN_5eAvqw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=295.1556&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Psychiatry+clinics+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-12-16T01:18:06.111Z,,,
https://www.google.com/maps/place/Orca+House/data=!4m7!3m6!1s0x48792fabe26caff1:0x209138efbf9d3fd7!8m2!3d53.9581043!4d-1.0260688!16s%2Fg%2F11t427d3mm!19sChIJ8a9s4qsveUgR1z-dv-84kSA,Orca House,2.3,3,Child health care center,"Orca House, Link Business Park, Link Rd Ct, York YO10 3JB, United Kingdom","XX5F+6H York, UK",https://www.tewv.nhs.uk/locations/orca-house/,+44 1904 420950,Closed · Opens 9 am,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lXiVEpZrkS4Af80DxsdYZA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=54.20101&pitch=0&thumbfov=100,false,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/Psychiatry+clinics+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-12-16T01:18:10.927Z,,,
https://www.google.com/maps/place/Dr+Stella+Richardson/data=!4m7!3m6!1s0x487937a02d27188b:0xa1e8839c0a872d88!8m2!3d53.985159!4d-1.0995753!16s%2Fg%2F11r9vctgkp!19sChIJixgnLaA3eUgRiC2HCpyD6KE,Dr Stella Richardson,5.0,4,Psychologist,"Regus Offices, Tower Ct, Oakdale Rd, York YO30 4XL, United Kingdom","XWP2+35 Rawcliffe, York, UK",https://www.stellarpsychology.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=6482129736085474062,+44 7895 521277,Closed · Opens 8:30 am,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3DWSo2qrNhwaAUX57d11JQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=76.188545&pitch=0&thumbfov=100,true,8:30 am–8 pm,8:30 am–8 pm,8:30 am–8 pm,Closed,Closed,Closed,8:30 am–8 pm,"https://www.google.com/maps/search/Psychiatry+clinics+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-12-16T01:18:15.878Z,,,
