placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,monday,tuesday,wednesday,thursday,friday,saturday,sunday,info,isBlackOwned
"https://www.google.com/maps/place/Stephen+James,+MD/data=!4m7!3m6!1s0x889c3d375651ed01:0x224458f7dc8b292e!8m2!3d30.3644315!4d-89.1151445!16s%2Fg%2F11r9w0bw3n!19sChIJAe1RVjc9nIgRLimL3PdYRCI","Stephen James, MD",5.0,11,Psychiatrist,"1110 Broad Ave # 700, Gulfport, MS 39501, United States","9V7M+QW Gulfport, Mississippi, USA",,+1 228-867-5288,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ol1EleqFh0aS1sk10cHPmw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=262.9431&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Gulfport+MS/@30.3713601,-89.1266372,14z",2025-12-16T02:53:10.427Z,,,,,,,,,
https://www.google.com/maps/place/Mindful+Matters/data=!4m7!3m6!1s0x889c171d97eacf83:0x7cdced77404b486b!8m2!3d30.3708575!4d-89.0906087!16s%2Fg%2F11c5fzk2_j!19sChIJg8_qlx0XnIgRa0hLQHft3Hw,Mindful Matters,3.5,96,Nurse practitioner,"1613 23rd Ave, Gulfport, MS 39501, United States","9WC5+8Q Gulfport, Mississippi, USA",http://www.msmindfulmatters.com/,+1 228-284-4651,Closed · Opens 8 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9Rnf__3tA_qUOZmfK0KrLg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=275.76154&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Gulfport+MS/@30.3713601,-89.1266372,14z",2025-12-16T02:53:16.336Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,Closed,,
https://www.google.com/maps/place/Safe+Harbor+Clinic/data=!4m7!3m6!1s0x889c3b4a1c279877:0xbae00b13a022fb56!8m2!3d30.3410818!4d-89.1871515!16s%2Fg%2F11f62s03vv!19sChIJd5gnHEo7nIgRVvsioBML4Lo,Safe Harbor Clinic,4.2,62,Mental health clinic,"4013 Beatline Rd suite a, Long Beach, MS 39560, United States","8RR7+C4 Long Beach, Mississippi, USA",http://www.safeharborclinic.com/,+1 228-200-0720,"Closed · Opens 8:45 am Tue

Confirmed by this business 2 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOpV-c7OiWrBvLyXFYPTDO8ekriajpeO8WiOte4=w408-h305-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Gulfport+MS/@30.3713601,-89.1266372,14z",2025-12-16T02:53:21.274Z,"8:45 am–12 pm, 1–4:45 pm","8:45 am–12 pm, 1–4:45 pm","8:45 am–12 pm, 1–4:45 pm","8:45 am–12 pm, 1–4:45 pm","8:45 am–12 pm, 1–4:45 pm",Closed,Closed,,
https://www.google.com/maps/place/Bridgewater+Psychiatry/data=!4m7!3m6!1s0x889c16b9c7340add:0xca6f4df73bf4d2af!8m2!3d30.4124406!4d-89.0275973!16s%2Fg%2F11ckdvr79d!19sChIJ3Qo0x7kWnIgRr9L0O_dNb8o,Bridgewater Psychiatry,2.5,93,Psychiatrist,"8990 Lorraine Rd, Gulfport, MS 39503, United States","CX6C+XX Gulfport, Mississippi, USA",http://www.bridgewaterpsychiatry.com/,+1 228-331-3310,Closed · Opens 8 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KgpmEPvTLYG10ggZBVvjeA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=16.174904&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Psychiatry+clinics+in+Gulfport+MS/@30.3713601,-89.1266372,14z",2025-12-16T02:53:26.205Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,Closed,,
"https://www.google.com/maps/place/Catalyst+Counseling+and+Therapy+Services,+LLC/data=!4m7!3m6!1s0x889c3da1f97296e1:0x9042b8c7626262b2!8m2!3d30.370475!4d-89.0980738!16s%2Fg%2F11fmvpr8g4!19sChIJ4ZZy-aE9nIgRsmJiYse4QpA","Catalyst Counseling and Therapy Services, LLC",4.7,77,Mental health service,"1601 30th Ave, Gulfport, MS 39501, United States","9WC2+5Q Gulfport, Mississippi, USA",https://www.catalystcounselingandtherapy.com/,+1 228-284-2644,Closed · Opens 8 am Tue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzIGuj_nkCstaW067mW4GO-W2yBef0b8aIYQcfCaiBLlKk81IVYVgIEy5tDIvr6fLmBi1vB6M4euG9Alzjh04-FzJZP7F5N1rc5K1y8Pd-krbXN06eL3tuFXzxLO5fcuTld7Yw=w408-h544-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Gulfport+MS/@30.3713601,-89.1266372,14z",2025-12-16T02:53:31.183Z,8 am–8 pm,8 am–8 pm,8 am–5 pm,8 am–8 pm,8 am–8 pm,8 am–12 pm,Closed,LGBTQ+ friendly,
https://www.google.com/maps/place/Coastal+Community+Care+GC+PACT/data=!4m7!3m6!1s0x889c16f932fce91b:0xfbe8ca89ca5cdc07!8m2!3d30.3711354!4d-89.1197538!16s%2Fg%2F11cjkvz517!19sChIJG-n8MvkWnIgRB9xcyonK6Ps,Coastal Community Care GC PACT,3.0,6,Mental health service,"1600 Broad Ave, Gulfport, MS 39501, United States","9VCJ+F3 Gulfport, Mississippi, USA",http://pbmhr.org/,+1 228-213-5888,Closed · Opens 9 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=OG4Rf2ZWDAZLUEry-PPMsQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=47.653866&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Psychiatry+clinics+in+Gulfport+MS/@30.3713601,-89.1266372,14z",2025-12-16T02:53:36.168Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,,
https://www.google.com/maps/place/Gulfport+Behavioral/data=!4m7!3m6!1s0x889c3e1cf3b9cf41:0xb5b5297c420d78f9!8m2!3d30.4462381!4d-89.0981651!16s%2Fg%2F1tf4ftr6!19sChIJQc-58xw-nIgR-XgNQnwptbU,Gulfport Behavioral,2.9,143,Mental health clinic,"11150 US 49, Gulfport, MS 39503, United States","CWW2+FP Gulfport, Mississippi, USA",https://gulfportbehavioral.com/,+1 228-831-1700,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fXdhv6695jNmaK4-isxCtw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=73.37528&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Gulfport+MS/@30.3713601,-89.1266372,14z",2025-12-16T02:53:41.000Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
"https://www.google.com/maps/place/Memorial+Physician+Clinics+Psychiatry/@30.3643786,-89.1151787,17z/data=!3m1!4b1!4m6!3m5!1s0x889c3ddb4d5f04e5:0xc85b8bfe6d315218!8m2!3d30.3643786!4d-89.1151787!16s%2Fg%2F11q2qsn95w",Memorial Physician Clinics Psychiatry,,,Psychiatrist,"1110 Broad Ave # 500, Gulfport, MS 39501, United States","9V7M+QW Gulfport, Mississippi, USA",https://wearememorial.com/service/psychiatry-behavioral-health/,+1 228-575-2588,,,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Gulfport+MS/@30.3713601,-89.1266372,14z",2025-12-16T02:53:45.655Z,,,,,,,,,
https://www.google.com/maps/place/Gulf+Coast+NeuroSpa/data=!4m7!3m6!1s0x889c176d8190e745:0x4d4589617df2980d!8m2!3d30.4092909!4d-89.0285506!16s%2Fg%2F11j7y1xspx!19sChIJReeQgW0XnIgRDZjyfWGJRU0,Gulf Coast NeuroSpa,4.6,39,Psychiatrist,"8845 Lorraine Rd, Gulfport, MS 39503, United States","CX5C+PH Gulfport, Mississippi, USA",http://www.gulfcoastneurospa.com/,+1 228-277-1771,Closed · Opens 7:30 am Tue,https://lh3.googleusercontent.com/p/AF1QipNcT_bBlUghCGs8hpmH9SKkCjXBki2IO9Lv9cp5=w408-h544-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Gulfport+MS/@30.3713601,-89.1266372,14z",2025-12-16T02:53:50.507Z,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–3:30 pm,Closed,Closed,Identifies as veteran-owned,
"https://www.google.com/maps/place/ADD+Clinics,+Stan+Owen,+MD/data=!4m7!3m6!1s0x889c3d65d0beedd3:0xe6e66819bf975afd!8m2!3d30.3697793!4d-89.1019279!16s%2Fg%2F1tf5lf97!19sChIJ0-2-0GU9nIgR_VqXvxlo5uY","ADD Clinics, Stan Owen, MD",4.7,48,Doctor,"3300 15th St, Gulfport, MS 39501, United States","9V9X+W6 Gulfport, Mississippi, USA",http://addclinics.com/,+1 228-864-9669,Closed · Opens 9 am Tue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwmWn7JMDPIOMwuVOtWzBgTFCWITwCjKBA129EYeGD8_afZmTewFNFL3GwPn35MawthrYCISnJvySJCFtSWLCbJgM2t7rn2WRDRdjPcea6AUMhGYa-yG9RV8peVCxUymq3e1Pzz9AMek4Xu=w408-h544-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Gulfport+MS/@30.3713601,-89.1266372,14z",2025-12-16T02:53:55.526Z,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,Closed,Closed,,
https://www.google.com/maps/place/Bolt+Counseling+Services/data=!4m7!3m6!1s0x889c3d622f1021c9:0x981a7483a13b00d!8m2!3d30.3742563!4d-89.0919007!16s%2Fg%2F11f2b0bc0w!19sChIJySEQL2I9nIgRDbATOkingQk,Bolt Counseling Services,4.8,26,Counselor,"1921 24th Ave, Gulfport, MS 39501, United States","9WF5+P6 Gulfport, Mississippi, USA",http://www.boltcounselingservices.com/,+1 228-382-3138,Closed · Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipNr0ProtMMRQasMJWQ9EjeDD3B2PY5_y8luKyBW=w426-h240-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Gulfport+MS/@30.3713601,-89.1266372,14z",2025-12-16T02:54:00.612Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,Identifies as women-owned,
"https://www.google.com/maps/place/Gulf+Coast+Behavioral+Sciences+llc%2FGulf+Coast+Neurotherapy,+LLC/data=!4m7!3m6!1s0x889c17d98743ffff:0xa3854d27dfe689e5!8m2!3d30.3725243!4d-89.0896142!16s%2Fg%2F11h5616dsg!19sChIJ__9Dh9kXnIgR5Ynm3ydNhaM","Gulf Coast Behavioral Sciences llc/Gulf Coast Neurotherapy, LLC",5.0,1,Mental health clinic,"2218 18th St B, Gulfport, MS 39501, United States","9WF6+25 Gulfport, Mississippi, USA",https://www.gcneurotherapy.com/,+1 601-462-5014,Closed · Opens 8 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=pDyzFNxFAcUzYU0M5OJ7AA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=3.399565&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Gulfport+MS/@30.3713601,-89.1266372,14z",2025-12-16T02:54:05.401Z,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–2 pm,Closed,Closed,,
"https://www.google.com/maps/place/LSL+Psychological+Services,+P.A./@30.3850481,-89.0433932,17z/data=!3m1!4b1!4m6!3m5!1s0x889c3d622f622f65:0xe80d752203b8e9e1!8m2!3d30.3850481!4d-89.0433932!16s%2Fg%2F11cm0jznxt","LSL Psychological Services, P.A.",,,Psychiatric hospital,"370 Courthouse Rd #102, Gulfport, MS 39507, United States","9XP4+2J Gulfport, Mississippi, USA",http://lslpsychologicalservices.com/,+1 228-265-5144,Open 24 hours,,false,"https://www.google.com/maps/search/Psychiatry+clinics+in+Gulfport+MS/@30.3713601,-89.1266372,14z",2025-12-16T02:54:12.090Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
"https://www.google.com/maps/place/Eric+J.+Warren,+MD/data=!4m7!3m6!1s0x889c3d113d18a0af:0xacd8de516c4787cc!8m2!3d30.3710829!4d-89.1196588!16s%2Fg%2F1v6p51y0!19sChIJr6AYPRE9nIgRzIdHbFHe2Kw","Eric J. Warren, MD",5.0,1,Psychiatrist,"1600 Broad Ave, Gulfport, MS 39501, United States","9VCJ+C4 Gulfport, Mississippi, USA",,+1 228-863-1132,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=OG4Rf2ZWDAZLUEry-PPMsQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=62.14891&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Psychiatry+clinics+in+Gulfport+MS/@30.3713601,-89.1266372,14z",2025-12-16T02:54:14.895Z,,,,,,,,,
