placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,isBlackOwned
https://www.google.com/maps/place/Serenity+Mental+Health+Centers+-+Sugar+Land/data=!4m7!3m6!1s0x8640e7913d2ec47b:0x1f88ed432a0321c9!8m2!3d29.6222197!4d-95.6041052!16s%2Fg%2F11tg4yntyv!19sChIJe8QuPZHnQIYRySEDKkPtiB8,Serenity Mental Health Centers - Sugar Land,4.5,134,Psychiatrist,"3 Sugar Creek Center Blvd #600, Sugar Land, TX 77478, United States","J9CW+V9 Sugar Land, Texas, USA",https://serenitymentalhealthcenters.com/texas-psychiatry-clinics/sugar-land/?utm_source=GMBSocialClimb&utm_medium=SerenityMentalHealthCenters-SugarLand,+1 713-379-5908,Closed · Opens 6 am Tue,LGBTQ+ friendly,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=McTR-L8EUURpnu0DuGPbeA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=134.62769&pitch=0&thumbfov=100,true,6 am–8 pm,6 am–7 pm,6 am–8 pm,6 am–6 pm,6 am–8 pm,6 am–7 pm,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2025-12-16T03:25:24.587Z,
https://www.google.com/maps/place/One+Behavioral+Health/data=!4m7!3m6!1s0x863f5f159aa86acb:0xbaa445b62b8287c1!8m2!3d29.5862781!4d-95.6306531!16s%2Fg%2F11lrmlncp4!19sChIJy2qomhVfP4YRwYeCK7ZFpLo,One Behavioral Health,4.7,330,Mental health clinic,"3531 Town Center Blvd #102, Sugar Land, TX 77479, United States","H9P9+GP Sugar Land, Texas, USA",https://www.onebehavioralhealth.com/,+1 713-429-5325,Closed · Opens 8 am Tue,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyS8z98BKJKJf-XMS8j1j7ybaKql-7bO4NXIMSFhhXkxDDmVVv5XGIGT6JBg5ywchkCnQ-tkif3b9Rl4zuSS4hU5DtCPYmGF3XBAbOzIbZpKQWWYE_i2PTnQ1OSEbFHnUqTLRtsOQ=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2025-12-16T03:25:30.531Z,
https://www.google.com/maps/place/Mindpath+Health+Psychiatrists+%26+Therapists+-+Sugar+Land/data=!4m7!3m6!1s0x8640e7817168fb69:0xfc02ff90e32793f7!8m2!3d29.6226347!4d-95.6077694!16s%2Fg%2F11ry5kd566!19sChIJaftocYHnQIYR95Mn45D_Avw,Mindpath Health Psychiatrists & Therapists - Sugar Land,4.7,173,Mental health service,"77 Sugar Creek Center Blvd Ste 460, Sugar Land, TX 77478, United States","J9FR+3V Sugar Land, Texas, USA",https://www.mindpath.com/locations/sugar-land/?pk_source=gmb&pk_medium=organic,+1 832-604-1169,Closed · Opens 8 am Tue,,https://lh3.googleusercontent.com/p/AF1QipNupzpgLiEllPVkJ3TR4KW9v4zBzhjW0pIhrSI=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2025-12-16T03:25:35.496Z,
https://www.google.com/maps/place/LifeStance+Therapists+%26+Psychiatrists+Sugar+Land/data=!4m7!3m6!1s0x8640e768a20dcc03:0xf87515029984f141!8m2!3d29.6060875!4d-95.620838!16s%2Fg%2F11pxwdgg15!19sChIJA8wNomjnQIYRQfGEmQIVdfg,LifeStance Therapists & Psychiatrists Sugar Land,4.5,256,Mental health clinic,"1235 Lake Pointe Pkwy Suite 104, Sugar Land, TX 77478, United States","J94H+CM Sugar Land, Texas, USA",https://lifestance.com/location/sugar-land-tx-1235/?utm_source=gmb&utm_medium=organic&utm_campaign=locations,+1 832-862-3004,Closed · Opens 9 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMYhlUw9MnbvfPu8HTYDyPk58tFqiUf74y9seN6=w427-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2025-12-16T03:25:40.513Z,
https://www.google.com/maps/place/Ventana+Mental+Health/data=!4m7!3m6!1s0x8640e3b6e69dcb49:0xb847572f6b03d323!8m2!3d29.5617435!4d-95.6840441!16s%2Fg%2F11y7h8bd2j!19sChIJScud5rbjQIYRI9MDay9XR7g,Ventana Mental Health,4.8,37,Psychiatrist,"19901 Southwest Fwy Suite 121, Sugar Land, TX 77479, United States","H868+M9 Sugar Land, Texas, USA",https://www.ventanamentalhealth.com/,+1 281-609-3000,Closed · Opens 8 am Tue,,https://lh3.googleusercontent.com/p/AF1QipMv_hvTch6VsPscR0TWZ4Yz0C6NKxF1OHEf_6Mb=w408-h612-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2025-12-16T03:25:45.292Z,
https://www.google.com/maps/place/InSynch+Health+Psychiatry+Sugar+Land/data=!4m7!3m6!1s0x8640e3c2d3460373:0x509bd1cd9414cc35!8m2!3d29.5588993!4d-95.684302!16s%2Fg%2F11l36_6yj6!19sChIJcwNG08LjQIYRNcwUlM3Rm1A,InSynch Health Psychiatry Sugar Land,5.0,63,Psychiatrist,"7002 Riverbrook Dr # 900F, Sugar Land, TX 77479, United States","H858+H7 Sugar Land, Texas, USA",https://insynchhealth.com/,+1 281-721-4181,Closed · Opens 9 am Tue,,https://lh3.googleusercontent.com/p/AF1QipN8zSRkm6d-8Uy9y2ZS_Bz4ZEGoAC-rxoUsuZY6=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2025-12-16T03:25:50.392Z,
https://www.google.com/maps/place/Sugar+Land+Child+%26+Adult+Psychiatry/data=!4m7!3m6!1s0x8640e37275ff9039:0x5cb8992bf255f0bf!8m2!3d29.5673275!4d-95.6833591!16s%2Fg%2F11mlx1yrdy!19sChIJOZD_dXLjQIYRv_BV8iuZuFw,Sugar Land Child & Adult Psychiatry,5.0,10,Mental health clinic,"2743 Imperia Dr ste 202, Sugar Land, TX 77479, United States","H888+WM Sugar Land, Texas, USA",https://myhealthsl.com/,+1 346-368-2498,"Closed · Opens 9 am Tue

Confirmed by this business 5 days ago",,https://lh3.googleusercontent.com/p/AF1QipOKDdwDd6wtE5iWYt_lVDgi2thYT30VIoCKiscT=w408-h607-k-no,true,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2025-12-16T03:25:55.298Z,
"https://www.google.com/maps/place/Sabeen+Faris,+Psychiatrist/data=!4m7!3m6!1s0x8640e7b76ab261bd:0x8a0b6a7c5f7700a9!8m2!3d29.6060801!4d-95.6208169!16s%2Fg%2F11l1ygh5n5!19sChIJvWGyarfnQIYRqQB3X3xqC4o","Sabeen Faris, Psychiatrist",4.8,52,Psychiatrist,"1235 Lake Pointe Pkwy Suite 104, Sugar Land, TX 77478, United States","J94H+CM Sugar Land, Texas, USA",https://lifestance.com/provider/psychiatrist/tx/sugar-land/sabeen-faris/?utm_source=gmb&utm_medium=organic&utm_campaign=providers,+1 832-862-3004,Closed · Opens 9 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNjFeMohsVNvyLK1mF8cwFczD7N2ufSJtG_j8B3=w427-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2025-12-16T03:26:00.258Z,
"https://www.google.com/maps/place/Happy+Minds+-+Dr.+Mudassar+Tariq+-+%CE%A1sychiatrist+%CE%91dult,+child+and+%CE%91d%D7%A1lescent%E2%80%AD/data=!4m7!3m6!1s0x8640e6946e7eeb69:0x35a67e4277145289!8m2!3d29.6054441!4d-95.6413903!16s%2Fg%2F11dzspjbvz!19sChIJaet-bpTmQIYRiVIUd0J-pjU","Happy Minds - Dr. Mudassar Tariq - Ρsychiatrist Αdult, child and Αdסlescent",4.8,128,Psychiatrist,"800 Bonaventure Wy #104, Sugar Land, TX 77479, United States","J945+5C Sugar Land, Texas, USA",https://tariqmd.com/,+1 832-786-0234,Closed · Opens 9 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMDcF-B_2rTH7TBJhOPFHl0zFHNp64EArc4f9Zc=w426-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2025-12-16T03:26:05.201Z,true
https://www.google.com/maps/place/PsychPlus+Sugar+Land+Clinic+-+Psychiatrist+and+Therapist/data=!4m7!3m6!1s0x8640e759f7d0fbc3:0x636d86ae810aad7b!8m2!3d29.6100754!4d-95.6088854!16s%2Fg%2F11w8xrs6qn!19sChIJw_vQ91nnQIYRe60Kga6GbWM,PsychPlus Sugar Land Clinic - Psychiatrist and Therapist,4.8,16,Psychiatrist,"14833 Southwest Fwy, Sugar Land, TX 77478, United States","J96R+2C Sugar Land, Texas, USA",https://psychplus.com/,+1 833-777-9247,Closed · Opens 9 am Tue,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ceqnNqvKzh3GgXMnQh57Tw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=352.03503&pitch=0&thumbfov=100,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2025-12-16T03:26:10.063Z,
