placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info
https://www.google.com/maps/place/Hales+Pediatrics/data=!4m7!3m6!1s0x8620a43541f02867:0xb6aaacdd86be658!8m2!3d29.9263449!4d-90.0928199!16s%2Fg%2F1tlbpht4!19sChIJZyjwQTWkIIYRWOZr2M2qags,Hales Pediatrics,4.5,29,Pediatrician,"3525 Prytania St STE 602, New Orleans, LA 70115, United States","WWG4+GV New Orleans, Louisiana, USA",http://www.halespediatrics.com/,+1 504-897-0744,Closed · Opens 8:30 am Wed,https://lh3.googleusercontent.com/p/AF1QipNyJ_hAnNqycZakbeQtLeiydjXIt3BFmga2qIZa=w424-h240-k-no,true,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30–10:30 am,Closed,8:30 am–4:30 pm,"https://www.google.com/maps/search/pediatrician+in+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2026-02-10T22:49:20.056Z,
https://www.google.com/maps/place/Children%27s+Hospital+New+Orleans+Pediatrics+-+Napoleon+Avenue/data=!4m7!3m6!1s0x8620a5ca9e29887b:0x3dc8d127ff566903!8m2!3d29.93695!4d-90.1027318!16s%2Fg%2F11ftxjlpgz!19sChIJe4gpnsqlIIYRA2lW_yfRyD0,Children's Hospital New Orleans Pediatrics - Napoleon Avenue,5.0,1,Pediatrician,"2633 Napoleon Ave Suite 707, New Orleans, LA 70115, United States","WVPW+QW New Orleans, Louisiana, USA",https://www.chnola.org/locations/childrens-pediatrics-kids-first-tigercare/?redirect=%2Fpediatrics%2Fkidsfirsttigercare%3Futm_source%3DGMB&utm_medium=Yext&y_source=1_MTU4NzQ2ODctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 504-299-9980,Closed · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xOnt2m-SDlBzR1-Q0sJ_xw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=81.9307&pitch=0&thumbfov=100,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,"https://www.google.com/maps/search/pediatrician+in+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2026-02-10T22:49:24.728Z,
https://www.google.com/maps/place/Napoleon+Pediatrics+-+Uptown/data=!4m7!3m6!1s0x8620a5af92877371:0x7344af0a32a620f0!8m2!3d29.9267791!4d-90.095044!16s%2Fg%2F1tdgkm7y!19sChIJcXOHkq-lIIYR8CCmMgqvRHM,Napoleon Pediatrics - Uptown,3.9,26,Pediatrician,"3700 St Charles Ave #707, New Orleans, LA 70115, United States","WWG3+PX New Orleans, Louisiana, USA",https://www.lcmchealth.org/our-locations/childrens-hospital-pediatrics-napoleon-pediatric/,+1 504-897-4242,Closed · Opens 8:30 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=eSft5jX9EMIFAY73RahLcQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=185.32663&pitch=0&thumbfov=100,true,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,Closed,Closed,8:30 am–4:30 pm,"https://www.google.com/maps/search/pediatrician+in+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2026-02-10T22:49:29.672Z,
"https://www.google.com/maps/place/Children%27s+International+Medical+Group:+Angelle+M.+Cresswell,+D.O./data=!4m7!3m6!1s0x8620a77aee765e61:0x85055cf87b5b1c46!8m2!3d29.9181847!4d-90.0077966!16s%2Fg%2F11c2pm29l4!19sChIJYV527nqnIIYRRhxbe_hcBYU","Children's International Medical Group: Angelle M. Cresswell, D.O.",4.7,92,Pediatrician,"3500 Kabel Dr, New Orleans, LA 70131, United States","WX9R+7V New Orleans, Louisiana, USA",https://cimgpeds.com/pediatrician-algiers/,+1 504-249-5181,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipNIl8i9oKocIGM41TUQCa0M7wPASCS0vLhedIrn=w408-h314-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2026-02-10T22:49:34.125Z,
https://www.google.com/maps/place/Crescent+City+Pediatrics+LLC/data=!4m7!3m6!1s0x8620af61880ce3b5:0xc7433b936d0205e5!8m2!3d29.9619862!4d-90.1176963!16s%2Fg%2F1t_hzbp5!19sChIJteMMiGGvIIYR5QUCbZM7Q8c,Crescent City Pediatrics LLC,4.6,25,Pediatrician,"8300 Earhart Blvd, New Orleans, LA 70118, United States","XV6J+QW New Orleans, Louisiana, USA",,+1 504-486-5151,Closed · Opens 8:30 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bZGAO7lO5C4f1nmSc326kA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=300.02496&pitch=0&thumbfov=100,true,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–1 pm,Closed,Closed,8:30 am–4:30 pm,"https://www.google.com/maps/search/pediatrician+in+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2026-02-10T22:49:38.487Z,
"https://www.google.com/maps/place/Abigail+Reyes,+MD/data=!4m7!3m6!1s0x8620a32c89837c99:0x882b54dace2064e1!8m2!3d29.938326!4d-90.104106!16s%2Fg%2F11n7fmr5z6!19sChIJmXyDiSyjIIYR4WQgztpUK4g","Abigail Reyes, MD",5.0,108,Pediatrician,"2820 Napoleon Ave Suite 560, New Orleans, LA 70115, United States","WVQW+89 New Orleans, Louisiana, USA",https://www.ochsner.org/doctors/abigail-reyes?utm_source=ExtNet&utm_medium=Yext&y_source=1_MjI3NTYxNDUtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 504-391-7337,,https://lh3.googleusercontent.com/p/AF1QipPKllLHfdTPTDtebnthXO749yBlQMUTBaHcaE40=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2026-02-10T22:49:40.946Z,
https://www.google.com/maps/place/Manning+Family+Children%27s/data=!4m7!3m6!1s0x8620a4e614b38015:0x27e5dceca9ed0a58!8m2!3d29.9179342!4d-90.1277705!16s%2Fm%2F01xlqf0!19sChIJFYCzFOakIIYRWArtqezc5Sc,Manning Family Children's,3.5,427,Children's hospital,"200 Henry Clay Ave, New Orleans, LA 70118, United States","WV9C+5V New Orleans, Louisiana, USA",https://www.chnola.org/?utm_source=GMB&utm_medium=Yext&y_source=1_MTU4MzE4NDEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 504-899-9511,,https://lh3.googleusercontent.com/p/AF1QipN4IYmY5Haxt75Cyf18n_y56Y5rQY839YWq0xQp=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/pediatrician+in+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2026-02-10T22:49:45.316Z,
https://www.google.com/maps/place/Ochsner+Children%E2%80%99s+Health+Center+-+New+Orleans/data=!4m7!3m6!1s0x8620a551d70066ab:0x11b54e469a15fdf2!8m2!3d29.9630865!4d-90.1437442!16s%2Fg%2F1tm698vg!19sChIJq2YA11GlIIYR8v0VmkZOtRE,Ochsner Children’s Health Center - New Orleans,4.7,567,Hospital,"1315 Jefferson Hwy, Jefferson, LA 70121, United States","XV74+6G Jefferson, Louisiana, USA",https://www.ochsner.org/locations/ochsner-health-center-for-children-new-orleans?utm_source=ExtNet&utm_medium=Yext&y_source=1_MTUyMDE4NTYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 504-842-3900,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo8ZG3i4U75forY4k8LKN2ze2O7OxzNBdP1-Hj0vOCxMnau3ERdAlTy5KnPk_C79aGjA-wIcfKySXzh-0sLzmfRe3jN3rfCfN2M_W3F2y1b-39--Fz1_KXtm0Lvu2vtorDARRe2RQ=w408-h725-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,Closed,Closed,7 am–6 pm,"https://www.google.com/maps/search/pediatrician+in+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2026-02-10T22:49:49.832Z,
"https://www.google.com/maps/place/Dr.+W.+Mark+Lister,+MD/data=!4m7!3m6!1s0x8620a5e1a0f358bf:0x5ce71fc6814be10f!8m2!3d29.9557828!4d-90.0762827!16s%2Fg%2F1tdzlxzb!19sChIJv1jzoOGlIIYRD-FLgcYf51w","Dr. W. Mark Lister, MD",5.0,4,Pediatrician,"1415 Tulane Ave, New Orleans, LA 70112, United States","XW4F+8F New Orleans, Louisiana, USA",http://hcpeds.com/,+1 504-373-8480,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FKae-xgnO6_NLvk2OthNQQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=140.44745&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2026-02-10T22:49:52.263Z,
https://www.google.com/maps/place/Baptist+Community+Health+Services-+Upper+9th+Ward-+Pediatrics/data=!4m7!3m6!1s0x8620a7d3d31bec83:0x55068f20e87fb6ea!8m2!3d29.9654846!4d-90.0332336!16s%2Fg%2F11c1x3x6j1!19sChIJg-wb09OnIIYR6rZ_6CCPBlU,Baptist Community Health Services- Upper 9th Ward- Pediatrics,4.3,6,Pediatrician,"4209 St Claude Ave, New Orleans, LA 70117, United States","XX88+5P New Orleans, Louisiana, USA",http://www.bchsnola.org/,+1 504-533-4999,Closes soon · 5 pm · Opens 8:30 am Wed,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqkslZ9RW-iOeLJbzZJxTwts7weaW4v4Zt-Ez3jUHqvV7cRL8hiC2ka2iNvvav2ZK_ksO8IsUhDnePYUbnumKnXWqYhYnNOnA8h9p6ckujMFPZB1fI0ThEhAoO1S9qyIl620xSutA=w408-h544-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2026-02-10T22:49:56.725Z,
https://www.google.com/maps/place/Sandra+L.+Robinson+MD+-+Daughters+of+Charity+Health+Centers/data=!4m7!3m6!1s0x8620a44a9c0b57e5:0xc646df5e386ec81e!8m2!3d29.9254575!4d-90.0933321!16s%2Fg%2F1tkjlkbh!19sChIJ5VcLnEqkIIYRHshuOF7fRsY,Sandra L. Robinson MD - Daughters of Charity Health Centers,4.5,11,Pediatrician,"3600 Prytania St UNIT 10, New Orleans, LA 70115, United States","WWG4+5M New Orleans, Louisiana, USA",http://www.dchcno.org/,+1 504-899-5437,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipMFLWurJw5WiWRPi6WW6cNwClJ6hauRFQenWtfV=w570-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2026-02-10T22:50:01.199Z,
https://www.google.com/maps/place/Reed+Tanya+R+MD/data=!4m7!3m6!1s0x8620af61880ce3b5:0x7f918e0e37a508c!8m2!3d29.9619862!4d-90.1176963!16s%2Fg%2F1vnrlcjw!19sChIJteMMiGGvIIYRjFB64-AY-Qc,Reed Tanya R MD,4.7,16,Pediatrician,"8300 Earhart Blvd, New Orleans, LA 70118, United States","XV6J+QW New Orleans, Louisiana, USA",https://rymaps.xyz/business/reed-tanya-r-md-fhschx,+1 504-486-5151,Closed · Opens 8:30 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bZGAO7lO5C4f1nmSc326kA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=300.02496&pitch=0&thumbfov=100,true,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–1 pm,Closed,Closed,8:30 am–4:30 pm,"https://www.google.com/maps/search/pediatrician+in+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2026-02-10T22:50:05.679Z,
