placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,attributes
https://www.google.com/maps/place/Pediatrics+Of+Akron/data=!4m7!3m6!1s0x8830d62ff03d8071:0x47b6d131982a96b3!8m2!3d41.0784673!4d-81.5241376!16s%2Fg%2F1tmqr_vq!19sChIJcYA98C_WMIgRs5YqmDHRtkc,Pediatrics Of Akron,4.5,14,Pediatrician,"215 West Bowery Street Considine Building - First Floor, Akron, OH 44308, United States","3FHG+98 Akron, Ohio, USA",https://www.pediatricsofakron.com/,+1 330-253-7753,Closed · Opens 8:30 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zw3U4oQXKgyfEBhDTvRQEw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=150.44807&pitch=0&thumbfov=100,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–2 pm,Closed,8:30 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Akron+OH/@41.081199,-81.5188377,14z",2026-02-10T22:37:57.608Z,,
"https://www.google.com/maps/place/Akron+Children%27s+Pediatrics,+Fairlawn/data=!4m7!3m6!1s0x8830d7271b7ada47:0x28e558ee4e205e58!8m2!3d41.0972947!4d-81.5877958!16s%2Fg%2F1wtbvjhj!19sChIJR9p6GyfXMIgRWF4gTu5Y5Sg","Akron Children's Pediatrics, Fairlawn",4.3,29,Pediatrician,"701 White Pond Dr Suite 100, Akron, OH 44320, United States","3CW6+WV Akron, Ohio, USA",https://www.akronchildrens.org/locations/Pediatric-Primary-Care-Fairlawn.html?y_source=1_MTM0MDE0MjItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 330-865-1252,Closes soon · 6 pm · Opens 7:30 am Wed,https://lh3.googleusercontent.com/p/AF1QipPnOLtNZ0PhfJ9wIO4ZJ0LTeTW5m-jBZJVFtQfp=w408-h271-k-no,true,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–5 pm,8:30 am–12 pm,8:30 am–1 pm,7:30 am–6 pm,"https://www.google.com/maps/search/pediatrician+in+Akron+OH/@41.081199,-81.5188377,14z",2026-02-10T22:38:03.694Z,,
"https://www.google.com/maps/place/Akron+Children%27s+Pediatrics,+Akron+East/data=!4m7!3m6!1s0x883129bf25b28b2d:0x91644a5e088867f8!8m2!3d41.0713765!4d-81.4917836!16s%2Fg%2F1q69rppt7!19sChIJLYuyJb8pMYgR-GeICF5KZJE","Akron Children's Pediatrics, Akron East",3.5,32,Pediatrician,"891 E Exchange St, Akron, OH 44306, United States","3GC5+H7 Akron, Ohio, USA",https://www.akronchildrens.org/locations/Pediatric-Primary-Care-Akron-East.html?y_source=1_MTM0MDE0MTctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 330-252-1135,Closed · Opens 8:30 am Wed,https://lh3.googleusercontent.com/p/AF1QipNcabZpXmb-7PWggnQbO7_twRAktWFQHwKq1ts5=w408-h271-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–12 pm,Closed,8:30 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Akron+OH/@41.081199,-81.5188377,14z",2026-02-10T22:38:08.561Z,LGBTQ+ friendly,
"https://www.google.com/maps/place/Andrea+Sims,+MD,+FAAP/data=!4m7!3m6!1s0x8830d7578ce78f1d:0xfeaeb03f94330ade!8m2!3d41.0972947!4d-81.5877958!16s%2Fg%2F11fn050mbg!19sChIJHY_njFfXMIgR3gozlD-wrv4","Andrea Sims, MD, FAAP",5.0,7,Pediatrician,"701 White Pond Dr Suite 100, Akron, OH 44320, United States","3CW6+WV Akron, Ohio, USA",https://www.akronchildrens.org/people/Andrea-Sims.html?y_source=1_MTM1MzQ4OTAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 330-865-1252,Open · Closes 7 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NPMabee3SKTLfj_wXDJ5Wg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=48.676003&pitch=0&thumbfov=100,true,7:30 am–7 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–5 pm,8:30 am–12 pm,8:30 am–1 pm,7:30 am–7 pm,"https://www.google.com/maps/search/pediatrician+in+Akron+OH/@41.081199,-81.5188377,14z",2026-02-10T22:38:13.284Z,LGBTQ+ friendly,
https://www.google.com/maps/place/Akron+Children%27s+Hospital/data=!4m7!3m6!1s0x8830d6254e62cfcb:0xd0c1d3e9fad9700!8m2!3d41.0794167!4d-81.5252528!16zL20vMGc2N2Ri!19sChIJy89iTiXWMIgRAJetnz4dDA0,Akron Children's Hospital,3.5,619,Children's hospital,"214 W Bowery St, Akron, OH 44308, United States","3FHF+QV Akron, Ohio, USA",https://www.akronchildrens.org/?y_source=1_MTM0MDE1NDAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 330-543-1000,,https://lh3.googleusercontent.com/p/AF1QipMjrKTmkLqGgrFyQ0EgXeCPjb41TK584FRKR1RQ=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/pediatrician+in+Akron+OH/@41.081199,-81.5188377,14z",2026-02-10T22:38:18.104Z,,
"https://www.google.com/maps/place/Katrina+Regula,+MD/data=!4m7!3m6!1s0x8830d726c2e74c43:0x798cc30ad1535785!8m2!3d41.0973145!4d-81.5876138!16s%2Fg%2F11b5_0dlt9!19sChIJQ0znwibXMIgRhVdT0QrDjHk","Katrina Regula, MD",5.0,3,Pediatrician,"701 White Pond Dr Suite 100, Akron, OH 44320, United States","3CW6+WX Akron, Ohio, USA",https://www.akronchildrens.org/people/Katrina-Regula-MD.html?y_source=1_MTM0MDA2NDQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 330-865-1252,Open · Closes 7 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MpToktjTIFyJtWXSuJUgCg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=47.218136&pitch=0&thumbfov=100,true,7:30 am–7 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–5 pm,8:30 am–12 pm,8:30 am–1 pm,7:30 am–7 pm,"https://www.google.com/maps/search/pediatrician+in+Akron+OH/@41.081199,-81.5188377,14z",2026-02-10T22:38:22.899Z,LGBTQ+ friendly,
"https://www.google.com/maps/place/Molly+Shaw,+MD/data=!4m7!3m6!1s0x8830d7271b7ada47:0x9c2b9b861b61a30e!8m2!3d41.0973145!4d-81.5876138!16s%2Fg%2F1tfnz71v!19sChIJR9p6GyfXMIgRDqNhG4abK5w","Molly Shaw, MD",5.0,1,Pediatrician,"701 White Pond Dr Suite 100, Akron, OH 44320, United States","3CW6+WX Akron, Ohio, USA",https://www.akronchildrens.org/people/Molly-Shaw-MD.html?y_source=1_MTM0MDA4MDItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 330-865-1252,Open · Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipN8XLcxnSdOuptXzMwORKXPPz6f80jZxDmzll7V=w408-h431-k-no,true,7:30 am–7 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–5 pm,8:30 am–12 pm,8:30 am–1 pm,7:30 am–7 pm,"https://www.google.com/maps/search/pediatrician+in+Akron+OH/@41.081199,-81.5188377,14z",2026-02-10T22:38:27.577Z,LGBTQ+ friendly,
"https://www.google.com/maps/place/Dr.+Erin+E.+Spies,+DO/data=!4m7!3m6!1s0x8830d6254e62cfcb:0xdc0e5889b8a17ea6!8m2!3d41.0799529!4d-81.5253135!16s%2Fg%2F1vm7c2sn!19sChIJy89iTiXWMIgRpn6huIlYDtw","Dr. Erin E. Spies, DO",5.0,5,Pediatrician,"1 Perkins Square, Akron, OH 44308, United States","3FHF+XV Akron, Ohio, USA",http://www.akronchildrens.org/,+1 330-543-1000,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lCIpeCzRwenVzk_YP7jSIA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=113.5187&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Akron+OH/@41.081199,-81.5188377,14z",2026-02-10T22:38:30.383Z,,
"https://www.google.com/maps/place/Sladjana+Courson,+DO/data=!4m7!3m6!1s0x883129bf30277783:0x1a53a762baac13d7!8m2!3d41.071386!4d-81.491804!16s%2Fg%2F11dxjw28hz!19sChIJg3cnML8pMYgR1xOsumKnUxo","Sladjana Courson, DO",5.0,2,Pediatrician,"891 E Exchange St, Akron, OH 44306, United States","3GC5+H7 Akron, Ohio, USA",https://www.akronchildrens.org/people/Sladjana-Courson-DO.html?y_source=1_MTM0MDAzMDMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 330-252-1135,Closed · Opens 8:30 am Wed,https://lh3.googleusercontent.com/p/AF1QipPxgRh93AqqQkkDKGzjmyT6xgS4Yhj5e6O5JePj=w408-h468-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–12 pm,Closed,8:30 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Akron+OH/@41.081199,-81.5188377,14z",2026-02-10T22:38:34.863Z,LGBTQ+ friendly,
"https://www.google.com/maps/place/Paul+Schuh,+MD,+FAAP/data=!4m7!3m6!1s0x883129bf30277783:0x7a6653f5e6e3a250!8m2!3d41.071386!4d-81.491804!16s%2Fg%2F11c6zxl_hr!19sChIJg3cnML8pMYgRUKLj5vVTZno","Paul Schuh, MD, FAAP",5.0,12,Pediatrician,"891 E Exchange St, Akron, OH 44306, United States","3GC5+H7 Akron, Ohio, USA",https://www.akronchildrens.org/people/Paul-Schuh-MD.html?y_source=1_MTM0MDAzNDMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 330-252-1135,Closed · Opens 8:30 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-9bqVOs46qAIIxBomFe6sg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=84.05087&pitch=0&thumbfov=100,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–12 pm,Closed,8:30 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Akron+OH/@41.081199,-81.5188377,14z",2026-02-10T22:38:39.640Z,LGBTQ+ friendly,
