placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,error,isBlackOwned,attributes
https://www.google.com/maps/place/Albuquerque+Vein+%26+Laser+Institute/data=!4m7!3m6!1s0x87227444f9381667:0x696706e530150cd9!8m2!3d35.1639545!4d-106.5892781!16s%2Fg%2F1td6bbbx!19sChIJZxY4-UR0IocR2QwVMOUGZ2k,Albuquerque Vein & Laser Institute,4.8,106,Surgeon,"5110 Masthead St NE Ste C, Albuquerque, NM 87109, United States","5C76+H7 Albuquerque, New Mexico, USA",https://www.albuquerquevein.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,+1 505-848-8346,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMxHCQk5XL8J-G6wJzumKNBzBiGQOODEL3_seSj=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2025-12-16T21:56:57.306Z,,,,
https://www.google.com/maps/place/Innova+Vein+%26+Vascular/data=!4m7!3m6!1s0x872274dd70ead6e5:0x814a23955a704a72!8m2!3d35.1293543!4d-106.5912652!16s%2Fg%2F11bx55tslr!19sChIJ5dbqcN10IocRckpwWpUjSoE,Innova Vein & Vascular,4.4,32,Medical clinic,"4600 Montgomery Blvd NE #100, Albuquerque, NM 87109, United States","4CH5+PF Albuquerque, New Mexico, USA",http://www.innovavein.com/,+1 505-924-5840,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMJ5yobQhV3fi4P8c3GsViDLQLd1En6PduiPg4T=w408-h271-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2025-12-16T21:57:02.831Z,,,,
https://www.google.com/maps/place/Center+for+Vein+Restoration+%7C+Dr.+Michael+Harding/data=!4m7!3m6!1s0x87220d41bc9580c9:0xf62d23a79a6167ea!8m2!3d35.0898068!4d-106.6325326!16s%2Fg%2F11rwmgv2f4!19sChIJyYCVvEENIocR6mdhmqcjLfY,Center for Vein Restoration | Dr. Michael Harding,4.7,343,Vascular surgeon,"801 Encino Pl NE C-12, Albuquerque, NM 87102, United States","39Q8+WX Albuquerque, New Mexico, USA",https://www.centerforvein.com/our-clinics/locations/albuquerque-encino-new-mexico,+1 505-216-2339,"Open · Closes 4 pm

Updated by this business 4 weeks ago",https://lh3.googleusercontent.com/p/AF1QipN7pv2oWHQ0DE1Kt4Fv9zQDFddbFjZ7lgsLMfmG=w408-h426-k-no,true,5 am–4 pm,5 am–4 pm,5 am–4 pm,5 am–4 pm,Closed,Closed,5 am–4 pm,"https://www.google.com/maps/search/vein+clinics+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2025-12-16T21:57:08.147Z,,,,
https://www.google.com/maps/place/Advanced+Vascular/data=!4m7!3m6!1s0x8722757a6d204cd7:0x20646e9d5ea70aa1!8m2!3d35.1556739!4d-106.5903053!16s%2Fg%2F11wtr2v505!19sChIJ10wgbXp1IocRoQqnXp1uZCA,Advanced Vascular,4.8,51,Medical Center,"4501 Osuna Rd NE, Albuquerque, NM 87109, United States","5C45+7V Albuquerque, New Mexico, USA",https://advancedvascularnm.com/,+1 505-445-0355,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPefXyN8wUBS26uUNEWMrc9bKhRKFRdL3j4VxGK=w408-h306-k-no,true,8 am–5 pm,8 am–5 am,8 am–5 pm,8 am–5 pm,8 am–1 pm,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2025-12-16T21:57:13.067Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Center+for+Vein+Restoration+%7C+Dr.+Crystal+Cardwell/data=!4m7!3m6!1s0x87227160c3672257:0x99a0bd8624dbcd1!8m2!3d35.2211406!4d-106.6631384!16s%2Fg%2F11j4fc148c!19sChIJVyJnw2BxIocR0bxNYtgLmgk,Center for Vein Restoration | Dr. Crystal Cardwell,4.8,200,Vascular surgeon,"2220 Grande Blvd SE # B, Rio Rancho, NM 87124, United States","68CP+FP Rio Rancho, New Mexico, USA",https://www.centerforvein.com/our-clinics/locations/rio-rancho-new-mexico,+1 505-216-2339,"Open · Closes 4 pm

Updated by this business 4 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOvD5Ch8JZ65ysQ7v_8KuVNDTe4a3jvEOigp5pi=w408-h426-k-no,true,5 am–4 pm,5 am–4 pm,5 am–4 pm,5 am–4 pm,Closed,Closed,5 am–4 pm,"https://www.google.com/maps/search/vein+clinics+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2025-12-16T21:57:18.106Z,,,,
https://www.google.com/maps/place/PCI+Vein+%26+Pain+Consultant/data=!4m7!3m6!1s0x87227443f010783d:0x5a61d99c6370320b!8m2!3d35.1656579!4d-106.6003232!16s%2Fg%2F11f2sgp5_k!19sChIJPXgQ8EN0IocRCzJwY5zZYVo,PCI Vein & Pain Consultant,3.9,7,Pain management physician,"3860 Masthead St NE, Albuquerque, NM 87109, United States","598X+7V Albuquerque, New Mexico, USA",http://www.pciclinic.com/,+1 505-828-1010,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNYIVFkdzwngVYjLEmCu-do_9obEcW4ex_Mb2Oj=w408-h544-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,7 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2025-12-16T21:57:23.081Z,,,,
https://www.google.com/maps/place/Innova+Vein+%26+Vascular/data=!4m7!3m6!1s0x55f48ec67eb8dfb:0x54c47ea5ea99dfc!8m2!3d35.2424521!4d-106.6575459!16s%2Fg%2F11smmp33n0!19sChIJ-43rZ-xIXwUR_J2pXupHTAU,Innova Vein & Vascular,3.4,5,Medical office,"914 Pinehurst Rd SE, Rio Rancho, NM 87124, United States","68RR+XX Rio Rancho, New Mexico, USA",https://www.innovavein.com/,+1 505-924-5840,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=V9677QERrYWkBSo-HCFagw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=331.94623&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2025-12-16T21:57:28.007Z,Identifies as veteran-owned,,,
"https://www.google.com/maps/place/Dr.+Kristina+N.+Sanchez,+MD/data=!4m7!3m6!1s0x8713a2d32b044301:0xec81bce5d5dc41ec!8m2!3d35.1292622!4d-106.5913166!16s%2Fg%2F1tjtjqyn!19sChIJAUMEK9OiE4cR7EHc1eW8gew","Dr. Kristina N. Sanchez, MD",4.0,4,Doctor,"4600 Montgomery Blvd NE #100, Albuquerque, NM 87109, United States","4CH5+PF Albuquerque, New Mexico, USA",http://innovavein.com/,+1 505-924-5840,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=H930mSMmyU_Pugi4Mikf_A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=32.09977&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2025-12-16T21:57:32.845Z,,,,
https://www.google.com/maps/place/Mr.+Robert+Cutchen/data=!4m7!3m6!1s0x8722744e6a900001:0xb6702fc77caab4eb!8m2!3d35.1639633!4d-106.5892996!16s%2Fg%2F11p07b5nzd!19sChIJAQCQak50IocR67SqfMcvcLY,Mr. Robert Cutchen,,,Surgeon,"5110 Masthead St NE Ste C, Albuquerque, NM 87109, United States","5C76+H7 Albuquerque, New Mexico, USA",,+1 505-848-8346,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qGmBbQy-vaklkyiFcjM_Zg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=147.02663&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2025-12-16T21:57:35.462Z,,,,
https://www.google.com/maps/place/SANDIA+SKIN+%2B+FACE+MEDICAL+SPA/data=!4m7!3m6!1s0x8722753e7f97177b:0x447b0d34c1474d19!8m2!3d35.1308895!4d-106.5679598!16s%2Fg%2F11h24jl38x!19sChIJexeXfz51IocRGU1HwTQNe0Q,SANDIA SKIN + FACE MEDICAL SPA,4.9,304,Medical spa,"7009 Montgomery Blvd NE, Albuquerque, NM 87109, United States","4CJJ+9R Albuquerque, New Mexico, USA",https://sandiaskinface.com/,+1 505-226-0999,Open · Closes 4:30 pm,https://lh3.googleusercontent.com/p/AF1QipNn1wJ_-Pctfa0wFQXCflrPct8NsBBunfWraNjB=w408-h259-k-no,true,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,9 am–3 pm,Closed,Closed,9 am–4:30 pm,"https://www.google.com/maps/search/vein+clinics+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2025-12-16T21:57:40.464Z,,,,
