placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,isBlackOwned,error
https://www.google.com/maps/place/Annapolis+Pain+Management/data=!4m7!3m6!1s0x89b7f6c5bd500069:0xda25fa4a98e67b04!8m2!3d38.9793123!4d-76.5355241!16s%2Fg%2F1hf3m4dvf!19sChIJaQBQvcX2t4kRBHvmmEr6Jdo,Annapolis Pain Management,4.9,335,Chiropractor,"45 Old Solomons Island Rd #205, Annapolis, MD 21401, United States","XFH7+PQ Annapolis, Maryland, USA",https://www.annapolispain.com/?utm_source=local&utm_medium=organic&utm_campaign=homepage&utm_content=gmb,+1 410-224-4348,"Open · Closes 6 pm

Updated by this business 2 weeks ago",Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipOKDpEfmP1hzVgXAyDYSKpagv2gMZRqpmBfOPgg=w408-h272-k-no,true,1–6 pm,7:30 am–6 pm,7:30 am–12 pm,Closed,Closed,7:30 am–6 pm,7:30 am–5:30 pm,"https://www.google.com/maps/search/pain+management+physician+in+Annapolis+MD/@38.9713816,-76.4790021,14z",2026-01-28T20:39:37.690Z,,
https://www.google.com/maps/place/Clearway+Pain+Solutions/data=!4m7!3m6!1s0x89b7f7f08355d37f:0x65e8f1e3f2092213!8m2!3d38.99514!4d-76.5376968!16s%2Fg%2F11fd6nyyy2!19sChIJf9NVg_D3t4kREyIJ8uPx6GU,Clearway Pain Solutions,4.7,747,Pain management physician,"810 Bestgate Rd Suite 220, Annapolis, MD 21401, United States","XFW6+3W Annapolis, Maryland, USA",http://www.clearwaypain.com/,+1 833-301-7246,Open · Closes 6 pm,,https://lh3.googleusercontent.com/p/AF1QipOBe6JSke7npfKxCUOAwS8ySi8y7iZoQSOk9Y7W=w408-h510-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,Closed,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/pain+management+physician+in+Annapolis+MD/@38.9713816,-76.4790021,14z",2026-01-28T20:39:44.159Z,,
https://www.google.com/maps/place/Kure+Smart+Pain+Management/data=!4m7!3m6!1s0x89b7f12ce450e64f:0x7a749942a52be60b!8m2!3d38.9867004!4d-76.5517323!16s%2Fg%2F1tkrmpr8!19sChIJT-ZQ5Czxt4kRC-YrpUKZdHo,Kure Smart Pain Management,4.9,118,Pain management physician,"127 Lubrano Dr # 100, Annapolis, MD 21401, United States","XCPX+M8 Annapolis, Maryland, USA",,+1 410-224-0143,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=JqjPe6_0_KSIYByOFIZZaw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=80.11012&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Annapolis+MD/@38.9713816,-76.4790021,14z",2026-01-28T20:39:47.746Z,,
https://www.google.com/maps/place/The+Kahan+Center+For+Pain+Management/data=!4m7!3m6!1s0x89b7f6d787f2713b:0xfefc5cbe6f297066!8m2!3d38.9884295!4d-76.5412797!16s%2Fg%2F1v8j1b86!19sChIJO3Hyh9f2t4kRZnApb75c_P4,The Kahan Center For Pain Management,4.0,35,Pain management physician,"170 Jennifer Rd # 240, Annapolis, MD 21401, United States","XFQ5+9F Annapolis, Maryland, USA",https://www.thekahancenter.com/,+1 410-571-9000,"Closes soon · 4 pm · Opens 8 am Thu

Updated by others 9 weeks ago",LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer1EiUdk_ubmnPTQTBEc8wr4h-utcXgjvlZkFENLltr3jA9P7XekYzKd-3ZV57MkNw01F44JX_Rhld1oEq76wZyZIsTqksBdw98z75h9yquH2mRsaIwBLNpPM9Vmp8INAFRVTzO=w408-h306-k-no,true,8 am–4 pm,8 am–4 pm,8 am–12 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/pain+management+physician+in+Annapolis+MD/@38.9713816,-76.4790021,14z",2026-01-28T20:39:52.952Z,,
https://www.google.com/maps/place/Greater+Maryland+Pain+Management/data=!4m7!3m6!1s0x89b7f375f8d67775:0x40743a0a26d01f46!8m2!3d38.9872659!4d-76.5524094!16s%2Fg%2F11h5l5bqkf!19sChIJdXfW-HXzt4kRRh_QJgo6dEA,Greater Maryland Pain Management,4.4,17,Pain management physician,"130 Lubrano Dr Suite 112, Annapolis, MD 21401, United States","XCPX+W2 Annapolis, Maryland, USA",https://www.greatermarylandpainmanagement.com/contact-us/annapolis-md/,+1 410-672-2255,"Open · Closes 5 pm

Confirmed by phone call 5 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipNyJbn6ruD8zYz014mCWsx5Oio5JXRZBYwT4lhb=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Annapolis+MD/@38.9713816,-76.4790021,14z",2026-01-28T20:39:57.829Z,,
"https://www.google.com/maps/place/Bayshore+Medical+Group+I+Annapolis+Area+Knee,+Back,+%26+Joint+Pain+Clinic/data=!4m7!3m6!1s0x89b7f6f7243c4847:0xc9a27b8629e808ae!8m2!3d38.978218!4d-76.5609701!16s%2Fg%2F11b6j4zg44!19sChIJR0g8JPf2t4kRrgjoKYZ7osk","Bayshore Medical Group I Annapolis Area Knee, Back, & Joint Pain Clinic",5.0,223,Medical group,"185 Harry S. Truman Pkwy #100, Annapolis, MD 21401, United States","XCHQ+7J Annapolis, Maryland, USA",http://bayshoremedicalgroup.com/,+1 410-263-4171,Open · Closes 6 pm,,https://lh3.googleusercontent.com/p/AF1QipNFdJW5OpzioJRKcqVfLr8nesU36cMkKsPlawJ1=w408-h306-k-no,true,9 am–6 pm,8 am–6 pm,Closed,Closed,Closed,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/pain+management+physician+in+Annapolis+MD/@38.9713816,-76.4790021,14z",2026-01-28T20:40:02.781Z,,
https://www.google.com/maps/place/Greater+Maryland+Pain+Management/data=!4m7!3m6!1s0x89b7e5a7f9d45727:0x56ca71826a48db0e!8m2!3d39.0809642!4d-76.6877805!16s%2Fg%2F11b6t7ywqp!19sChIJJ1fU-aflt4kRDttIaoJxylY,Greater Maryland Pain Management,4.2,300,Pain management physician,"1130 Annapolis Rd, Odenton, MD 21113, United States","38J6+9V Odenton, Maryland, USA",https://www.greatermarylandpainmanagement.com/contact-us/odenton-md/,+1 410-672-2255,Open · Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipNaE4bYz3nX9YkPhWgCVFY97YhvtkFc84u31JSg=w408-h408-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Annapolis+MD/@38.9713816,-76.4790021,14z",2026-01-28T20:40:07.948Z,,
"https://www.google.com/maps/place/Dr.+Paul+W.+Davies,+MD/data=!4m7!3m6!1s0x89b7f12ce450e64f:0x80628ea83b7e3fe6!8m2!3d38.9864035!4d-76.5506987!16s%2Fg%2F1tzgkjsv!19sChIJT-ZQ5Czxt4kR5j9-O6iOYoA","Dr. Paul W. Davies, MD",5.0,3,Pain management physician,"116 Defense Hwy UNIT 402, Annapolis, MD 21401, United States","XCPX+HP Annapolis, Maryland, USA",,+1 410-571-2946,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YhPgH-P5GlI4vvMe1NIAbQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=323.46454&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Annapolis+MD/@38.9713816,-76.4790021,14z",2026-01-28T20:40:11.048Z,,
https://www.google.com/maps/place/Maryland+Pain+%26+Wellness+Center:+Henry+Achampong+MD+MS/data=!4m7!3m6!1s0x89b7eeed145eda65:0x575eebfb5394a269!8m2!3d38.99267!4d-76.700654!16s%2Fg%2F11f5t5dq0z!19sChIJZdpeFO3ut4kRaaKUU_vrXlc,Maryland Pain & Wellness Center: Henry Achampong MD MS,4.9,211,Pain management physician,"2200 Defense Hwy Ste 203, Crofton, MD 21114, United States","X7VX+3P Crofton, Maryland, USA",https://www.marylandpainandwellnesscenter.com/?utm_source=gmb_auth,+1 301-926-8400,Closes soon · 4 pm · Opens 8:30 am Thu,,https://lh3.googleusercontent.com/p/AF1QipPVRu7sgI-MC4Osar_mqu3l_Fx0TdgJ3s-7gg1o=w408-h306-k-no,true,9 am–4 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/pain+management+physician+in+Annapolis+MD/@38.9713816,-76.4790021,14z",2026-01-28T20:40:16.082Z,,
https://www.google.com/maps/place/All+Star+Pain+Management/data=!4m7!3m6!1s0x89b7f12fb58360b9:0x640e09e8f84cac19!8m2!3d38.9857014!4d-76.5577913!16s%2Fg%2F11c6r2z83f!19sChIJuWCDtS_xt4kRGaxM-OgJDmQ,All Star Pain Management,3.4,38,Pain control clinic,"166 Defense Hwy suite 300, Annapolis, MD 21401, United States","XCPR+7V Annapolis, Maryland, USA",https://allstarpainmanagement.com/?utm_source=GoogleMyBusiness&utm_medium=organic,+1 443-808-1808,Closes soon · 4 pm · Opens 8 am Thu,,https://lh3.googleusercontent.com/p/AF1QipPRDYSKcEQnnzBMJ4e3DQLkvKNc6Qahkh-62Yjx=w408-h272-k-no,true,8 am–4 pm,8 am–4 pm,8 am–2 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/pain+management+physician+in+Annapolis+MD/@38.9713816,-76.4790021,14z",2026-01-28T20:40:21.040Z,,
