placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,isBlackOwned,error
https://www.google.com/maps/place/KidzCare+Pediatrics+-+Hope+Mills/data=!4m7!3m6!1s0x89ab1421c8f8074b:0xd17d3085c089633b!8m2!3d34.9765625!4d-78.9526566!16s%2Fg%2F1thxrhnt!19sChIJSwf4yCEUq4kRO2OJwIUwfdE,KidzCare Pediatrics - Hope Mills,3.2,143,Pediatrician,"3436 N Main St, Hope Mills, NC 28348, United States","X2GW+JW Hope Mills, North Carolina, USA",https://kidzcare.com/find-us/?utm_source=google&utm_medium=organic&utm_campaign=gbphopemills,+1 910-426-7337,Closes soon · 6 pm · Opens 7:30 am Wed,https://lh3.googleusercontent.com/p/AF1QipMQRi0JGY0dn4bHelLofPyT6BLGLqJlafmR-rfD=w408-h306-k-no,true,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,Closed,Closed,7:30 am–6 pm,"https://www.google.com/maps/search/pediatrician+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2026-02-10T22:00:07.937Z,,,
https://www.google.com/maps/place/Rainbow+Pediatrics/data=!4m7!3m6!1s0x89ab16b7549486e9:0x36216dbb3032b369!8m2!3d34.9555604!4d-78.9398363!16s%2Fg%2F1tdmlbjf!19sChIJ6YaUVLcWq4kRabMyMLttITY,Rainbow Pediatrics,4.4,112,Pediatrician,"4469 S Main St, Hope Mills, NC 28348, United States","X346+63 Hope Mills, North Carolina, USA",https://www.rainbowpeds.net/hope-mills/?utm_source=gbp&utm_medium=organic&utm_campaign=location-listing-RPHO&y_source=1_MjAzMDg3ODUzNi03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 910-426-5430,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo3qwVClGFvUVI38Hza2ufH7CUu6lMRYUZFHlaaT0R1ZU2FwZgPgOenDNck39wLZh8Q6vXLVFRYqh9JCblbgz8S90vc0qovP2ACu5ke3QLNBttypGv1OC6g57A8l1MP-KPd88bq=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–4 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2026-02-10T22:00:13.628Z,,,
https://www.google.com/maps/place/KidzCare+Pediatrics+-+Fayetteville+%28All+American%29/data=!4m7!3m6!1s0x89ab137c99f36ba3:0xe2521b000bb1b59!8m2!3d35.0231839!4d-78.9238516!16s%2Fg%2F1tfzssl0!19sChIJo2vzmXwTq4kRWRu7ALAhJQ4,KidzCare Pediatrics - Fayetteville (All American),4.0,169,Pediatrician,"3115 Bordeaux Park Dr, Fayetteville, NC 28306, United States","23FG+7F Fayetteville, North Carolina, USA",https://kidzcare.com/find-us/?utm_source=google&utm_medium=organic&utm_campaign=gbpallamerican,+1 910-307-7337,Closed · Opens 8:30 am Wed,https://lh3.googleusercontent.com/p/AF1QipMq_oolGfVsCh9I24LNToUhw0PDRYiBmzMD6X4=w408-h305-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2026-02-10T22:00:18.356Z,,,
https://www.google.com/maps/place/KidzCare+Pediatrics+-+Spring+Lake/data=!4m7!3m6!1s0x89ab69a419d94f57:0xc2a32106221e2639!8m2!3d35.1787416!4d-78.9803338!16s%2Fg%2F1thl1qvp!19sChIJV0_ZGaRpq4kROSYeIgYho8I,KidzCare Pediatrics - Spring Lake,3.3,125,Pediatrician,"1022 N Bragg Blvd, Spring Lake, NC 28390, United States","52H9+FV Spring Lake, North Carolina, USA",https://kidzcare.com/find-us/,+1 910-495-7337,Closed · Opens 8:30 am Wed,https://lh3.googleusercontent.com/p/AF1QipPf5jJ1LRSiQFItug9p3J32FXHVBRyFlh2PGLPi=w408-h269-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Spring+Lake+Fayetteville+NC/@35.1740101,-79.0062789,14z",2026-02-10T22:00:31.234Z,,,
https://www.google.com/maps/place/Cape+Fear+Valley+Legacy+Pediatrics+North/data=!4m7!3m6!1s0x89ab691f6a504875:0xec4505a466b436e6!8m2!3d35.1796134!4d-78.9816836!16s%2Fg%2F11rxwdxz92!19sChIJdUhQah9pq4kR5ja0ZqQFRew,Cape Fear Valley Legacy Pediatrics North,3.4,39,Pediatrician,"1095 N Bragg Blvd #104, Spring Lake, NC 28390, United States","52H9+R8 Spring Lake, North Carolina, USA",https://www.capefearvalley.com/locations/cape-fear-valley-legacy-pediatrics-north,+1 910-339-6015,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipMWVGsRvK3XHMdhbZks8IIqzO3IR5Pn2vl0Sn4l=w408-h272-k-no,true,"8 am–12 pm, 1–4:30 pm","8 am–12 pm, 1–4:30 pm","8 am–12 pm, 1–4:30 pm",8 am–12 pm,Closed,Closed,"8 am–12 pm, 1–4:30 pm","https://www.google.com/maps/search/pediatrician+in+Spring+Lake+Fayetteville+NC/@35.1740101,-79.0062789,14z",2026-02-10T22:00:35.776Z,Identifies as veteran-owned,,
https://www.google.com/maps/place/KidzCare+Pediatrics+-+Fayetteville+%28Northside%29/data=!4m7!3m6!1s0x89ab6dd6fb20f5f7:0x7dbea6dd91b6b473!8m2!3d35.1372302!4d-78.8761377!16s%2Fg%2F1vfp9208!19sChIJ9_Ug-9Ztq4kRc7S2kd2mvn0,KidzCare Pediatrics - Fayetteville (Northside),3.9,153,Pediatrician,"5617 Ramsey St, Fayetteville, NC 28311, United States","44PF+VG Fayetteville, North Carolina, USA",https://kidzcare.com/find-us/,+1 910-423-7337,Closed · Opens 8:30 am Wed,https://lh3.googleusercontent.com/p/AF1QipMW2Baow68TboZuG2YUgRYT_IB79uheEdrRgaTQ=w408-h305-k-no,true,7:30 am–5 pm,8:30 am–5 pm,7:30 am–6 pm,7:30 am–6 pm,Closed,Closed,7:30 am–6 pm,"https://www.google.com/maps/search/pediatrician+in+Spring+Lake+Fayetteville+NC/@35.1740101,-79.0062789,14z",2026-02-10T22:00:40.323Z,,,
https://www.google.com/maps/place/Dr.+Tiffanie+R+Stauffer/data=!4m7!3m6!1s0x89ab69a419d94f57:0x362f1ba94b37c5d2!8m2!3d35.1788047!4d-78.9802741!16s%2Fg%2F1z44y5yn_!19sChIJV0_ZGaRpq4kR0sU3S6kbLzY,Dr. Tiffanie R Stauffer,,,Pediatrician,"1022 N Bragg Blvd, Spring Lake, NC 28390, United States","52H9+GV Spring Lake, North Carolina, USA",,+1 910-495-7337,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TAQeFSFlE85WWVTAkmc_Vw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=72.764206&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Spring+Lake+Fayetteville+NC/@35.1740101,-79.0062789,14z",2026-02-10T22:00:43.037Z,,,
https://www.google.com/maps/place/Rainbow+Pediatrics/data=!4m7!3m6!1s0x89ab6b5b4fe7b02d:0xda99bd70f39c0bd1!8m2!3d35.0608234!4d-78.9487884!16s%2Fg%2F11qnjnz89l!19sChIJLbDnT1trq4kR0Quc83C9mdo,Rainbow Pediatrics,4.8,121,Pediatrician,"341 S McPherson Church Rd, Fayetteville, NC 28303, United States","3362+8F Fayetteville, North Carolina, USA",https://www.rainbowpeds.net/fayetteville2/?utm_source=gbp&utm_medium=organic&utm_campaign=location-listing-RPMC&y_source=1_MjAzMDg3ODUzNy03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 910-920-4428,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipOMQyb3Wu8nta_XTuOajqmDSHxymA0uSLcfgqiQ=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–4 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Spring+Lake+Fayetteville+NC/@35.1740101,-79.0062789,14z",2026-02-10T22:00:47.945Z,,,
https://www.google.com/maps/place/Spring+Lake+Pediatrics/data=!4m7!3m6!1s0x89ab69a419d94f57:0x86d1a7123e9b49da!8m2!3d35.1811585!4d-78.9848091!16s%2Fg%2F1q6h_dwfv!19sChIJV0_ZGaRpq4kR2kmbPhKn0YY,Spring Lake Pediatrics,,,Children's hospital,"517B Hwy 210, Spring Lake, NC 28390, United States","52J8+F3 Spring Lake, North Carolina, USA",,+1 910-495-7337,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0Wx95Hh_pUxXgBPr-pDqIg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=249.85605&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Spring+Lake+Fayetteville+NC/@35.1740101,-79.0062789,14z",2026-02-10T22:00:50.805Z,,,
https://www.google.com/maps/place/Wee+care+pediatrics+Fayetteville+location/data=!4m7!3m6!1s0x89ab13b5902bb1b1:0x71bf181a2faa96a6!8m2!3d35.0398251!4d-78.9101557!16s%2Fg%2F11vkw9gb4p!19sChIJsbErkLUTq4kRppaqLxoYv3E,Wee care pediatrics Fayetteville location,4.8,25,Pediatric clinic,"2109 Valleygate Dr #101, Fayetteville, NC 28304, United States","23QQ+WW Fayetteville, North Carolina, USA",,+1 910-500-3393,Closed · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FW2_dWobYKDrCjQVzR-07g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=241.59584&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Spring+Lake+Fayetteville+NC/@35.1740101,-79.0062789,14z",2026-02-10T22:00:55.667Z,,,
