placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,error,attributes
https://www.google.com/maps/place/Main+Pediatrics/data=!4m7!3m6!1s0x89d372a99cc5cc93:0xbede95048b327a69!8m2!3d42.9455813!4d-78.8325368!16s%2Fg%2F11c1p5xwd1!19sChIJk8zFnKly04kRaXoyiwSV3r4,Main Pediatrics,4.2,105,Pediatrician,"2924 Main St, Buffalo, NY 14214, United States","W5W8+6X Buffalo, New York, USA",https://www.mhawny.com/locations/main-pediatrics/,+1 716-837-0995,Closes soon · 5 pm · Opens 9 am Wed,https://lh3.googleusercontent.com/p/AF1QipNV2n2y5-zM9xRBqGZY8XMnt1-ssd91cl6cl-qz=w408-h544-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+North+Buffalo+Buffalo+NY/@42.9509105,-78.8488584,14z",2026-02-10T21:53:57.158Z,,,
https://www.google.com/maps/place/Northtown+Pediatrics/data=!4m7!3m6!1s0x89d3726150f373af:0xd76c72e99870539!8m2!3d42.9787506!4d-78.8208344!16s%2Fg%2F1thvtpbw!19sChIJr3PzUGFy04kROQWHmS7Hdg0,Northtown Pediatrics,5.0,2,Pediatrician,"2114 Eggert Rd, Buffalo, NY 14226, United States","X5HH+GM Buffalo, New York, USA",http://www.northtownmedicalllc.com/,+1 716-838-3600,Closes soon · 5 pm · Opens 9 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3TwflOd2TOCy3jZfX6ynxg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=189.38295&pitch=0&thumbfov=100,false,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+North+Buffalo+Buffalo+NY/@42.9509105,-78.8488584,14z",2026-02-10T21:54:02.790Z,,,
https://www.google.com/maps/place/Allentown+Pediatric+%26+Adolescent+Medicine/data=!4m7!3m6!1s0x89d312581a0d2a03:0x4a3124cf0176a780!8m2!3d42.9328152!4d-78.9008205!16s%2Fg%2F11b6g9g_6z!19sChIJAyoNGlgS04kRgKd2Ac8kMUo,Allentown Pediatric & Adolescent Medicine,4.2,153,Medical clinic,"1775 Niagara St, Buffalo, NY 14207, United States","W3MX+4M Buffalo, New York, USA",http://www.allentownpeds.com/,+1 716-332-4472,Closed · Opens 8:30 am Wed,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo08l43InaekQVEvpa3KDrnQZBTGysAdzzs2vDN517_QHWtCk2ZHBlUHcrc1CNeyxMM2RhuGjB9bVSZuKc-hK1QNjvesplrL10qk_JZuHY9ptZkhTp8F4tPPASzl6XKIpuAGKPW9Q=w408-h544-k-no,true,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,Closed,Closed,8:30 am–4:30 pm,"https://www.google.com/maps/search/pediatrician+in+North+Buffalo+Buffalo+NY/@42.9509105,-78.8488584,14z",2026-02-10T21:54:07.458Z,,,
https://www.google.com/maps/place/Sheridan+Pediatrics/data=!4m7!3m6!1s0x89d372f7a508b003:0x95e265d179af7c0c!8m2!3d42.9710957!4d-78.8062804!16s%2Fg%2F1w347lmj!19sChIJA7AIpfdy04kRDHyvedFl4pU,Sheridan Pediatrics,4.5,31,Pediatrician,"605 Grover Cleveland Hwy, Buffalo, NY 14226, United States","X5CV+CF Buffalo, New York, USA",https://sheridanpediatrics.com/,+1 716-836-3300,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipOabMQEg1WkxRrEXYOldKvZnBE5l6UPQE1058ce=w532-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–4:30 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+North+Buffalo+Buffalo+NY/@42.9509105,-78.8488584,14z",2026-02-10T21:54:12.318Z,,,
https://www.google.com/maps/place/Delaware+Pediatrics+-+Buffalo/data=!4m7!3m6!1s0x89d36d3ba7a18f25:0x7c406fab066f3f01!8m2!3d42.9536173!4d-78.8695365!16s%2Fg%2F1tfb7k0b!19sChIJJY-hpztt04kRAT9vBqtvQHw,Delaware Pediatrics - Buffalo,3.9,77,Pediatrician,"2550 Delaware Ave, Buffalo, NY 14216, United States","X43J+C5 Buffalo, New York, USA",https://delawarepeds.com/location/,+1 716-884-0230,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqxkI4eGvfy5nAmCOWRKKf2GIUS8-qHYLlzse2SN75JamntK1wvVeXGW_WpNB9I4m8xfAznTVxqcZOJnvNQzjTzvO4eeOKS_8Ht75cWIkbIFG80xzjsZPfxdOzzYEHwNE0SNduzIg=w408-h306-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8–11:30 am,Closed,8 am–4:30 pm,"https://www.google.com/maps/search/pediatrician+in+North+Buffalo+Buffalo+NY/@42.9509105,-78.8488584,14z",2026-02-10T21:54:17.237Z,,,
https://www.google.com/maps/place/Holiday+Pediatrics/data=!4m7!3m6!1s0x89d372fd14b83727:0xe39b310c57a2d874!8m2!3d42.9638324!4d-78.7943889!16s%2Fg%2F1tdz5t9z!19sChIJJze4FP1y04kRdNiiVwwxm-M,Holiday Pediatrics,4.8,17,Pediatrician,"4201 Main St Suite 1, Amherst, NY 14226, United States","X674+G6 Eggertsville, New York, USA",,+1 716-446-1010,Closed · Opens 9 am Wed,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerw57BMSyQHJs5QlLkrz1JI5qYaAmRgmKizj15lKWGHAOmlKYd8I-Np5iIy9_ZDwD-F7bahuNwyf00qu0RquBvPMy5o3WUdxUbbhfz8mjGP03-MUNlczUYSl2F7WsM7JwXKloXB=w408-h544-k-no,false,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,Closed,9 am–4 pm,"https://www.google.com/maps/search/pediatrician+in+North+Buffalo+Buffalo+NY/@42.9509105,-78.8488584,14z",2026-02-10T21:54:21.586Z,,,
https://www.google.com/maps/place/Niagara+Street+Pediatrics/data=!4m7!3m6!1s0x89d3130c28559a15:0x6614f1a6f377d67a!8m2!3d42.9122991!4d-78.9007136!16s%2Fg%2F11ggrl_sqb!19sChIJFZpVKAwT04kRetZ386bxFGY,Niagara Street Pediatrics,1.9,99,Pediatrician,"1050 Niagara St, Buffalo, NY 14213, United States","W36X+WP Buffalo, New York, USA",https://www.ochbuffalo.org/care-treatment/primary-care-pediatrics?utm_source=extnet&utm_medium=yext,+1 716-768-7600,Closed · Opens 9 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ng_NT6AYDbfFMA6LpI0xxg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=81.02803&pitch=0&thumbfov=100,true,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/pediatrician+in+North+Buffalo+Buffalo+NY/@42.9509105,-78.8488584,14z",2026-02-10T21:54:26.262Z,,,
"https://www.google.com/maps/place/Cedar+Pediatrics:+Stephanie+Fretz,+M.D./data=!4m7!3m6!1s0x89d31337c5adb7f3:0xa21020d99b9c0578!8m2!3d42.9013905!4d-78.8697527!16s%2Fg%2F1vyn4v7l!19sChIJ87etxTcT04kReAWcm9kgEKI","Cedar Pediatrics: Stephanie Fretz, M.D.",4.8,123,Pediatrician,"1010 Main St, Buffalo, NY 14202, United States","W42J+H3 Buffalo, New York, USA",https://cedarpediatrics.org/,+1 716-277-0692,Open · Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipPaAn0ZpXdLq8I71PlYjBidw_27JLr2Jyn2fz65=w408-h544-k-no,true,9 am–6 pm,9 am–7 pm,9 am–6 pm,9 am–5 pm,Closed,Closed,9 am–7 pm,"https://www.google.com/maps/search/pediatrician+in+North+Buffalo+Buffalo+NY/@42.9509105,-78.8488584,14z",2026-02-10T21:54:30.761Z,Identifies as women-owned,,
https://www.google.com/maps/place/Delaware+Pediatric+Associates/data=!4m7!3m6!1s0x89d36d30ed238eed:0x221f1eb689566712!8m2!3d42.953622!4d-78.86953!16s%2Fg%2F11rvc_tcr8!19sChIJ7Y4j7TBt04kREmdWibYeHyI,Delaware Pediatric Associates,,,Pediatrician,"2550 Delaware Ave, Buffalo, NY 14216, United States","X43J+C5 Buffalo, New York, USA",https://delawarepeds.com/location/,+1 716-884-0230,Open · Closes 7:30 pm,https://lh3.googleusercontent.com/p/AF1QipMZJHNCx1fPdbkxRl0XnHhqtnAilLRijcPRB35F=w672-h240-k-no,true,8 am–7:30 pm,8 am–7:30 pm,8 am–7:30 pm,8 am–5 pm,8 am–12 pm,Closed,8 am–7:30 pm,"https://www.google.com/maps/search/pediatrician+in+North+Buffalo+Buffalo+NY/@42.9509105,-78.8488584,14z",2026-02-10T21:54:35.093Z,,,
https://www.google.com/maps/place/Buffalo+Pediatric+Associates+LLP/data=!4m7!3m6!1s0x89d312f13d37c93f:0xc152b0d3634bf6aa!8m2!3d42.9085814!4d-78.8685591!16s%2Fg%2F1tvr_q10!19sChIJP8k3PfES04kRqvZLY9OwUsE,Buffalo Pediatric Associates LLP,3.6,37,Pediatric clinic,"237 Linwood Ave, Buffalo, NY 14209, United States","W45J+CH Buffalo, New York, USA",https://buffalopediatric.com/,+1 716-884-8018,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipMbDpeiYrLK2QxWqnv3mIhg3J90HJ_aUp5pVwGJ=w408-h257-k-no,true,8 am–4:30 pm,8 am–6:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,"https://www.google.com/maps/search/pediatrician+in+North+Buffalo+Buffalo+NY/@42.9509105,-78.8488584,14z",2026-02-10T21:54:39.655Z,LGBTQ+ friendly,,
