placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,tuesday,wednesday,thursday,friday,saturday,sunday,monday,info,error
https://www.google.com/maps/place/Dr.+Jimmy+Strong/data=!4m7!3m6!1s0x86568e320268b2ad:0x6183dbf9c758e968!8m2!3d32.4704761!4d-99.7360191!16s%2Fg%2F1vtzhmng!19sChIJrbJoAjKOVoYRaOlYx_nbg2E,Dr. Jimmy Strong,4.6,10,Pediatrician,"1850 Hickory St #102, Abilene, TX 79601, United States","F7C7+5H Abilene, Texas, USA",http://www.pediatric-associates.com/,+1 325-677-2801,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweruv2gToqDQVy_pV7Gd1UHkAhLfGVM3PKakIXJMoMIGt8VCCNNK8UI_uzUE9hC7J0sQGHdXXFchEoI5YbKkFhqOj-R39_Rj8ZPaEZQHh83vCArpdzJpT0Vee1E8L4M8jgbsasQc=w480-h240-k-no,false,"https://www.google.com/maps/search/pediatrician+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2026-02-10T21:52:57.333Z,,,,,,,,,
https://www.google.com/maps/place/Abilene+Childrens+Medical+Association/data=!4m7!3m6!1s0x86568e2d6ef6f493:0xc7453746ca0064c2!8m2!3d32.4743249!4d-99.7335644!16s%2Fg%2F1v6p4q6s!19sChIJk_T2bi2OVoYRwmQAykY3Rcc,Abilene Childrens Medical Association,3.0,38,Pediatric clinic,"2150 Cedar St, Abilene, TX 79601, United States","F7F8+PH Abilene, Texas, USA",http://www.acmapediatric.com/,+1 325-677-6067,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=D1W_N1useC3KhUn5AZa35A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=190.81883&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2026-02-10T21:53:02.925Z,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–12 pm,Closed,8:30 am–5 pm,,
https://www.google.com/maps/place/Professional+Association+for+Pediatrics/data=!4m7!3m6!1s0x86568e320268b2ad:0x4a9f7465ccd1719f!8m2!3d32.470496!4d-99.7361!16s%2Fg%2F1tcy99qs!19sChIJrbJoAjKOVoYRn3HRzGV0n0o,Professional Association for Pediatrics,4.2,100,Association / Organization,"1850 Hickory St #102, Abilene, TX 79601, United States","F7C7+5H Abilene, Texas, USA",http://www.pediatric-associates.com/,+1 325-677-2801,Closes soon · 4:30 pm · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Pkg6eN0NnlIefWYNKiWCHg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=313.81122&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/pediatrician+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2026-02-10T21:53:08.216Z,"8 am–12 pm, 1–4:30 pm","8 am–12 pm, 1–4:30 pm","8 am–12 pm, 1–4:30 pm","8 am–12 pm, 1–4:30 pm",8 am–12 pm,Closed,"8 am–12 pm, 1–4:30 pm",,
https://www.google.com/maps/place/Wiley+Robert+D+MD/data=!4m7!3m6!1s0x86568e320268b2ad:0x78f38ae31e125401!8m2!3d32.4705622!4d-99.7360703!16s%2Fg%2F1tl4dfvj!19sChIJrbJoAjKOVoYRAVQSHuOK83g,Wiley Robert D MD,5.0,8,Pediatrician,"1850 Hickory St #102, Abilene, TX 79601, United States","F7C7+6H Abilene, Texas, USA",http://www.pediatric-associates.com/,+1 325-677-2801,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Pkg6eN0NnlIefWYNKiWCHg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=321.76736&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2026-02-10T21:53:12.959Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,8 am–5 pm,,
https://www.google.com/maps/place/Tuegel+A+Gregory+MD/data=!4m7!3m6!1s0x86568e320268b2ad:0x6d6de893d3ce9347!8m2!3d32.4704964!4d-99.7360995!16s%2Fg%2F1xpwk61h!19sChIJrbJoAjKOVoYRR5PO05PobW0,Tuegel A Gregory MD,4.6,9,Pediatrician,"1850 Hickory St #102, Abilene, TX 79601, United States","F7C7+5H Abilene, Texas, USA",http://www.pediatric-associates.com/,+1 325-677-2801,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Pkg6eN0NnlIefWYNKiWCHg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=313.88715&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2026-02-10T21:53:17.607Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,
https://www.google.com/maps/place/Claudia+Gomez/data=!4m7!3m6!1s0x86568e3221a8c3a5:0x8f45b31887d2a1bf!8m2!3d32.4705191!4d-99.735966!16s%2Fg%2F11qgb7737w!19sChIJpcOoITKOVoYRv6HShxizRY8,Claudia Gomez,3.0,12,Pediatrician,"1850 Hickory St #102, Abilene, TX 79601, United States","F7C7+6J Abilene, Texas, USA",https://www.hendrickhealth.org/find-a-provider/claudia-e-gomez-md/,+1 325-677-2801,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Pkg6eN0NnlIefWYNKiWCHg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=328.10562&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2026-02-10T21:53:22.438Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,,
"https://www.google.com/maps/place/Dr.+Ellen+B.+West,+MD/data=!4m7!3m6!1s0x86568e3202451c53:0x27827a216cd2c039!8m2!3d32.4704964!4d-99.7360995!16s%2Fg%2F11bysjnw1q!19sChIJUxxFAjKOVoYROcDSbCF6gic","Dr. Ellen B. West, MD",3.9,8,Pediatrician,"1850 Hickory St #102, Abilene, TX 79601, United States","F7C7+5H Abilene, Texas, USA",http://www.pediatric-associates.com/,+1 325-677-2801,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Pkg6eN0NnlIefWYNKiWCHg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=313.88715&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2026-02-10T21:53:24.995Z,,,,,,,,,
https://www.google.com/maps/place/Emily+Hart/data=!4m7!3m6!1s0x86568e3221a8c3a5:0xba63e907ca5298fe!8m2!3d32.4705191!4d-99.735966!16s%2Fg%2F11sh2bqnsz!19sChIJpcOoITKOVoYR_phSygfpY7o,Emily Hart,4.3,6,Pediatrician,"1850 Hickory St #102, Abilene, TX 796012334, United States","F7C7+6J Abilene, Texas, USA",https://www.hendrickhealth.org/find-a-provider/emily-c-hart-do/,+1 325-677-2801,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Pkg6eN0NnlIefWYNKiWCHg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=328.10562&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2026-02-10T21:53:27.756Z,,,,,,,,,
https://www.google.com/maps/place/Mc+Clatchy+Amy+C+MD/data=!4m7!3m6!1s0x86568e320268b2ad:0x3c5cfe36202808f7!8m2!3d32.4704964!4d-99.7360995!16s%2Fg%2F1tf5f4qd!19sChIJrbJoAjKOVoYR9wgoIDb-XDw,Mc Clatchy Amy C MD,3.5,13,Pediatrician,"1850 Hickory St #102, Abilene, TX 79601, United States","F7C7+5H Abilene, Texas, USA",http://www.pediatric-associates.com/,+1 325-677-2801,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Pkg6eN0NnlIefWYNKiWCHg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=313.88715&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2026-02-10T21:53:32.727Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,8 am–5 pm,,
https://www.google.com/maps/place/Dr.+Nathan+Speer/data=!4m7!3m6!1s0x86568e2d6f300001:0x175c54998fd784ac!8m2!3d32.4743024!4d-99.733588!16s%2Fg%2F11rwxg4r0y!19sChIJAQAwby2OVoYRrITXj5lUXBc,Dr. Nathan Speer,3.5,11,Pediatrician,"2150 Cedar St, Abilene, TX 79601, United States","F7F8+PH Abilene, Texas, USA",,+1 325-677-6067,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=J9_naTV10PJ5BfsmfPis9A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=344.0413&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2026-02-10T21:53:35.215Z,,,,,,,,,
