placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info,attributes,isBlackOwned,error
https://www.google.com/maps/place/Generator+Supercenter+of+Western+Mass/data=!4m7!3m6!1s0x89e6e1d0b1d97bcb:0xdfcb2a8ef96e594a!8m2!3d42.1389428!4d-72.6258652!16s%2Fg%2F11y0sjkjd2!19sChIJy3vZsdDh5okRSllu-Y4qy98,Generator Supercenter of Western Mass,5.0,8,Electric generator shop,"1285 Riverdale St, West Springfield, MA 01089, United States","49QF+HM West Springfield, Massachusetts, USA",https://generatorsupercenterofwesternmass.com/?utm_source=gbp&utm_medium=organic&utm_campaign=gbp_listing,+1 413-372-1000,"Open · Closes 5 pm

Confirmed by this business 12 weeks ago",https://lh3.googleusercontent.com/p/AF1QipPCNUy4V2SNmnQUgt-LYMHqbdt4cOErfWcp3ajU=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2026-01-28T20:16:54.281Z,,,,
https://www.google.com/maps/place/Generator+FM/data=!4m7!3m6!1s0x89e6e6cf93533049:0x8bd5e3c98da221c1!8m2!3d42.0974151!4d-72.604378!16s%2Fg%2F1tfqgv4l!19sChIJSTBTk8_m5okRwSGijcnj1Ys,Generator FM,5.0,3,Electrician,"178 New Bridge St, West Springfield, MA 01089, United States","39WW+X6 West Springfield, Massachusetts, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=UKjBCqFcqkDQm55GaX07KQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=311.54584&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2026-01-28T20:16:57.729Z,,,,
"https://www.google.com/maps/place/EPOS+Systems,+Inc./data=!4m7!3m6!1s0x89e6e0aebf895555:0x4ca839499461643a!8m2!3d42.1435122!4d-72.6224844!16s%2Fg%2F11h3vbt5g9!19sChIJVVWJv67g5okROmRhlEk5qEw","EPOS Systems, Inc.",5.0,79,Electrician,"161 Wayside Ave, West Springfield, MA 01089, United States","49VH+C2 West Springfield, Massachusetts, USA",https://www.eposhomes.com/,+1 413-241-6895,Closes soon · 4 pm · Opens 8 am Thu,https://lh3.googleusercontent.com/p/AF1QipPMYLI79wL25frJN68Z8iKO0SW5elLhqY8ZmXAY=w408-h544-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2026-01-28T20:17:03.039Z,,,,
https://www.google.com/maps/place/M%26M+Small+Engine+Repair/data=!4m7!3m6!1s0x89e6e6d20622ee9b:0x49a6f899004e8f34!8m2!3d42.0990599!4d-72.6097681!16s%2Fg%2F1hc4vgskm!19sChIJm-4iBtLm5okRNI9OAJn4pkk,M&M Small Engine Repair,4.6,87,Small engine repair service,"716 Union St, West Springfield, MA 01089, United States","39XR+J3 West Springfield, Massachusetts, USA",https://www.facebook.com/profile.php?id=100057337784428,+1 413-363-2424,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOLm6aiCidn34TYO9A5T5O0zSW1fykso2IIDWCr=w851-h240-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2026-01-28T20:17:07.718Z,,,,
https://www.google.com/maps/place/Assarian+Electric/data=!4m7!3m6!1s0x89e6e132f6532841:0xa50edcd617edb651!8m2!3d42.0991356!4d-72.6177782!16s%2Fg%2F1trtwbm4!19sChIJQShT9jLh5okRUbbtF9bcDqU,Assarian Electric,5.0,1,Electrician,"239 Western Ave, West Springfield, MA 01089, United States","39XJ+MV West Springfield, Massachusetts, USA",https://www.assarianelectric.com/,+1 413-785-1772,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ywusHWIPE8xa1mOk33vvpg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=79.93401&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2026-01-28T20:17:12.302Z,,,,
https://www.google.com/maps/place/Adams+Electric+LLC/data=!4m7!3m6!1s0x89e6dde7068913bf:0x56105c0e5998b0e6!8m2!3d42.3403421!4d-72.043856!16s%2Fg%2F11fwglxfy8!19sChIJvxOJBufd5okR5rCYWQ5cEFY,Adams Electric LLC,4.7,47,Electrician,,,http://adamselectricllcma.co/,+1 413-310-0365,Closes soon · 3:30 pm · Opens 7 am Thu,https://lh3.googleusercontent.com/p/AF1QipNXK6rjGwFbkQoCtPQEIAL8YQXtLncBg2eFIIb8=w408-h544-k-no,true,7 am–3:30 pm,7 am–3:30 pm,7 am–3:30 pm,Closed,Closed,7 am–3:30 pm,7 am–3:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2026-01-28T20:17:17.015Z,,,,
https://www.google.com/maps/place/Dutko+Electric/data=!4m7!3m6!1s0x89e6e8b91ab7704f:0x7169f71d38137bc8!8m2!3d42.0660288!4d-72.5002133!16s%2Fg%2F12631dyws!19sChIJT3C3Grno5okRyHsTOB33aXE,Dutko Electric,4.2,10,Electrician,"50 Heatherstone Dr, East Longmeadow, MA 01028, United States","3F8X+CW East Longmeadow, Massachusetts, USA",http://dutkoelectric.com/,+1 413-530-4403,Closes soon · 4 pm · Opens 7:30 am Thu,https://lh3.googleusercontent.com/p/AF1QipOuiITbptCffm9Ne9Fx4D5chEHMmVJ-KaTuj6AI=w722-h240-k-no,true,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,Closed,Closed,7:30 am–4 pm,7:30 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2026-01-28T20:17:21.795Z,,,,
https://www.google.com/maps/place/Cristian+Electric+Inc/data=!4m7!3m6!1s0x89e6e1457e0f102b:0x737bdf7510cd2f2f!8m2!3d42.0986134!4d-72.6473713!16s%2Fg%2F11kqqkdym3!19sChIJKxAPfkXh5okRLy_NEHXfe3M,Cristian Electric Inc,5.0,107,Electrician,"107 Dorwin Dr, West Springfield, MA 01089, United States","39X3+C3 West Springfield, Massachusetts, USA",https://www.cristianelectric.com/,+1 413-777-5076,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPyKu2EimhU90gSBSTSrnoX8vnBLP3vumHi46o4=w408-h612-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,8 am–1 pm,Closed,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2026-01-28T20:17:26.785Z,,,,
"https://www.google.com/maps/place/Goodless+Electric+Co.,+Inc./data=!4m7!3m6!1s0x89e6e6c4b9c150b5:0x680399d35c0869f7!8m2!3d42.0972412!4d-72.598379!16s%2Fg%2F1vp7067q!19sChIJtVDBucTm5okR92kIXNOZA2g","Goodless Electric Co., Inc.",4.3,18,Electrician,"100 Memorial Ave, West Springfield, MA 01089, United States","3CW2+VJ West Springfield, Massachusetts, USA",https://goodlesselectric.com/,+1 413-739-3835,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPGQC6-lCF1VtU_SKvrUkmdrnaoWjyECcd6joqz=w408-h272-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2026-01-28T20:17:31.655Z,,,,
https://www.google.com/maps/place/Sypek+Electrical+Service+Inc./data=!4m7!3m6!1s0xabb0644f468b6407:0xeb294a43d1dce8c9!8m2!3d42.1311014!4d-72.6375866!16s%2Fg%2F11ry7gth9h!19sChIJB2SLRk9ksKsRyejc0UNKKes,Sypek Electrical Service Inc.,4.5,15,Electrician,"302 Morgan Rd, West Springfield, MA 01089, United States","49J6+CX West Springfield, Massachusetts, USA",,+1 413-478-6706,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/p/AF1QipM4101y9Qc3hplaAhStdtRzV9rAdCVLqsxXy0oY=w408-h724-k-no,true,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,9:30 am–3:30 pm,9:30 am–3 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2026-01-28T20:17:36.419Z,,,,
