placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info
https://www.google.com/maps/place/Quad+Cities+Pediatrics+PC/data=!4m7!3m6!1s0x87e2366ce5708115:0xc4f886131007d829!8m2!3d41.5781807!4d-90.5132764!16s%2Fg%2F12605dk2b!19sChIJFYFw5Ww24ocRKdgHEBOG-MQ,Quad Cities Pediatrics PC,4.1,69,Pediatrician,"5510 Utica Ridge Rd #100, Davenport, IA 52807, United States","HFHP+7M Davenport, Iowa, USA",http://www.qcpeds.com/,+1 563-424-2025,Open · Closes 6:45 pm,https://lh3.googleusercontent.com/p/AF1QipNGK772UJcy4KpFsG1dV1Q1JLZTP6hyVVpqhaHF=w648-h240-k-no,true,"7–11:30 am, 1–6:45 pm","7–11:30 am, 1–6:45 pm","7–11:30 am, 1–6:45 pm","7–11:30 am, 1–6:45 pm",9 am–4:45 pm,9 am–4:45 pm,"7–11:30 am, 1–6:45 pm","https://www.google.com/maps/search/pediatrician+in+Davenport+IA+IA/@41.5237912,-90.576587,14z",2026-02-10T23:29:43.860Z,
"https://www.google.com/maps/place/Genesis+Health+Group,+Pediatrics+at+Genesis+HealthPlex,+Davenport/data=!4m7!3m6!1s0x87e234c8bb0b2d95:0xfeac473fc232f4c7!8m2!3d41.5606142!4d-90.6225672!16s%2Fg%2F1tf2ss79!19sChIJlS0Lu8g04ocRx_Qywj9HrP4","Genesis Health Group, Pediatrics at Genesis HealthPlex, Davenport",2.8,13,Pediatrician,"3200 W Kimberly Rd, Davenport, IA 52806, United States","H96G+6X Davenport, Iowa, USA",https://www.genesishealth.com/facilities/location-public-profile/ghg-pediatrics-davenport/,+1 563-421-0010,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipO4LiHHwnB6AoeuojaYPvQ680f3AhpQzE9p3RFM=w408-h270-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Davenport+IA+IA/@41.5237912,-90.576587,14z",2026-02-10T23:29:49.899Z,
https://www.google.com/maps/place/Dr.+Husam+Ghawi/data=!4m7!3m6!1s0x87e2349fc9e55555:0x5d5fbc3988620ef2!8m2!3d41.521025!4d-90.5805023!16s%2Fg%2F11qgb7m1qc!19sChIJVVXlyZ804ocR8g5iiDm8X10,Dr. Husam Ghawi,5.0,1,Pediatrician,"500 W River Dr, Davenport, IA 52801, United States","GCC9+CQ Davenport, Iowa, USA",,+1 563-336-3000,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=O7GHg33wMf8B6bO3i7OC6A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=349.16803&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Davenport+IA+IA/@41.5237912,-90.576587,14z",2026-02-10T23:29:53.255Z,
https://www.google.com/maps/place/CHC+Pediatrics+-+Davenport/data=!4m7!3m6!1s0x87e235ca78681757:0x70bbb21cab3be6e5!8m2!3d41.5210556!4d-90.5805019!16s%2Fg%2F11xsppmsbj!19sChIJVxdoeMo14ocR5eY7qxyyu3A,CHC Pediatrics - Davenport,,,Pediatrician,"500 W River Dr, Davenport, IA 52801, United States","GCC9+CQ Davenport, Iowa, USA",https://www.chcqca.org/,+1 563-336-3000,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipMMHpaqXWmng5V5s1K-7uN3waX2TLiGH8UBq_Ii=w408-h408-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Davenport+IA+IA/@41.5237912,-90.576587,14z",2026-02-10T23:29:58.325Z,
https://www.google.com/maps/place/Dr.+Richard+Blunk/data=!4m7!3m6!1s0x87e234fbd91aaaab:0x7a8b516ee694564e!8m2!3d41.5531645!4d-90.5685349!16s%2Fg%2F11qgb7jp9q!19sChIJq6oa2fs04ocRTlaU5m5Ri3o,Dr. Richard Blunk,4.0,4,Pediatrician,"415 E George Washington Blvd, Davenport, IA 52803, United States","HC3J+7H Davenport, Iowa, USA",,+1 563-200-1102,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=828tXkWqcWs51VfJn1X8YA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=179.48145&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Davenport+IA+IA/@41.5237912,-90.576587,14z",2026-02-10T23:30:01.234Z,
https://www.google.com/maps/place/Swetha+Kandula/data=!4m7!3m6!1s0x87e2349fc9e55555:0x7438634ad8ace0fd!8m2!3d41.521025!4d-90.5805023!16s%2Fg%2F11k3_jt647!19sChIJVVXlyZ804ocR_eCs2EpjOHQ,Swetha Kandula,3.0,2,Pediatrician,"500 W River Dr, Davenport, IA 52801, United States","GCC9+CQ Davenport, Iowa, USA",,+1 563-336-3000,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=O7GHg33wMf8B6bO3i7OC6A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=349.16803&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Davenport+IA+IA/@41.5237912,-90.576587,14z",2026-02-10T23:30:04.259Z,
https://www.google.com/maps/place/Growing+With+You+Pediatrics/data=!4m7!3m6!1s0x87e237000303a853:0xe9b832efb72d2c96!8m2!3d41.5567325!4d-90.5167177!16s%2Fg%2F11lcq8n1gs!19sChIJU6gDAwA34ocRliwtt-8yuOk,Growing With You Pediatrics,4.7,30,Medical clinic,"1075 Golden Valley Dr, Bettendorf, IA 52722, United States","HF4M+M8 Bettendorf, Iowa, USA",https://www.gwypeds.com/,+1 563-900-5996,Closed · Opens 7 am Wed,https://lh3.googleusercontent.com/p/AF1QipOvvxA0hZAdyxgBvzF4Llaw3RKiQ7k17pDlX_yC=w408-h544-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,7 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Davenport+IA+IA/@41.5237912,-90.576587,14z",2026-02-10T23:30:09.952Z,Identifies as women-owned
"https://www.google.com/maps/place/Dr.+Linda+S.+Ozaki,+MD/data=!4m7!3m6!1s0x87e2349e2cf2e51b:0x9a4bb668b362618d!8m2!3d41.520971!4d-90.580721!16s%2Fg%2F1tgcb1hn!19sChIJG-XyLJ404ocRjWFis2i2S5o","Dr. Linda S. Ozaki, MD",5.0,1,Pediatrician,"500 W River Dr, Davenport, IA 52801, United States","GCC9+9P Davenport, Iowa, USA",http://www.chcqca.org/,+1 563-336-3000,Closed · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=O7GHg33wMf8B6bO3i7OC6A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=312.94748&pitch=0&thumbfov=100,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Davenport+IA+IA/@41.5237912,-90.576587,14z",2026-02-10T23:30:14.876Z,
"https://www.google.com/maps/place/Elise+N.+Bream,+MD/data=!4m7!3m6!1s0x87e3cba266ed98fd:0xebca1ae269d13a96!8m2!3d41.5606022!4d-90.6225457!16s%2Fg%2F11h32cmckn!19sChIJ_ZjtZqLL44cRljrRaeIayus","Elise N. Bream, MD",5.0,1,Pediatrician,"3200 W Kimberly Rd, Davenport, IA 52806, United States","H96G+6X Davenport, Iowa, USA",https://www.genesishealth.com/doctor/doctors-public-profile/bream/,+1 563-421-0010,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipM2T-fAJNt-SIJcP4PNo3zwGR0SK-3cj2RBnrDA=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Davenport+IA+IA/@41.5237912,-90.576587,14z",2026-02-10T23:30:20.074Z,
"https://www.google.com/maps/place/UI+Health+Care+Stead+Family+Pediatrics,+Cardiology/data=!4m7!3m6!1s0x87e2345c491e8213:0xd6fd4b2d8d5fe9fd!8m2!3d41.5432238!4d-90.5558017!16s%2Fg%2F1tglnfyk!19sChIJE4IeSVw04ocR_elfjS1L_dY","UI Health Care Stead Family Pediatrics, Cardiology",3.0,4,Pediatric cardiologist,"1236 E Rusholme St #100, Davenport, IA 52803, United States","GCVV+7M Davenport, Iowa, USA",https://uihc.org/childrens/locations/davenport-east-rusholme-street/davenport-east-rusholme-street,+1 563-344-7810,Closed · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YKmRf7DA0gfSL_7yJYc1gg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=35.432087&pitch=0&thumbfov=100,true,8 am–4 pm,8 am–4 pm,8 am–12 pm,Closed,Closed,Closed,8 am–4 pm,"https://www.google.com/maps/search/pediatrician+in+Davenport+IA+IA/@41.5237912,-90.576587,14z",2026-02-10T23:30:25.027Z,
