placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,isBlackOwned,attributes
https://www.google.com/maps/place/Kids+Are+Great+Pediatrics/data=!4m7!3m6!1s0x87134566430ed3b1:0xe2282ea4dcd7b712!8m2!3d38.8607392!4d-104.8171214!16s%2Fg%2F1tg9t44f!19sChIJsdMOQ2ZFE4cRErfX3KQuKOI,Kids Are Great Pediatrics,2.6,153,Medical clinic,"320 E Fontanero St Suite 308, Colorado Springs, CO 80907, United States","V56M+75 Colorado Springs, Colorado, USA",https://www.kidsaregreatpediatrics.com/,+1 719-577-4200,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=uiiP-cS_tjXx-RNhi0ZlvA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=163.47546&pitch=0&thumbfov=100,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Manitou+Springs+Colorado+Springs+CO/@38.8575579,-104.9128177,14z",2026-02-10T21:54:31.238Z,,,
https://www.google.com/maps/place/Iron+Horse+Pediatrics/data=!4m7!3m6!1s0x8713451bba7dd375:0x4f06493a4b2e8719!8m2!3d38.8297553!4d-104.793517!16s%2Fg%2F1td2vb_d!19sChIJddN9uhtFE4cRGYcuSzpJBk8,Iron Horse Pediatrics,3.8,203,Pediatrician,"175 S Union Blvd #255, Colorado Springs, CO 80910, United States","R6H4+WH Colorado Springs, Colorado, USA",http://ironhorsepeds.com/,+1 719-633-3850,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepJbj9MFFIvQVYs5d1_FdnQXB7x5UnVXRaLVCrz2fPlYPdZeFEUZdKj3qJ8Uzw-6bgKK0Q16q47B-RC44eEmz4-Z8LHkuGElwnwkR8JN1Pc3vWACc3x2Z-hdI8iLiPh-UGgGItlew=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Manitou+Springs+Colorado+Springs+CO/@38.8575579,-104.9128177,14z",2026-02-10T21:54:37.415Z,,,
https://www.google.com/maps/place/Optum+Southwest+Pediatrics/data=!4m7!3m6!1s0x8713449a0ad10199:0x4484d3e5b09c5ae3!8m2!3d38.7956072!4d-104.8145466!16s%2Fg%2F1tfd7fb0!19sChIJmQHRCppEE4cR41qcsOXThEQ,Optum Southwest Pediatrics,3.1,51,Medical clinic,"2610 Tenderfoot Hill St, Colorado Springs, CO 80906, United States","Q5WP+65 Colorado Springs, Colorado, USA",,+1 719-522-1134,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPRyH7icttEYns-uT5NH9aMEOgexLQHS0sZ_lYV=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Manitou+Springs+Colorado+Springs+CO/@38.8575579,-104.9128177,14z",2026-02-10T21:54:42.290Z,,,
"https://www.google.com/maps/place/Dr.+Kerri+M.+Bagnall,+MD/data=!4m7!3m6!1s0x8713451bba7dd375:0xffc1413b0a44b9e8!8m2!3d38.8399941!4d-104.8235296!16s%2Fg%2F1tj33lc5!19sChIJddN9uhtFE4cR6LlECjtBwf8","Dr. Kerri M. Bagnall, MD",4.2,10,Pediatrician,"Chase Bank Building, 402 N Tejon St #200, Colorado Springs, CO 80903, United States","R5QG+XH Colorado Springs, Colorado, USA",,+1 719-633-3850,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4wkbWiQJ0ChTy58OdUC0SA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=271.27078&pitch=0&thumbfov=100,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Manitou+Springs+Colorado+Springs+CO/@38.8575579,-104.9128177,14z",2026-02-10T21:54:47.168Z,,,
https://www.google.com/maps/place/Maynard+Edward+MD/data=!4m7!3m6!1s0x8713451bba7dd375:0x7af5ffc90aefbecb!8m2!3d38.8328258!4d-104.814425!16s%2Fg%2F1td38pxr!19sChIJddN9uhtFE4cRy77vCsn_9Xo,Maynard Edward MD,5.0,1,Pediatrician,"555 E Pikes Peak Ave suite 200, Colorado Springs, CO 80903, United States","R5MP+46 Colorado Springs, Colorado, USA",http://www.ironhorsepeds.com/,+1 719-633-3850,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=DFHeTIS-dbtlk8jAuraF0A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=109.281105&pitch=0&thumbfov=100,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Manitou+Springs+Colorado+Springs+CO/@38.8575579,-104.9128177,14z",2026-02-10T21:54:51.859Z,,,
https://www.google.com/maps/place/Pediatric+Health+Center+at+International+Circle+-+Peak+Vista+Community+Health+Centers/data=!4m7!3m6!1s0x871345455a87906f:0xbf3b98c8bd38c6e4!8m2!3d38.8265373!4d-104.7879209!16s%2Fg%2F11mvq44vgk!19sChIJb5CHWkVFE4cR5MY4vciYO78,Pediatric Health Center at International Circle - Peak Vista Community Health Centers,2.0,42,Pediatrician,"2828 International Cir Suite 140, Colorado Springs, CO 80910, United States","R6G6+JR Colorado Springs, Colorado, USA",https://www.peakvista.org/location/pediatric-health-center-international-circle-colorado-springs-co-80910,+1 719-632-5700,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoIWTp4fOmoIi8tl8qfTcDF1Fwi9bSa4Wu1vOz_7-OlFame4UQl3qQlCJ760U3VLNyACYr-rBVKWKA9M9FVZK4HUcn5Qmixxuq2fDFuqIXTzJCEBe98dtNvLeQug0OXGmRjejIwyNoU84tH=w408-h306-k-no,true,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,Closed,Closed,7:30 am–6 pm,"https://www.google.com/maps/search/pediatrician+in+Manitou+Springs+Colorado+Springs+CO/@38.8575579,-104.9128177,14z",2026-02-10T21:54:56.965Z,,,
"https://www.google.com/maps/place/Mulder+Erica+MD/@38.8329804,-104.8142614,17z/data=!3m1!4b1!4m6!3m5!1s0x8713451bba7dd375:0x1977550b62a21566!8m2!3d38.8329804!4d-104.8142614!16s%2Fg%2F1tdgkqc0",Mulder Erica MD,3.3,6,Pediatrician,"555 E Pikes Peak Ave # 200, Colorado Springs, CO 80903, United States","R5MP+57 Colorado Springs, Colorado, USA",http://www.ironhorsepeds.com/,+1 719-633-3850,Open · Closes 5 pm,,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Manitou+Springs+Colorado+Springs+CO/@38.8575579,-104.9128177,14z",2026-02-10T21:55:04.033Z,,,
https://www.google.com/maps/place/Straka+Pediatric+Therapies/data=!4m7!3m6!1s0x8713456bc8ff2c03:0x3e569af4644d7397!8m2!3d38.8977389!4d-104.8336055!16s%2Fg%2F1tff3h5y!19sChIJAyz_yGtFE4cRl3NNZPSaVj4,Straka Pediatric Therapies,4.8,20,Speech pathologist,"4565 Hilton Pkwy Suite 101, Colorado Springs, CO 80907, United States","V5X8+3H Colorado Springs, Colorado, USA",https://www.strakaspeech.com/,+1 719-633-9114,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqniErEx-5rFlGe_5t8TX9r6rLRFh4sePHxjjYB7jc28E5zt3QQizNhnIsCf_9bPuk95xx80Rja-OdUsuNr11ay4oa401okZd0oqurS71t2IT4JnUz-vByMVvpZnYO5_l8hyoctzg=w408-h304-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,Closed,8 am–6 pm,"https://www.google.com/maps/search/pediatrician+in+Manitou+Springs+Colorado+Springs+CO/@38.8575579,-104.9128177,14z",2026-02-10T21:55:08.858Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/CommonSpirit+Pediatrics+North+Care/data=!4m7!3m6!1s0x8713490d611d16e9:0xf843c7571d717584!8m2!3d38.939574!4d-104.7168676!16s%2Fg%2F11hbnsxpfs!19sChIJ6RYdYQ1JE4cRhHVxHVfHQ_g,CommonSpirit Pediatrics North Care,4.3,194,Pediatrician,"6071 E Woodmen Rd #225, Colorado Springs, CO 80923, United States","W7QM+R7 Colorado Springs, Colorado, USA",https://www.mountain.commonspirit.org/location/commonspirit-pediatrics-north-care,+1 719-571-7130,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Vjvf9ygPYoFUdDwFUKE2Fg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=268.6758&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Manitou+Springs+Colorado+Springs+CO/@38.8575579,-104.9128177,14z",2026-02-10T21:55:13.856Z,,,
https://www.google.com/maps/place/Mountain+View+Medical+Group+ABC+Pediatrics/data=!4m7!3m6!1s0x87134c1b63632c27:0x23be172a607bf3a7!8m2!3d38.9601136!4d-104.7839094!16s%2Fg%2F1tmqm774!19sChIJJyxjYxtME4cRp_N7YCoXviM,Mountain View Medical Group ABC Pediatrics,3.1,115,Medical clinic,"2405 Research Pkwy, Colorado Springs, CO 80920, United States","X668+2C Colorado Springs, Colorado, USA",,+1 719-574-9191,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Ur1a7i3XVDggLOE3XDwdKw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=84.50553&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Manitou+Springs+Colorado+Springs+CO/@38.8575579,-104.9128177,14z",2026-02-10T21:55:18.762Z,,,
