placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info,isBlackOwned,attributes
"https://www.google.com/maps/place/NuVation+Pain+Group:+Phillip+Lim,+DO,+MPH/data=!4m7!3m6!1s0x80c2c74475f1ada5:0x765d64e4f996cb56!8m2!3d34.0648625!4d-118.2875647!16s%2Fg%2F11gtg8v40x!19sChIJpa3xdUTHwoARVsuW-eRkXXY","NuVation Pain Group: Phillip Lim, DO, MPH",4.7,74,Pain management physician,"505 S Virgil Ave #206, Los Angeles, CA 90020, United States","3P76+WX Los Angeles, California, USA",https://www.nuvationpain.com/,+1 213-622-0021,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNLOW7_CL459a-L0buSAAg8QNPrdU_cGkoVrddj=w408-h271-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2026-01-28T20:59:50.468Z,,,
https://www.google.com/maps/place/Synovation+Medical+Group+-+Los+Angeles/data=!4m7!3m6!1s0x80c2c70a04e0fd75:0xdc235255005904f4!8m2!3d34.0531932!4d-118.2638542!16s%2Fg%2F11ncmsn58m!19sChIJdf3gBArHwoAR9ARZAFVSI9w,Synovation Medical Group - Los Angeles,4.4,204,Pain management physician,"1127 Wilshire Blvd Ste 800, Los Angeles, CA 90017, United States","3P3P+7F Los Angeles, California, USA",https://www.synovationmedicalgroup.com/location/los-angeles-dtla/,+1 213-839-1119,Open · Closes 4 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep6IXG3T5YkOXgd71DhW2h0BC92NLfgg5I2Fyc8AiXX93NcLIID02ZboQSM0h05p23k-7A4wZYu9SUuxZxpjfEDA7fm5yi7igHVPCwie9dwRPAVuBrt2H1ExWPkhHN-WvOaP54vF6Dp78Fr=w408-h508-k-no,true,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,Closed,Closed,7:30 am–4 pm,7:30 am–4 pm,"https://www.google.com/maps/search/pain+management+physician+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2026-01-28T20:59:56.682Z,,,
https://www.google.com/maps/place/Pacific+Pain+%26+Regenerative+Medicine+-+Los+Angeles/data=!4m7!3m6!1s0x80dd2143030b02eb:0x9a52cd022eb5d466!8m2!3d34.0361877!4d-118.2666672!16s%2Fg%2F11gv0rsxrh!19sChIJ6wILA0Mh3YARZtS1LgLNUpo,Pacific Pain & Regenerative Medicine - Los Angeles,4.6,15,Doctor,"1513 S Grand Ave Suite 380, Los Angeles, CA 90015, United States","2PPM+F8 Los Angeles, California, USA",https://pacificpainfree.com/,+1 213-536-5130,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNhTbsLoNDSmSNKPevMowFDzIwoaEqHkB_zTc3d=w408-h612-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2026-01-28T21:00:01.609Z,,,
https://www.google.com/maps/place/Daniel+Pain+Clinic/data=!4m7!3m6!1s0x80c2c74ac9917b47:0xaaaee10f9b559a49!8m2!3d34.0644869!4d-118.2866838!16s%2Fg%2F11s30kpzw2!19sChIJR3uRyUrHwoARSZpVmw_hrqo,Daniel Pain Clinic,4.9,61,Acupuncture clinic,"5th floor, 520 S Virgil Ave #503, Los Angeles, CA 90020, United States","3P77+Q8 Los Angeles, California, USA",https://www.danielpainclinic.com/,+1 213-808-3800,"Open · Closes 7 pm

Updated by this business 6 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAwercT5CDYHCB2YHVBgoYeRAqPzkmRBj3hRtqWqPDLn9p_VLzcjsCpfdbsgAz9eX-XSU31tHihKOY0ebN0hlazd3_ii3hQxZKUtKobaFol8jK3WsYRM2qLg48KUTOFD5ZPfxSqsJD=w408-h861-k-no,true,8:30 am–7 pm,8:30 am–7 pm,8:30 am–7 pm,9 am–2 pm,Closed,8:30 am–7 pm,8:30 am–7 pm,"https://www.google.com/maps/search/pain+management+physician+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2026-01-28T21:00:06.515Z,,,
https://www.google.com/maps/place/Keck+Medicine+of+USC+-+USC+Pain+Center+%28HC2%29/data=!4m7!3m6!1s0x80c2c5d92a37afcd:0xc071b768dcd05c75!8m2!3d34.0626204!4d-118.2027107!16s%2Fg%2F1tctrym7!19sChIJza83KtnFwoARdVzQ3Gi3ccA,Keck Medicine of USC - USC Pain Center (HC2),3.7,9,Pain control clinic,"1520 San Pablo St #3450, Los Angeles, CA 90033, United States","3Q7W+2W Los Angeles, California, USA",https://www.keckmedicine.org/locations/los-angeles/1520-san-pablo-st/,+1 800-872-2273,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMDT1dpMbQSAsXiJjMy3hRwewPF7CTizvPTsFO8=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2026-01-28T21:00:11.268Z,,,
https://www.google.com/maps/place/California+Pain+Management+Group+Inc./data=!4m7!3m6!1s0x80c2c713dcc94b9d:0x13effe75af899412!8m2!3d34.0529374!4d-118.2931218!16s%2Fg%2F11rwx55p51!19sChIJnUvJ3BPHwoAREpSJr3X-7xM,California Pain Management Group Inc.,5.0,9,Pain control clinic,"2727 W Olympic Blvd Suite 209, Los Angeles, CA 90006, United States","3P34+5Q Los Angeles, California, USA",,+1 213-423-0939,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CoG-aZDk9ZH-4LOG4XDxlg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=352.48856&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2026-01-28T21:00:14.173Z,,,
https://www.google.com/maps/place/La+Pain+%26+Wellness+Institute/data=!4m7!3m6!1s0x80c2c7a5129f507d:0xbd9090490aa717e4!8m2!3d34.0538411!4d-118.2659098!16s%2Fg%2F1vgx1086!19sChIJfVCfEqXHwoAR5BenCkmQkL0,La Pain & Wellness Institute,3.5,8,Medical clinic,"1245 Wilshire Blvd # 403, Los Angeles, CA 90017, United States","3P3M+GJ Los Angeles, California, USA",http://www.lapain.net/,+1 213-482-1046,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=E9JeY1ydvBC1i3P-ft2Zvw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=32.399723&pitch=0&thumbfov=100,false,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2026-01-28T21:00:19.031Z,,,
https://www.google.com/maps/place/New+Hope+Pain+Center+l+%EC%97%98%EC%97%90%EC%9D%B4+%ED%86%B5%EC%A6%9D+%EB%B3%91%EC%9B%90%E3%85%A3%EC%B9%B4%EC%9D%B4%EB%A1%9C%ED%94%84%EB%9E%99%ED%84%B0+Chiropractor/data=!4m7!3m6!1s0x80c2b889a761ee6b:0xf137aa2a313d25e5!8m2!3d34.0528558!4d-118.315023!16s%2Fg%2F12ll1trg7!19sChIJa-5hp4m4woAR5SU9MSqqN_E,New Hope Pain Center l 엘에이 통증 병원ㅣ카이로프랙터 Chiropractor,5.0,140,Chiropractor,"3511 W Olympic Blvd #204, Los Angeles, CA 90019, United States","3M3M+4X Los Angeles, California, USA",https://www.newhopepaincenter.com/,+1 323-733-1222,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMLYhNzMkECQtG0jsR6GRDuoknOCjtdwEKzEyYP=w408-h544-k-no,true,9 am–5 pm,10 am–7 pm,9 am–5 pm,8 am–1:30 pm,Closed,9 am–7 pm,9 am–7 pm,"https://www.google.com/maps/search/pain+management+physician+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2026-01-28T21:00:23.772Z,,,
https://www.google.com/maps/place/TOPS+Institute+-+Pain+Management/data=!4m7!3m6!1s0x80c2b92c6d414e8d:0xa9b1b9bb038a3adb!8m2!3d34.0654633!4d-118.3724015!16s%2Fg%2F11sj94trr3!19sChIJjU5BbSy5woAR2zqKA7u5sak,TOPS Institute - Pain Management,5.0,63,Pain management physician,"640 S San Vicente Blvd Suite 389, Los Angeles, CA 90048, United States","3J8H+52 Los Angeles, California, USA",http://www.topsdoctors.com/,+1 310-694-9494,Open · Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipOwyTvfFhjCEtfZLsSjQrVQPORa7cyGSDsbybNX=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,10 am–4 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/pain+management+physician+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2026-01-28T21:00:28.681Z,,,
"https://www.google.com/maps/place/Dr.+Jorge+D.+Minor,+MD/data=!4m7!3m6!1s0x80c2c7a5129f507d:0xd2658365d6c0a317!8m2!3d34.0541467!4d-118.265892!16s%2Fg%2F1vn9pc3w!19sChIJfVCfEqXHwoARF6PA1mWDZdI","Dr. Jorge D. Minor, MD",3.7,21,Pain management physician,"1245 Wilshire Blvd # 403, Los Angeles, CA 90017, United States","3P3M+MJ Los Angeles, California, USA",http://www.lapain.net/,+1 213-482-1046,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fy6gEH0gBhg8ycaU43uLAw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=200.22203&pitch=0&thumbfov=100,false,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2026-01-28T21:00:33.560Z,,,
