placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,isBlackOwned,attributes
https://www.google.com/maps/place/Cardinal+Pediatrics/data=!4m7!3m6!1s0x89e3a5ed12a73e81:0xfc0214fc833fb82!8m2!3d42.6470545!4d-71.3402605!16s%2Fg%2F11fpn20g_c!19sChIJgT6nEu2l44kRgvszyE8hwA8,Cardinal Pediatrics,4.8,270,Medical clinic,"275 Varnum Ave STE 204, Lowell, MA 01854, United States","JMW5+RV Lowell, Massachusetts, USA",https://www.cardinalpd.com/,+1 978-452-1666,Closed · Opens 8:30 am Wed,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipO11ntn7IhHyN02GiXAuZkvAErw7azEdrawMcaJ=w408-h354-k-no,true,8:30 am–4 pm,8:30 am–5 pm,8:30 am–6:30 pm,8:30 am–4 pm,9 am–12:30 pm,Closed,8:30 am–6:30 pm,"https://www.google.com/maps/search/pediatrician+in+Lowell+MA/@42.6458914,-71.3127093,14z",2026-02-10T23:56:34.162Z,,
"https://www.google.com/maps/place/Carolyn+Coughlan,+PNP-BC/data=!4m7!3m6!1s0x89e3a5dc78d3dae7:0xa44edf91ae871d25!8m2!3d42.6469105!4d-71.3404714!16s%2Fg%2F11sdn7tknw!19sChIJ59rTeNyl44kRJR2HrpHfTqQ","Carolyn Coughlan, PNP-BC",4.9,147,Pediatrician,"275 Varnum Ave Suite 204, Lowell, MA 01854, United States","JMW5+QR Lowell, Massachusetts, USA",http://www.cardinalpd.com/?utm_source=gmb_auth,+1 978-452-1666,Closed · Opens 8:30 am Wed,,https://lh3.googleusercontent.com/p/AF1QipMrQJ6LMjS18REtzOV2COAdPfxQqoJS4F-nicZV=w408-h544-k-no,true,8:30 am–5:45 pm,8:30 am–6 pm,8:30 am–6:30 pm,8:30 am–5 pm,8:30 am–1 pm,Closed,8 am–6 pm,"https://www.google.com/maps/search/pediatrician+in+Lowell+MA/@42.6458914,-71.3127093,14z",2026-02-10T23:56:38.893Z,,
https://www.google.com/maps/place/Greater+Lowell+Pediatrics+at+Lowell/data=!4m7!3m6!1s0x89e3a43b7bc9230b:0x9940b346f9c9b632!8m2!3d42.6450952!4d-71.3011904!16s%2Fg%2F1td43hw4!19sChIJCyPJezuk44kRMrbJ-UazQJk,Greater Lowell Pediatrics at Lowell,3.8,24,Pediatric clinic,"33 Bartlett St STE 305, Lowell, MA 01852, United States","JMWX+2G Lowell, Massachusetts, USA",http://www.greaterlowellpediatrics.com/,+1 978-452-2200,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/p/AF1QipOoBkTfE4EEwDAO5ygw4Ga0fzLYihUOtQ6wHArS=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8:30 am–12 pm,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Lowell+MA/@42.6458914,-71.3127093,14z",2026-02-10T23:56:43.762Z,,
"https://www.google.com/maps/place/Beril+Bayrak,+MD/data=!4m7!3m6!1s0x89e3a511f7e7a38f:0x7dba4b1baf16f8e4!8m2!3d42.6475486!4d-71.3403513!16s%2Fg%2F11t85qgz4q!19sChIJj6Pn9xGl44kR5PgWrxtLun0","Beril Bayrak, MD",4.9,87,Pediatrician,"275 Varnum Ave Suite 204, Lowell, MA 01854, United States","JMX5+2V Lowell, Massachusetts, USA",http://www.cardinalpd.com/?utm_source=gmb_auth,+1 978-452-1666,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=pjYSvVHnYf05_Stk8ZzwVA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=345.40695&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Lowell+MA/@42.6458914,-71.3127093,14z",2026-02-10T23:56:46.651Z,,
"https://www.google.com/maps/place/Purnima+Baranwal,+MD/data=!4m7!3m6!1s0x89e3a540d9f46ad9:0xf43bf27e5e7c2ecd!8m2!3d42.6470538!4d-71.3402638!16s%2Fg%2F11h8wtzcrj!19sChIJ2Wr02UCl44kRzS58Xn7yO_Q","Purnima Baranwal, MD",4.9,114,Pediatrician,"275 Varnum Ave Suite 204, Lowell, MA 01854, United States","JMW5+RV Lowell, Massachusetts, USA",https://www.cardinalpd.com/?utm_source=gmb_auth,+1 978-452-1666,Closed · Opens 8:30 am Wed,,https://lh3.googleusercontent.com/p/AF1QipPFcskwZJOotqnqkKz1-YmigeLglV3Qvg8NiHkL=w408-h354-k-no,true,8:30 am–4 pm,8:30 am–5 pm,8:30 am–6:30 pm,8:30 am–4 pm,9 am–12:30 pm,Closed,8:30 am–6:30 pm,"https://www.google.com/maps/search/pediatrician+in+Lowell+MA/@42.6458914,-71.3127093,14z",2026-02-10T23:56:51.518Z,,
https://www.google.com/maps/place/Cardinal+Pediatrics/data=!4m7!3m6!1s0x89e3a3ee849a4aa9:0xdf4d22642ac63792!8m2!3d42.6238573!4d-71.3594974!16s%2Fg%2F11sq1m1__9!19sChIJqUqahO6j44kRkjfGKmQiTd8,Cardinal Pediatrics,4.8,186,Medical clinic,"1 Courthouse Ln Unit 1, Chelmsford, MA 01824, United States","JJFR+G6 Chelmsford, Massachusetts, USA",https://www.cardinalpd.com/,+1 978-934-9474,Closed · Opens 9 am Wed,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipOrw5XL4_1GwtwQb2L-GBk_VFT9yygVMZcs-gIF=w408-h306-k-no,true,9 am–5 pm,9 am–12:30 pm,9 am–12:30 pm,9 am–5 pm,Closed,Closed,8 am–4 pm,"https://www.google.com/maps/search/pediatrician+in+Lowell+MA/@42.6458914,-71.3127093,14z",2026-02-10T23:56:55.929Z,,
"https://www.google.com/maps/place/Loretta+Chou,+MD,+Lowell+Community+Health+Center/data=!4m7!3m6!1s0x89e3ba77d9455555:0x7d23de2422ef5cd0!8m2!3d42.6422153!4d-71.3102381!16s%2Fg%2F11p079x976!19sChIJVVVF2Xe644kR0FzvIiTeI30","Loretta Chou, MD, Lowell Community Health Center",5.0,82,Pediatrician,"100 Jackson St, Lowell, MA 01854, United States","JMRQ+VW Lowell, Massachusetts, USA",https://www.lchealth.org/,+1 978-937-9700,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/p/AF1QipOGe0TpRCp5Qwt4CaXjg4fuoUGd79wN4LZvmXJC=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,12–8 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Lowell+MA/@42.6458914,-71.3127093,14z",2026-02-10T23:57:00.271Z,,
https://www.google.com/maps/place/DrumHill+Pediatrics/data=!4m7!3m6!1s0x89e3a35bde91505f:0x5bd5eb7b49bfbf2d!8m2!3d42.6254872!4d-71.365203!16s%2Fg%2F1tfpw8rb!19sChIJX1CR3luj44kRLb-_SXvr1Vs,DrumHill Pediatrics,4.1,40,Children's hospital,"20 Research Pl #200, North Chelmsford, MA 01863, United States","JJGM+5W North Chelmsford, Chelmsford, MA, USA",http://drumhillpediatrics.com/,+1 978-256-2828,Closed · Opens 8:15 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq6NyXdTh_EKEiA4nONeRuHsIa50NilrPVphAN5GsI2cIPeTdP-M5KJLlzBXHKeolAPQGlPwOR6AvscnS9QGJIeByndW4m6eGlZWvGXaVXaR31qJfq816AL7YxQuqMMAFzpbus=w408-h306-k-no,true,8:15 am–5 pm,8:15 am–5 pm,8:15 am–5 pm,8:15 am–5 pm,8:15 am–12 pm,Closed,8:15 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Lowell+MA/@42.6458914,-71.3127093,14z",2026-02-10T23:57:05.095Z,,
"https://www.google.com/maps/place/Seraphine+Aurelie+Thermitus,+MD/data=!4m7!3m6!1s0x89e3a5773e80d107:0x82a1ab8d2307a19f!8m2!3d42.6475486!4d-71.3403513!16s%2Fg%2F11jz1pr8dt!19sChIJB9GAPnel44kRn6EHI42roYI","Seraphine Aurelie Thermitus, MD",4.9,34,Pediatrician,"275 Varnum Ave Suite 204, Lowell, MA 01854, United States","JMX5+2V Lowell, Massachusetts, USA",http://www.cardinalpd.com/,+1 978-452-1666,Closed · Opens 8:30 am Wed,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipPesgksYLuM7jn9tprloGgLCPYcWEkX84IPozs-=w408-h510-k-no,true,8:30 am–5:45 pm,8:30 am–6:30 pm,8:30 am–6:30 pm,8:30 am–5:45 pm,8:30 am–1 pm,Closed,8:30 am–6:30 pm,"https://www.google.com/maps/search/pediatrician+in+Lowell+MA/@42.6458914,-71.3127093,14z",2026-02-10T23:57:09.491Z,true,
"https://www.google.com/maps/place/Catherine+Hermann,+PNP/data=!4m7!3m6!1s0x89e3a5fc034afd33:0x8bbc3946c2a5f3b!8m2!3d42.6470545!4d-71.3402605!16s%2Fg%2F11sq1qv0py!19sChIJM_1KA_yl44kRO18qbJTDuwg","Catherine Hermann, PNP",5.0,10,Pediatrician,"275 Varnum Ave STE 204, Lowell, MA 01854, United States","JMW5+RV Lowell, Massachusetts, USA",https://www.cardinalpd.com/?utm_source=gmb_auth,+1 978-452-1666,Closed · Opens 9 am Wed,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-WtBBAQi2hLunrGlfZAvrw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=116.431046&pitch=0&thumbfov=100,true,9 am–4 pm,9 am–5 pm,9 am–6:30 pm,9 am–4 pm,9 am–12:30 pm,Closed,8:30 am–6:30 pm,"https://www.google.com/maps/search/pediatrician+in+Lowell+MA/@42.6458914,-71.3127093,14z",2026-02-10T23:57:13.691Z,,
https://www.google.com/maps/place/Dracut+Pediatrics/data=!4m7!3m6!1s0x89e3a5a8c2427945:0x31ef217b43ffc112!8m2!3d42.6720751!4d-71.330011!16s%2Fg%2F1tfh5p4s!19sChIJRXlCwqil44kREsH_Q3sh7zE,Dracut Pediatrics,4.4,19,Pediatrician,"1385 Lakeview Ave, Dracut, MA 01826, United States","MMC9+RX Dracut, Massachusetts, USA",https://www.dracutpediatrics.com/,+1 978-256-4363,Closed · Opens 9 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoa6KlpKPyoALDifr6JTeDZBmM-ktFy8EGDzjqU3J_a1juZr9fnRatrDEyaI_M1GKKnx53xWh612jJYrvsesUTFe9a4yYlA94HdHMfC7s8ecSrAV9-MD2QWRcdOUrHrO2zlqqY=w408-h544-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Lowell+MA/@42.6458914,-71.3127093,14z",2026-02-10T23:57:17.958Z,,
